source,bin_id,threshold,TP,FP,FN,size_A,size_B,TPR,FPR
RAP1A,2,0.2,226,2984,554,3210,780,0.28974358974358977,0.929595015576324
RAP1A,3,0.1,99,3111,207,3210,306,0.3235294117647059,0.9691588785046729
RAP1A,4,0.05,48,3162,89,3210,137,0.35036496350364965,0.9850467289719627
RAP1A,5,0.02,16,3194,30,3210,46,0.34782608695652173,0.9950155763239875
RAP1A,6,0.01,9,3201,10,3210,19,0.47368421052631576,0.997196261682243
RAP1A,7,0.005,5,3205,5,3210,10,0.5,0.9984423676012462
RAP1A,8,0.001,2,3208,0,3210,2,1.0,0.9993769470404984
RAP1A,9,0.0005,2,3208,0,3210,2,1.0,0.9993769470404984
RAP1A,10,0.0001,1,3209,0,3210,1,1.0,0.9996884735202493
BMPER,1,0.5,727,1673,2593,2400,3320,0.21897590361445782,0.6970833333333334
BMPER,2,0.2,221,2179,664,2400,885,0.2497175141242938,0.9079166666666667
BMPER,3,0.1,107,2293,264,2400,371,0.2884097035040431,0.9554166666666667
BMPER,4,0.05,45,2355,124,2400,169,0.26627218934911245,0.98125
BMPER,5,0.02,16,2384,37,2400,53,0.3018867924528302,0.9933333333333333
BMPER,6,0.01,8,2392,18,2400,26,0.3076923076923077,0.9966666666666667
BMPER,7,0.005,7,2393,5,2400,12,0.5833333333333334,0.9970833333333333
BMPER,8,0.001,1,2399,1,2400,2,0.5,0.9995833333333334
BMPER,9,0.0005,0,2400,0,2400,0,0.0,1.0
BMPER,10,0.0001,0,2400,0,2400,0,0.0,1.0
SETD3,1,0.5,612,1440,2629,2052,3241,0.18883060783708733,0.7017543859649122
SETD3,2,0.2,183,1869,645,2052,828,0.2210144927536232,0.9108187134502924
SETD3,3,0.1,78,1974,266,2052,344,0.22674418604651161,0.9619883040935673
SETD3,4,0.05,28,2024,108,2052,136,0.20588235294117646,0.98635477582846
SETD3,5,0.02,16,2036,34,2052,50,0.32,0.9922027290448343
SETD3,6,0.01,9,2043,13,2052,22,0.4090909090909091,0.9956140350877193
SETD3,7,0.005,4,2048,4,2052,8,0.5,0.9980506822612085
SETD3,8,0.001,0,2052,0,2052,0,0.0,1.0
SETD3,9,0.0005,0,2052,0,2052,0,0.0,1.0
SETD3,10,0.0001,0,2052,0,2052,0,0.0,1.0
DOCK9,1,0.5,797,1596,2494,2393,3291,0.24217563050744453,0.6669452569995821
DOCK9,2,0.2,254,2139,652,2393,906,0.2803532008830022,0.8938570831592144
DOCK9,3,0.1,113,2280,247,2393,360,0.3138888888888889,0.9527789385708316
DOCK9,4,0.05,51,2342,103,2393,154,0.33116883116883117,0.9786878395319683
DOCK9,5,0.02,16,2377,35,2393,51,0.3137254901960784,0.9933138320100292
DOCK9,6,0.01,7,2386,17,2393,24,0.2916666666666667,0.9970748015043878
DOCK9,7,0.005,5,2388,6,2393,11,0.45454545454545453,0.9979105725031342
DOCK9,8,0.001,0,2393,2,2393,2,0.0,1.0
DOCK9,9,0.0005,0,2393,1,2393,1,0.0,1.0
DOCK9,10,0.0001,0,2393,0,2393,0,0.0,1.0
UQCRC1,1,0.5,562,1469,2580,2031,3142,0.17886696371737745,0.7232890201871
UQCRC1,2,0.2,153,1878,681,2031,834,0.18345323741007194,0.9246676514032496
UQCRC1,3,0.1,67,1964,284,2031,351,0.1908831908831909,0.967011324470704
UQCRC1,4,0.05,30,2001,120,2031,150,0.2,0.9852289512555391
UQCRC1,5,0.02,10,2021,40,2031,50,0.2,0.9950763170851797
UQCRC1,6,0.01,6,2025,15,2031,21,0.2857142857142857,0.9970457902511078
UQCRC1,7,0.005,0,2031,5,2031,5,0.0,1.0
UQCRC1,8,0.001,0,2031,1,2031,1,0.0,1.0
UQCRC1,9,0.0005,0,2031,1,2031,1,0.0,1.0
UQCRC1,10,0.0001,0,2031,1,2031,1,0.0,1.0
PEX6,1,0.5,513,1235,2745,1748,3258,0.1574585635359116,0.7065217391304348
PEX6,2,0.2,151,1597,695,1748,846,0.17848699763593381,0.9136155606407322
PEX6,3,0.1,65,1683,241,1748,306,0.21241830065359477,0.9628146453089245
PEX6,4,0.05,25,1723,89,1748,114,0.21929824561403508,0.9856979405034325
PEX6,5,0.02,8,1740,26,1748,34,0.23529411764705882,0.9954233409610984
PEX6,6,0.01,2,1746,12,1748,14,0.14285714285714285,0.9988558352402745
PEX6,7,0.005,2,1746,6,1748,8,0.25,0.9988558352402745
PEX6,8,0.001,1,1747,0,1748,1,1.0,0.9994279176201373
PEX6,9,0.0005,1,1747,0,1748,1,1.0,0.9994279176201373
PEX6,10,0.0001,1,1747,0,1748,1,1.0,0.9994279176201373
EZR,1,0.5,1195,3086,2053,4281,3248,0.3679187192118227,0.7208596122401308
EZR,2,0.2,369,3912,488,4281,857,0.4305717619603267,0.9138051857042747
EZR,3,0.1,162,4119,195,4281,357,0.453781512605042,0.9621583742116327
EZR,4,0.05,81,4200,81,4281,162,0.5,0.9810791871058164
EZR,5,0.02,31,4250,30,4281,61,0.5081967213114754,0.9927587012380285
EZR,6,0.01,19,4262,17,4281,36,0.5277777777777778,0.9955617846297594
EZR,7,0.005,13,4268,7,4281,20,0.65,0.9969633263256249
EZR,8,0.001,4,4277,0,4281,4,1.0,0.999065638869423
EZR,9,0.0005,0,4281,0,4281,0,0.0,1.0
EZR,10,0.0001,0,4281,0,4281,0,0.0,1.0
MIR762HG,1,0.5,0,0,3280,0,3280,0.0,0.0
MIR762HG,2,0.2,0,0,857,0,857,0.0,0.0
MIR762HG,3,0.1,0,0,338,0,338,0.0,0.0
MIR762HG,4,0.05,0,0,153,0,153,0.0,0.0
MIR762HG,5,0.02,0,0,55,0,55,0.0,0.0
MIR762HG,6,0.01,0,0,26,0,26,0.0,0.0
MIR762HG,7,0.005,0,0,12,0,12,0.0,0.0
MIR762HG,8,0.001,0,0,2,0,2,0.0,0.0
MIR762HG,9,0.0005,0,0,1,0,1,0.0,0.0
MIR762HG,10,0.0001,0,0,0,0,0,0.0,0.0
COLGALT1,1,0.5,681,1360,2670,2041,3351,0.20322291853178157,0.6663400293973543
COLGALT1,2,0.2,225,1816,698,2041,923,0.2437703141928494,0.8897599216070554
COLGALT1,3,0.1,117,1924,270,2041,387,0.3023255813953488,0.9426751592356688
COLGALT1,4,0.05,57,1984,120,2041,177,0.3220338983050847,0.9720725134737873
COLGALT1,5,0.02,17,2024,49,2041,66,0.25757575757575757,0.9916707496325331
COLGALT1,6,0.01,10,2031,20,2041,30,0.3333333333333333,0.9951004409603136
COLGALT1,7,0.005,6,2035,9,2041,15,0.4,0.9970602645761881
COLGALT1,8,0.001,1,2040,2,2041,3,0.3333333333333333,0.9995100440960314
COLGALT1,9,0.0005,1,2040,1,2041,2,0.5,0.9995100440960314
COLGALT1,10,0.0001,0,2041,0,2041,0,0.0,1.0
PSMD5,1,0.5,580,1773,2742,2353,3322,0.17459361830222758,0.7535061623459414
PSMD5,2,0.2,154,2199,684,2353,838,0.18377088305489261,0.9345516362090948
PSMD5,3,0.1,55,2298,278,2353,333,0.16516516516516516,0.976625584360391
PSMD5,4,0.05,25,2328,121,2353,146,0.17123287671232876,0.9893752656183595
PSMD5,5,0.02,6,2347,44,2353,50,0.12,0.9974500637484063
PSMD5,6,0.01,2,2351,20,2353,22,0.09090909090909091,0.9991500212494687
PSMD5,7,0.005,1,2352,7,2353,8,0.125,0.9995750106247344
PSMD5,8,0.001,0,2353,1,2353,1,0.0,1.0
PSMD5,9,0.0005,0,2353,0,2353,0,0.0,1.0
PSMD5,10,0.0001,0,2353,0,2353,0,0.0,1.0
TNXB,1,0.5,585,1629,2633,2214,3218,0.18178993163455562,0.7357723577235772
TNXB,2,0.2,152,2062,610,2214,762,0.1994750656167979,0.931345980126468
TNXB,3,0.1,58,2156,258,2214,316,0.18354430379746836,0.973803071364047
TNXB,4,0.05,20,2194,103,2214,123,0.16260162601626016,0.99096657633243
TNXB,5,0.02,5,2209,31,2214,36,0.1388888888888889,0.9977416440831075
TNXB,6,0.01,2,2212,14,2214,16,0.125,0.999096657633243
TNXB,7,0.005,1,2213,6,2214,7,0.14285714285714285,0.9995483288166215
TNXB,8,0.001,0,2214,1,2214,1,0.0,1.0
TNXB,9,0.0005,0,2214,0,2214,0,0.0,1.0
TNXB,10,0.0001,0,2214,0,2214,0,0.0,1.0
FYCO1,1,0.5,476,1158,2703,1634,3179,0.1497326203208556,0.7086903304773562
FYCO1,2,0.2,140,1494,672,1634,812,0.1724137931034483,0.9143206854345165
FYCO1,3,0.1,56,1578,301,1634,357,0.1568627450980392,0.9657282741738066
FYCO1,4,0.05,25,1609,122,1634,147,0.17006802721088435,0.9847001223990208
FYCO1,5,0.02,5,1629,52,1634,57,0.08771929824561403,0.9969400244798041
FYCO1,6,0.01,2,1632,17,1634,19,0.10526315789473684,0.9987760097919217
FYCO1,7,0.005,0,1634,7,1634,7,0.0,1.0
FYCO1,8,0.001,0,1634,1,1634,1,0.0,1.0
FYCO1,9,0.0005,0,1634,0,1634,0,0.0,1.0
FYCO1,10,0.0001,0,1634,0,1634,0,0.0,1.0
IFI30,1,0.5,861,1690,2631,2551,3492,0.24656357388316152,0.662485299882399
IFI30,2,0.2,288,2263,707,2551,995,0.2894472361809045,0.8871030968247746
IFI30,3,0.1,133,2418,308,2551,441,0.30158730158730157,0.9478635829086632
IFI30,4,0.05,57,2494,142,2551,199,0.2864321608040201,0.97765582124657
IFI30,5,0.02,21,2530,54,2551,75,0.28,0.9917679341434732
IFI30,6,0.01,11,2540,24,2551,35,0.3142857142857143,0.9956879655037241
IFI30,7,0.005,6,2545,13,2551,19,0.3157894736842105,0.9976479811838495
IFI30,8,0.001,0,2551,2,2551,2,0.0,1.0
IFI30,9,0.0005,0,2551,1,2551,1,0.0,1.0
IFI30,10,0.0001,0,2551,0,2551,0,0.0,1.0
P2RX7,1,0.5,995,2738,2405,3733,3400,0.2926470588235294,0.7334583444950442
P2RX7,2,0.2,296,3437,613,3733,909,0.3256325632563256,0.9207072060005358
P2RX7,3,0.1,126,3607,270,3733,396,0.3181818181818182,0.9662469863380659
P2RX7,4,0.05,55,3678,116,3733,171,0.3216374269005848,0.985266541655505
P2RX7,5,0.02,24,3709,44,3733,68,0.35294117647058826,0.993570854540584
P2RX7,6,0.01,12,3721,17,3733,29,0.41379310344827586,0.996785427270292
P2RX7,7,0.005,6,3727,4,3733,10,0.6,0.998392713635146
P2RX7,8,0.001,1,3732,0,3733,1,1.0,0.999732118939191
P2RX7,9,0.0005,0,3733,0,3733,0,0.0,1.0
P2RX7,10,0.0001,0,3733,0,3733,0,0.0,1.0
HEATR5B,1,0.5,316,541,3077,857,3393,0.09313292071912761,0.6312718786464411
HEATR5B,2,0.2,92,765,852,857,944,0.09745762711864407,0.8926487747957993
HEATR5B,3,0.1,40,817,374,857,414,0.0966183574879227,0.9533255542590432
HEATR5B,4,0.05,17,840,164,857,181,0.09392265193370165,0.9801633605600933
HEATR5B,5,0.02,6,851,51,857,57,0.10526315789473684,0.9929988331388565
HEATR5B,6,0.01,2,855,26,857,28,0.07142857142857142,0.9976662777129521
HEATR5B,7,0.005,2,855,10,857,12,0.16666666666666666,0.9976662777129521
HEATR5B,8,0.001,0,857,3,857,3,0.0,1.0
HEATR5B,9,0.0005,0,857,2,857,2,0.0,1.0
HEATR5B,10,0.0001,0,857,0,857,0,0.0,1.0
ZNF324B,1,0.5,99,254,3116,353,3215,0.030793157076205287,0.7195467422096318
ZNF324B,2,0.2,34,319,789,353,823,0.041312272174969626,0.9036827195467422
ZNF324B,3,0.1,12,341,320,353,332,0.03614457831325301,0.9660056657223796
ZNF324B,4,0.05,2,351,127,353,129,0.015503875968992248,0.9943342776203966
ZNF324B,5,0.02,0,353,38,353,38,0.0,1.0
ZNF324B,6,0.01,0,353,16,353,16,0.0,1.0
ZNF324B,7,0.005,0,353,8,353,8,0.0,1.0
ZNF324B,8,0.001,0,353,0,353,0,0.0,1.0
ZNF324B,9,0.0005,0,353,0,353,0,0.0,1.0
ZNF324B,10,0.0001,0,353,0,353,0,0.0,1.0
REST,1,0.5,1059,3083,2259,4142,3318,0.3191681735985534,0.7443264123611781
REST,2,0.2,318,3824,559,4142,877,0.36259977194982895,0.9232254949299855
REST,3,0.1,144,3998,237,4142,381,0.3779527559055118,0.9652341863833896
REST,4,0.05,70,4072,109,4142,179,0.39106145251396646,0.9830999517141478
REST,5,0.02,26,4116,37,4142,63,0.4126984126984127,0.993722839208112
REST,6,0.01,17,4125,14,4142,31,0.5483870967741935,0.9958957025591502
REST,7,0.005,8,4134,4,4142,12,0.6666666666666666,0.9980685659101883
REST,8,0.001,1,4141,1,4142,2,0.5,0.9997585707387735
REST,9,0.0005,0,4142,0,4142,0,0.0,1.0
REST,10,0.0001,0,4142,0,4142,0,0.0,1.0
AGAP2,1,0.5,928,2220,2358,3148,3286,0.2824102251978089,0.7052096569250318
AGAP2,2,0.2,250,2898,577,3148,827,0.3022974607013301,0.920584498094028
AGAP2,3,0.1,92,3056,238,3148,330,0.2787878787878788,0.9707750952986023
AGAP2,4,0.05,40,3108,100,3148,140,0.2857142857142857,0.9872935196950444
AGAP2,5,0.02,11,3137,36,3148,47,0.23404255319148937,0.9965057179161372
AGAP2,6,0.01,7,3141,14,3148,21,0.3333333333333333,0.9977763659466328
AGAP2,7,0.005,6,3142,9,3148,15,0.4,0.9980940279542567
AGAP2,8,0.001,1,3147,0,3148,1,1.0,0.9996823379923762
AGAP2,9,0.0005,0,3148,0,3148,0,0.0,1.0
AGAP2,10,0.0001,0,3148,0,3148,0,0.0,1.0
ARL4A,1,0.5,559,1301,2780,1860,3339,0.16741539383048817,0.6994623655913978
ARL4A,2,0.2,170,1690,714,1860,884,0.19230769230769232,0.9086021505376344
ARL4A,3,0.1,67,1793,316,1860,383,0.17493472584856398,0.9639784946236559
ARL4A,4,0.05,29,1831,144,1860,173,0.1676300578034682,0.9844086021505376
ARL4A,5,0.02,5,1855,57,1860,62,0.08064516129032258,0.9973118279569892
ARL4A,6,0.01,2,1858,24,1860,26,0.07692307692307693,0.9989247311827957
ARL4A,7,0.005,1,1859,12,1860,13,0.07692307692307693,0.9994623655913979
ARL4A,8,0.001,0,1860,2,1860,2,0.0,1.0
ARL4A,9,0.0005,0,1860,1,1860,1,0.0,1.0
ARL4A,10,0.0001,0,1860,0,1860,0,0.0,1.0
PRKAR1A,1,0.5,787,2409,2539,3196,3326,0.23662056524353578,0.7537546933667084
PRKAR1A,2,0.2,221,2975,696,3196,917,0.2410032715376227,0.9308510638297872
PRKAR1A,3,0.1,102,3094,311,3196,413,0.2469733656174334,0.9680851063829787
PRKAR1A,4,0.05,53,3143,134,3196,187,0.28342245989304815,0.9834167709637046
PRKAR1A,5,0.02,33,3163,56,3196,89,0.3707865168539326,0.9896745932415519
PRKAR1A,6,0.01,14,3182,21,3196,35,0.4,0.9956195244055068
PRKAR1A,7,0.005,10,3186,8,3196,18,0.5555555555555556,0.9968710888610763
PRKAR1A,8,0.001,2,3194,2,3196,4,0.5,0.9993742177722152
PRKAR1A,9,0.0005,1,3195,2,3196,3,0.3333333333333333,0.9996871088861077
PRKAR1A,10,0.0001,0,3196,1,3196,1,0.0,1.0
TTC32,1,0.5,67,163,3160,230,3227,0.020762317942361327,0.7086956521739131
TTC32,2,0.2,24,206,795,230,819,0.029304029304029304,0.8956521739130435
TTC32,3,0.1,9,221,299,230,308,0.02922077922077922,0.9608695652173913
TTC32,4,0.05,5,225,126,230,131,0.03816793893129771,0.9782608695652174
TTC32,5,0.02,1,229,47,230,48,0.020833333333333332,0.9956521739130435
TTC32,6,0.01,1,229,24,230,25,0.04,0.9956521739130435
TTC32,7,0.005,1,229,11,230,12,0.08333333333333333,0.9956521739130435
TTC32,8,0.001,0,230,4,230,4,0.0,1.0
TTC32,9,0.0005,0,230,3,230,3,0.0,1.0
TTC32,10,0.0001,0,230,0,230,0,0.0,1.0
KMT2D,1,0.5,946,2950,2462,3896,3408,0.2775821596244131,0.7571868583162218
KMT2D,2,0.2,255,3641,640,3896,895,0.2849162011173184,0.9345482546201233
KMT2D,3,0.1,112,3784,266,3896,378,0.2962962962962963,0.971252566735113
KMT2D,4,0.05,51,3845,124,3896,175,0.2914285714285714,0.9869096509240246
KMT2D,5,0.02,19,3877,38,3896,57,0.3333333333333333,0.9951232032854209
KMT2D,6,0.01,8,3888,14,3896,22,0.36363636363636365,0.997946611909651
KMT2D,7,0.005,4,3892,9,3896,13,0.3076923076923077,0.9989733059548255
KMT2D,8,0.001,1,3895,1,3896,2,0.5,0.9997433264887063
KMT2D,9,0.0005,0,3896,1,3896,1,0.0,1.0
KMT2D,10,0.0001,0,3896,0,3896,0,0.0,1.0
RPL7L1,1,0.5,871,1650,2563,2521,3434,0.2536400698893419,0.6545021816739389
RPL7L1,2,0.2,299,2222,714,2521,1013,0.29516288252714706,0.8813962713209044
RPL7L1,3,0.1,139,2382,300,2521,439,0.31662870159453305,0.9448631495438318
RPL7L1,4,0.05,72,2449,141,2521,213,0.3380281690140845,0.9714399047996827
RPL7L1,5,0.02,27,2494,51,2521,78,0.34615384615384615,0.989289964299881
RPL7L1,6,0.01,12,2509,25,2521,37,0.32432432432432434,0.9952399841332804
RPL7L1,7,0.005,6,2515,18,2521,24,0.25,0.9976199920666402
RPL7L1,8,0.001,2,2519,4,2521,6,0.3333333333333333,0.9992066640222134
RPL7L1,9,0.0005,2,2519,1,2521,3,0.6666666666666666,0.9992066640222134
RPL7L1,10,0.0001,1,2520,0,2521,1,1.0,0.9996033320111067
AGPAT1,1,0.5,733,2504,2712,3237,3445,0.2127721335268505,0.7735557615075688
AGPAT1,2,0.2,186,3051,801,3237,987,0.1884498480243161,0.9425393883225208
AGPAT1,3,0.1,77,3160,330,3237,407,0.1891891891891892,0.9762125424776027
AGPAT1,4,0.05,31,3206,152,3237,183,0.16939890710382513,0.9904232313870868
AGPAT1,5,0.02,9,3228,50,3237,59,0.15254237288135594,0.9972196478220574
AGPAT1,6,0.01,6,3231,22,3237,28,0.21428571428571427,0.9981464318813716
AGPAT1,7,0.005,3,3234,9,3237,12,0.25,0.9990732159406858
AGPAT1,8,0.001,0,3237,5,3237,5,0.0,1.0
AGPAT1,9,0.0005,0,3237,3,3237,3,0.0,1.0
AGPAT1,10,0.0001,0,3237,2,3237,2,0.0,1.0
ITGB4,1,0.5,970,2366,2268,3336,3238,0.29956763434218653,0.7092326139088729
ITGB4,2,0.2,276,3060,535,3336,811,0.3403205918618989,0.9172661870503597
ITGB4,3,0.1,118,3218,191,3336,309,0.3818770226537217,0.9646282973621103
ITGB4,4,0.05,48,3288,82,3336,130,0.36923076923076925,0.9856115107913669
ITGB4,5,0.02,14,3322,27,3336,41,0.34146341463414637,0.9958033573141487
ITGB4,6,0.01,7,3329,10,3336,17,0.4117647058823529,0.9979016786570744
ITGB4,7,0.005,1,3335,5,3336,6,0.16666666666666666,0.9997002398081535
ITGB4,8,0.001,0,3336,0,3336,0,0.0,1.0
ITGB4,9,0.0005,0,3336,0,3336,0,0.0,1.0
ITGB4,10,0.0001,0,3336,0,3336,0,0.0,1.0
DNMT3A,1,0.5,1235,3332,1910,4567,3145,0.39268680445151033,0.7295817823516532
DNMT3A,2,0.2,314,4253,474,4567,788,0.39847715736040606,0.9312458944602584
DNMT3A,3,0.1,155,4412,176,4567,331,0.46827794561933533,0.9660608714692358
DNMT3A,4,0.05,59,4508,68,4567,127,0.4645669291338583,0.9870812349463542
DNMT3A,5,0.02,19,4548,21,4567,40,0.475,0.995839719728487
DNMT3A,6,0.01,9,4558,7,4567,16,0.5625,0.9980293409240202
DNMT3A,7,0.005,2,4565,4,4567,6,0.3333333333333333,0.9995620757608934
DNMT3A,8,0.001,0,4567,0,4567,0,0.0,1.0
DNMT3A,9,0.0005,0,4567,0,4567,0,0.0,1.0
DNMT3A,10,0.0001,0,4567,0,4567,0,0.0,1.0
AMT,1,0.5,360,1290,3107,1650,3467,0.10383616959907702,0.7818181818181819
AMT,2,0.2,93,1557,876,1650,969,0.09597523219814241,0.9436363636363636
AMT,3,0.1,41,1609,385,1650,426,0.09624413145539906,0.9751515151515151
AMT,4,0.05,15,1635,176,1650,191,0.07853403141361257,0.990909090909091
AMT,5,0.02,7,1643,60,1650,67,0.1044776119402985,0.9957575757575757
AMT,6,0.01,4,1646,33,1650,37,0.10810810810810811,0.9975757575757576
AMT,7,0.005,2,1648,19,1650,21,0.09523809523809523,0.9987878787878788
AMT,8,0.001,0,1650,1,1650,1,0.0,1.0
AMT,9,0.0005,0,1650,0,1650,0,0.0,1.0
AMT,10,0.0001,0,1650,0,1650,0,0.0,1.0
POGZ,1,0.5,988,2532,2287,3520,3275,0.3016793893129771,0.7193181818181819
POGZ,2,0.2,262,3258,611,3520,873,0.30011454753722794,0.9255681818181818
POGZ,3,0.1,115,3405,248,3520,363,0.3168044077134986,0.9673295454545454
POGZ,4,0.05,47,3473,116,3520,163,0.2883435582822086,0.9866477272727273
POGZ,5,0.02,19,3501,32,3520,51,0.37254901960784315,0.9946022727272728
POGZ,6,0.01,7,3513,15,3520,22,0.3181818181818182,0.9980113636363637
POGZ,7,0.005,4,3516,6,3520,10,0.4,0.9988636363636364
POGZ,8,0.001,2,3518,1,3520,3,0.6666666666666666,0.9994318181818181
POGZ,9,0.0005,2,3518,1,3520,3,0.6666666666666666,0.9994318181818181
POGZ,10,0.0001,2,3518,1,3520,3,0.6666666666666666,0.9994318181818181
PECR,1,0.5,532,1076,2799,1608,3331,0.15971179825878115,0.6691542288557214
PECR,2,0.2,164,1444,726,1608,890,0.1842696629213483,0.8980099502487562
PECR,3,0.1,79,1529,322,1608,401,0.1970074812967581,0.9508706467661692
PECR,4,0.05,31,1577,138,1608,169,0.1834319526627219,0.9807213930348259
PECR,5,0.02,9,1599,54,1608,63,0.14285714285714285,0.9944029850746269
PECR,6,0.01,5,1603,24,1608,29,0.1724137931034483,0.9968905472636815
PECR,7,0.005,3,1605,13,1608,16,0.1875,0.9981343283582089
PECR,8,0.001,0,1608,2,1608,2,0.0,1.0
PECR,9,0.0005,0,1608,0,1608,0,0.0,1.0
PECR,10,0.0001,0,1608,0,1608,0,0.0,1.0
SEC11C,1,0.5,353,676,2851,1029,3204,0.11017478152309614,0.6569484936831875
SEC11C,2,0.2,128,901,723,1029,851,0.15041128084606345,0.8756073858114675
SEC11C,3,0.1,62,967,294,1029,356,0.17415730337078653,0.9397473275024295
SEC11C,4,0.05,27,1002,119,1029,146,0.18493150684931506,0.9737609329446064
SEC11C,5,0.02,11,1018,40,1029,51,0.21568627450980393,0.989310009718173
SEC11C,6,0.01,5,1024,20,1029,25,0.2,0.9951409135082604
SEC11C,7,0.005,4,1025,6,1029,10,0.4,0.9961127308066083
SEC11C,8,0.001,0,1029,2,1029,2,0.0,1.0
SEC11C,9,0.0005,0,1029,1,1029,1,0.0,1.0
SEC11C,10,0.0001,0,1029,0,1029,0,0.0,1.0
SELE,1,0.5,779,2342,2459,3121,3238,0.24058060531192094,0.7504005126561999
SELE,2,0.2,207,2914,621,3121,828,0.25,0.9336751041332906
SELE,3,0.1,77,3044,262,3121,339,0.22713864306784662,0.975328420378084
SELE,4,0.05,43,3078,106,3121,149,0.28859060402684567,0.9862223646267222
SELE,5,0.02,17,3104,50,3121,67,0.2537313432835821,0.9945530278756809
SELE,6,0.01,10,3111,24,3121,34,0.29411764705882354,0.9967958987504005
SELE,7,0.005,5,3116,14,3121,19,0.2631578947368421,0.9983979493752002
SELE,8,0.001,2,3119,4,3121,6,0.3333333333333333,0.9993591797500802
SELE,9,0.0005,0,3121,1,3121,1,0.0,1.0
SELE,10,0.0001,0,3121,0,3121,0,0.0,1.0
EDEM2,1,0.5,598,1177,2667,1775,3265,0.18315467075038286,0.6630985915492957
EDEM2,2,0.2,185,1590,637,1775,822,0.22506082725060828,0.895774647887324
EDEM2,3,0.1,83,1692,264,1775,347,0.23919308357348704,0.9532394366197183
EDEM2,4,0.05,44,1731,109,1775,153,0.2875816993464052,0.9752112676056338
EDEM2,5,0.02,18,1757,33,1775,51,0.35294117647058826,0.9898591549295774
EDEM2,6,0.01,6,1769,16,1775,22,0.2727272727272727,0.9966197183098592
EDEM2,7,0.005,2,1773,9,1775,11,0.18181818181818182,0.9988732394366198
EDEM2,8,0.001,0,1775,2,1775,2,0.0,1.0
EDEM2,9,0.0005,0,1775,1,1775,1,0.0,1.0
EDEM2,10,0.0001,0,1775,0,1775,0,0.0,1.0
AKAP12,1,0.5,1223,2473,2139,3696,3362,0.3637715645449137,0.6691017316017316
AKAP12,2,0.2,366,3330,494,3696,860,0.4255813953488372,0.900974025974026
AKAP12,3,0.1,153,3543,175,3696,328,0.46646341463414637,0.9586038961038961
AKAP12,4,0.05,62,3634,85,3696,147,0.4217687074829932,0.9832251082251082
AKAP12,5,0.02,18,3678,21,3696,39,0.46153846153846156,0.9951298701298701
AKAP12,6,0.01,5,3691,9,3696,14,0.35714285714285715,0.9986471861471862
AKAP12,7,0.005,2,3694,6,3696,8,0.25,0.9994588744588745
AKAP12,8,0.001,1,3695,1,3696,2,0.5,0.9997294372294372
AKAP12,9,0.0005,1,3695,1,3696,2,0.5,0.9997294372294372
AKAP12,10,0.0001,0,3696,0,3696,0,0.0,1.0
VPS11,1,0.5,847,1519,2631,2366,3478,0.24353076480736055,0.6420118343195266
VPS11,2,0.2,287,2079,719,2366,1006,0.2852882703777336,0.878698224852071
VPS11,3,0.1,132,2234,321,2366,453,0.2913907284768212,0.9442096365173288
VPS11,4,0.05,58,2308,139,2366,197,0.29441624365482233,0.9754860524091293
VPS11,5,0.02,28,2338,51,2366,79,0.35443037974683544,0.9881656804733728
VPS11,6,0.01,16,2350,24,2366,40,0.4,0.9932375316990701
VPS11,7,0.005,10,2356,9,2366,19,0.5263157894736842,0.9957734573119188
VPS11,8,0.001,1,2365,3,2366,4,0.25,0.9995773457311918
VPS11,9,0.0005,0,2366,1,2366,1,0.0,1.0
VPS11,10,0.0001,0,2366,0,2366,0,0.0,1.0
IQGAP1,1,0.5,1166,2644,2308,3810,3474,0.335636154289004,0.6939632545931759
IQGAP1,2,0.2,380,3430,614,3810,994,0.3822937625754527,0.9002624671916011
IQGAP1,3,0.1,197,3613,275,3810,472,0.4173728813559322,0.9482939632545931
IQGAP1,4,0.05,99,3711,125,3810,224,0.4419642857142857,0.974015748031496
IQGAP1,5,0.02,32,3778,41,3810,73,0.4383561643835616,0.9916010498687664
IQGAP1,6,0.01,23,3787,25,3810,48,0.4791666666666667,0.9939632545931758
IQGAP1,7,0.005,13,3797,15,3810,28,0.4642857142857143,0.9965879265091864
IQGAP1,8,0.001,5,3805,5,3810,10,0.5,0.9986876640419947
IQGAP1,9,0.0005,2,3808,4,3810,6,0.3333333333333333,0.9994750656167979
IQGAP1,10,0.0001,0,3810,2,3810,2,0.0,1.0
DMRTA1,1,0.5,342,811,2930,1153,3272,0.10452322738386308,0.7033824804856895
DMRTA1,2,0.2,106,1047,815,1153,921,0.11509229098805646,0.9080659150043365
DMRTA1,3,0.1,48,1105,332,1153,380,0.12631578947368421,0.95836947094536
DMRTA1,4,0.05,22,1131,133,1153,155,0.14193548387096774,0.9809193408499567
DMRTA1,5,0.02,11,1142,55,1153,66,0.16666666666666666,0.9904596704249783
DMRTA1,6,0.01,5,1148,29,1153,34,0.14705882352941177,0.9956634865568084
DMRTA1,7,0.005,3,1150,14,1153,17,0.17647058823529413,0.997398091934085
DMRTA1,8,0.001,0,1153,5,1153,5,0.0,1.0
DMRTA1,9,0.0005,0,1153,2,1153,2,0.0,1.0
DMRTA1,10,0.0001,0,1153,0,1153,0,0.0,1.0
ABHD17C,1,0.5,226,429,3087,655,3313,0.06821611832176275,0.6549618320610687
