perturbation,total_targets,explained_1hop,explained_2hop,explained_3hop,explained_1hop_excl,explained_2hop_excl,explained_3hop_excl,total_explained,coverage_1hop,coverage_2hop,coverage_3hop,coverage_total,unexplained
SEC61A2,178,0,28,172,0,28,144,172,0.0,15.730337078651685,96.62921348314607,96.62921348314607,6
SELE,150,0,133,148,0,133,15,148,0.0,88.66666666666667,98.66666666666667,98.66666666666667,2
SETD3,136,0,49,136,0,49,87,136,0.0,36.029411764705884,100.0,100.0,0
SFT2D3,129,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,129
SH3RF1,161,0,64,161,0,64,97,161,0.0,39.75155279503105,100.0,100.0,0
SHISA4,175,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,175
SIX2,172,0,148,170,0,148,22,170,0.0,86.04651162790698,98.83720930232558,98.83720930232558,2
SLC22A4,144,0,104,144,0,104,40,144,0.0,72.22222222222221,100.0,100.0,0
SLC26A6,120,0,33,119,0,33,86,119,0.0,27.500000000000004,99.16666666666667,99.16666666666667,1
SLC2A11,137,0,19,134,0,19,115,134,0.0,13.86861313868613,97.8102189781022,97.8102189781022,3
SLC2A6,151,0,26,149,0,26,123,149,0.0,17.218543046357617,98.67549668874173,98.67549668874173,2
SLC46A3,137,0,14,135,0,14,121,135,0.0,10.218978102189782,98.54014598540147,98.54014598540147,2
SMAD3,227,9,219,223,9,210,4,223,3.9647577092511015,96.47577092511013,98.23788546255507,98.23788546255507,4
SMARCAD1,182,0,105,177,0,105,72,177,0.0,57.692307692307686,97.25274725274726,97.25274725274726,5
SMARCB1,209,1,142,203,1,141,61,203,0.4784688995215311,67.94258373205741,97.1291866028708,97.1291866028708,6
SMARCC1,122,1,81,121,1,80,40,121,0.819672131147541,66.39344262295081,99.18032786885246,99.18032786885246,1
SMARCD2,188,0,55,187,0,55,132,187,0.0,29.25531914893617,99.46808510638297,99.46808510638297,1
SMIM13,126,0,1,95,0,1,94,95,0.0,0.7936507936507936,75.39682539682539,75.39682539682539,31
SMUG1,114,0,92,113,0,92,21,113,0.0,80.7017543859649,99.12280701754386,99.12280701754386,1
SNAPC5,143,0,24,136,0,24,112,136,0.0,16.783216783216783,95.1048951048951,95.1048951048951,7
SNX13,131,0,22,129,0,22,107,129,0.0,16.793893129770993,98.47328244274809,98.47328244274809,2
SOCS5,150,0,80,149,0,80,69,149,0.0,53.333333333333336,99.33333333333333,99.33333333333333,1
SOX4,160,2,119,160,2,117,41,160,1.25,74.375,100.0,100.0,0
SPRED3,127,0,37,127,0,37,90,127,0.0,29.133858267716533,100.0,100.0,0
ST3GAL4,156,6,151,153,6,145,2,153,3.8461538461538463,96.7948717948718,98.07692307692307,98.07692307692307,3
STAC3,121,0,74,120,0,74,46,120,0.0,61.15702479338842,99.17355371900827,99.17355371900827,1
STAT5A,171,8,161,168,8,153,7,168,4.678362573099415,94.15204678362574,98.24561403508771,98.24561403508771,3
STK38,140,0,87,139,0,87,52,139,0.0,62.142857142857146,99.28571428571429,99.28571428571429,1
SVIL,154,0,66,150,0,66,84,150,0.0,42.857142857142854,97.40259740259741,97.40259740259741,4
TAOK1,200,0,108,198,0,108,90,198,0.0,54.0,99.0,99.0,2
TBCEL,157,0,154,155,0,154,1,155,0.0,98.08917197452229,98.72611464968153,98.72611464968153,2
THADA,140,0,40,137,0,40,97,137,0.0,28.57142857142857,97.85714285714285,97.85714285714285,3
THBD,143,1,139,142,1,139,3,143,0.6993006993006993,97.2027972027972,99.3006993006993,100.0,0
TIMM9,179,1,46,178,1,46,131,178,0.5586592178770949,25.69832402234637,99.4413407821229,99.4413407821229,1
TLR4,149,4,148,148,4,144,0,148,2.684563758389262,99.32885906040269,99.32885906040269,99.32885906040269,1
TMED10,165,1,67,164,1,66,97,164,0.6060606060606061,40.60606060606061,99.39393939393939,99.39393939393939,1
TMEM115,148,1,2,115,1,2,112,115,0.6756756756756757,1.3513513513513513,77.7027027027027,77.7027027027027,33
TMEM123,126,0,18,123,0,18,105,123,0.0,14.285714285714285,97.61904761904762,97.61904761904762,3
TMEM167B,170,0,3,159,0,3,156,159,0.0,1.7647058823529411,93.52941176470588,93.52941176470588,11
TMEM184C,150,0,1,121,0,1,120,121,0.0,0.6666666666666667,80.66666666666666,80.66666666666666,29
TMEM222,153,0,2,125,0,2,123,125,0.0,1.3071895424836601,81.69934640522875,81.69934640522875,28
TMEM38A,115,0,7,115,0,7,108,115,0.0,6.086956521739131,100.0,100.0,0
TMEM9,177,0,41,175,0,41,134,175,0.0,23.163841807909606,98.87005649717514,98.87005649717514,2
TMUB1,203,0,83,201,0,83,118,201,0.0,40.88669950738916,99.01477832512316,99.01477832512316,2
TNFRSF14,147,0,90,147,0,90,57,147,0.0,61.224489795918366,100.0,100.0,0
TNFRSF1B,178,3,166,175,3,163,9,175,1.6853932584269662,93.25842696629213,98.31460674157303,98.31460674157303,3
TNFSF10,159,3,158,158,3,155,0,158,1.8867924528301887,99.37106918238993,99.37106918238993,99.37106918238993,1
TNS2,144,0,57,142,0,57,85,142,0.0,39.58333333333333,98.61111111111111,98.61111111111111,2
TNXB,123,1,86,122,1,85,36,122,0.8130081300813009,69.91869918699187,99.1869918699187,99.1869918699187,1
TRA2A,144,0,60,142,0,60,82,142,0.0,41.66666666666667,98.61111111111111,98.61111111111111,2
TRAF3IP2,188,0,156,187,0,156,31,187,0.0,82.97872340425532,99.46808510638297,99.46808510638297,1
TRAF6,141,3,133,139,3,130,6,139,2.127659574468085,94.32624113475178,98.58156028368793,98.58156028368793,2
TRAPPC6A,147,1,2,133,1,1,131,133,0.6802721088435374,1.3605442176870748,90.47619047619048,90.47619047619048,14
TRIB1,157,0,130,156,0,130,26,156,0.0,82.80254777070064,99.36305732484077,99.36305732484077,1
TRIM47,159,0,89,158,0,89,69,158,0.0,55.9748427672956,99.37106918238993,99.37106918238993,1
TRIM68,176,0,33,174,0,33,141,174,0.0,18.75,98.86363636363636,98.86363636363636,2
TRIP12,253,1,135,249,1,134,114,249,0.3952569169960474,53.359683794466406,98.41897233201581,98.41897233201581,4
TRPC4AP,201,0,43,200,0,43,157,200,0.0,21.393034825870647,99.50248756218906,99.50248756218906,1
TSFM,143,0,17,143,0,17,126,143,0.0,11.888111888111888,100.0,100.0,0
TSLP,143,1,142,143,1,141,1,143,0.6993006993006993,99.3006993006993,100.0,100.0,0
TTBK2,139,0,83,138,0,83,55,138,0.0,59.71223021582733,99.28057553956835,99.28057553956835,1
TTC32,132,0,4,128,0,4,124,128,0.0,3.0303030303030303,96.96969696969697,96.96969696969697,4
TTLL11,145,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,145
TYRO3,175,1,126,175,1,125,49,175,0.5714285714285714,72.0,100.0,100.0,0
UBA5,197,1,87,195,1,86,108,195,0.5076142131979695,44.16243654822335,98.98477157360406,98.98477157360406,2
UBE2D1,164,1,107,161,1,106,54,161,0.6097560975609756,65.2439024390244,98.17073170731707,98.17073170731707,3
UGGT1,170,3,57,168,3,54,111,168,1.7647058823529411,33.52941176470588,98.82352941176471,98.82352941176471,2
UHRF1BP1,164,0,4,157,0,4,153,157,0.0,2.4390243902439024,95.73170731707317,95.73170731707317,7
UIMC1,155,1,66,150,1,65,84,150,0.6451612903225806,42.58064516129032,96.7741935483871,96.7741935483871,5
UQCRC1,150,1,53,148,1,53,95,149,0.6666666666666667,35.333333333333336,98.66666666666667,99.33333333333333,1
USP25,132,1,99,130,1,98,31,130,0.7575757575757576,75.0,98.48484848484848,98.48484848484848,2
VAMP8,145,1,84,142,1,84,58,143,0.6896551724137931,57.931034482758626,97.93103448275862,98.62068965517241,2
VPS11,197,0,55,195,0,55,140,195,0.0,27.918781725888326,98.98477157360406,98.98477157360406,2
VPS45,155,0,87,151,0,87,64,151,0.0,56.12903225806451,97.41935483870968,97.41935483870968,4
VWF,121,2,109,119,2,107,10,119,1.6528925619834711,90.08264462809917,98.34710743801654,98.34710743801654,2
WDR47,131,0,7,123,0,7,116,123,0.0,5.343511450381679,93.89312977099237,93.89312977099237,8
XPO7,356,0,102,0,0,102,0,102,0.0,28.651685393258425,0.0,28.651685393258425,254
YES1,155,1,101,154,1,100,53,154,0.6451612903225806,65.16129032258064,99.35483870967742,99.35483870967742,1
YLPM1,395,0,75,386,0,75,311,386,0.0,18.9873417721519,97.72151898734177,97.72151898734177,9
ZDHHC18,135,0,2,107,0,2,105,107,0.0,1.4814814814814816,79.25925925925927,79.25925925925927,28
ZNF22,164,0,14,164,0,14,150,164,0.0,8.536585365853659,100.0,100.0,0
ZNF229,173,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,173
ZNF235,138,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,138
ZNF281,247,0,108,0,0,108,0,108,0.0,43.7246963562753,0.0,43.7246963562753,139
ZNF296,130,0,7,124,0,7,117,124,0.0,5.384615384615385,95.38461538461539,95.38461538461539,6
ZNF324B,129,0,2,124,0,2,122,124,0.0,1.550387596899225,96.12403100775194,96.12403100775194,5
ZNF581,113,0,7,111,0,7,104,111,0.0,6.1946902654867255,98.23008849557522,98.23008849557522,2
ZNF764,201,0,35,199,0,35,164,199,0.0,17.412935323383085,99.00497512437812,99.00497512437812,2
ZNF774,164,0,13,131,0,13,118,131,0.0,7.926829268292683,79.8780487804878,79.8780487804878,33
ZNF785,157,0,9,154,0,9,145,154,0.0,5.7324840764331215,98.08917197452229,98.08917197452229,3
ZNF827,204,0,15,198,0,15,183,198,0.0,7.352941176470589,97.05882352941177,97.05882352941177,6
ZNRF1,129,0,29,127,0,29,98,127,0.0,22.48062015503876,98.44961240310077,98.44961240310077,2
ZSCAN29,131,0,1,128,0,1,127,128,0.0,0.7633587786259541,97.70992366412213,97.70992366412213,3
ZSWIM3,253,0,1,0,0,1,0,1,0.0,0.3952569169960474,0.0,0.3952569169960474,252
