source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval
NCOA5,uniprot:Q9ZNX9,uniprot:Q9W4S7,NRF1,CHMP3,Complex,Complex,Complex,DecreaseAmount,0.4073065404350923,0.4244737435129522,0.4261616001712757,0.6301266297471854,4,2,1,1,-0.68882304,0.0002369805388083
NDUFAF1,MAP3K7,uniprot:U5L397,AQP1,ATP5F1E,Ubiquitination,Complex,Activation,IncreaseAmount,0.4973162971955103,0.4443350122709595,0.37152225732969113,0.48445268803510766,1,1,1,1,-0.18212067,6.994728117011491e-05
MYEOV,MYC,BACH1,MIR375,TTC7B,DecreaseAmount,Complex,Activation,DecreaseAmount,0.47385749870081684,0.4261616001712757,0.4526838539358291,0.6301266297471854,1,1,1,1,-1.8855958,0.0479484721755913
NME6,APP,uniprot:Q9SI37,uniprot:Q753Y2,RPS9,Complex,Activation,Complex,IncreaseAmount,0.8302066725941236,0.36296545106278455,0.422856899694916,0.48445268803510766,1,2,3,1,0.1482032,1.0993900705304408e-06
MT1F,TNF,uniprot.chain:PRO_0000024970,TP53,MRPL41,Inhibition,Activation,Activation,IncreaseAmount,0.43574026209367445,0.36680286613646285,0.37152225732969113,0.45837692893082216,1,2,1,1,-0.43830308,0.0004119763849758
NEAT1,BCL2,CDKN2A,MIR650,CDKN2AIPNL,Inhibition,Activation,IncreaseAmount,DecreaseAmount,0.48240926517014815,0.36680286613646285,0.6163664161553967,0.6301266297471854,1,2,1,1,-1.2538377,0.0218388333610263
NUDT18,BCL2L1,uniprot:Q9YAC7,FGFR4,NSDHL,DecreaseAmount,Complex,Complex,IncreaseAmount,0.47385749870081684,0.4261616001712757,0.4261616001712757,0.48445268803510766,1,1,1,1,-1.478135,0.0381666602775316
NUFIP2,uniprot:P0DTC9,uniprot:Q9W4S7,RELA,NUFIP2,Complex,Complex,Complex,DecreaseAmount,0.8226256011114469,0.4261616001712757,0.4261616001712757,0.6301266297471854,7,1,1,1,-1.8223889,1.3969498598107283e-09
NUFIP2,MYC,uniprot:Q46222,PLXND1,SH3BGRL3,Complex,Activation,Activation,IncreaseAmount,0.8329154561839106,0.37152225732969113,0.37152225732969113,0.48445268803510766,2,1,1,1,-0.25887752,2.0605355308774586e-07
PAK2,uniprot:Q9UUG5,uniprot:V9VHH0,FOXO4,NOP10,Phosphorylation,Complex,Complex,DecreaseAmount,0.7481371769634428,0.4483813524054363,0.4261616001712757,0.6301266297471854,5,8,1,1,-0.5088216,0.000128228038756
PDLIM7,NFE2L2,uniprot:P48985,uniprot:Q9WXE6,PDLIM7,Activation,Activation,Inhibition,IncreaseAmount,0.37152225732969113,0.37152225732969113,0.43574026209367445,0.48445268803510766,1,1,1,1,-1.5009855,5.076803745681565e-08
PECR,NUP214,uniprot:P81460,uniprot:P27033,TP53RK,Complex,Complex,Inhibition,DecreaseAmount,0.4244737435129522,0.4571648567429306,0.4410755819620935,0.47385749870081684,2,2,2,1,-1.4421147,0.014033650907551
PLPP3,ERK,uniprot.chain:PRO_0000420660,IL1B,FAM13A,Inhibition,Complex,DecreaseAmount,DecreaseAmount,0.4410755819620935,0.4443350122709595,0.47385749870081684,0.48507422499106756,2,1,1,3,1.3068895,0.0467053206686947
PPP3CC,PDHB,uniprot.chain:PRO_0000449622,TOP1,BTBD2,Complex,Complex,Complex,DecreaseAmount,0.8216256011114469,0.48904482173560426,0.48904482173560426,0.6324007949925685,3,1,1,1,-1.611327,0.0388226270110385
PRKAR1A,BCL2,uniprot:Q9XB14,uniprot:Q9VB08,NPC2,Activation,Complex,Inhibition,IncreaseAmount,0.37152225732969113,0.4261616001712757,0.4410755819620935,0.48445268803510766,1,1,2,1,-0.31339628,0.0004314626923496
PROX1,NFIB,uniprot:Q8BWU5,SMC5,SLF2,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.8302066725941236,0.8302066725941236,0.48445268803510766,1,1,1,1,-1.2868301,0.0380072320923242
PVT1,NFE2L2,uniprot.chain:PRO_0000420660,uniprot.chain:PRO_0000032458,LGALS1,Complex,Inhibition,Activation,IncreaseAmount,0.4261616001712757,0.43574026209367445,0.4176935059047677,0.5028536023408147,1,1,10,3,-0.20831463,4.0855045422974384e-11
PVT1,NUP214,uniprot:Q9SI37,uniprot:Q753Y2,RPS9,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.4261616001712757,0.422856899694916,0.48445268803510766,1,1,3,1,0.12467482,1.799481392726915e-05
PVT1,uniprot:Q8L925,PDPK1,uniprot:C0HJD3,ALG3,Complex,IncreaseAmount,Complex,DecreaseAmount,0.4073065404350923,0.48445268803510766,0.4571648567429306,0.47385749870081684,4,1,2,1,0.8604124,0.0004017457476184
RAB3A,uniprot:Q99NH3,uniprot:V9VHH0,FOXO4,ATP5MF,Complex,Complex,Complex,DecreaseAmount,0.4261616001712757,0.4073065404350923,0.4261616001712757,0.6301266297471854,1,4,1,1,-0.4176326,0.0003908362460077
RASIP1,ERK,uniprot.chain:PRO_0000021548,uniprot.chain:PRO_0000419819,SERPINE1,IncreaseAmount,Activation,Activation,IncreaseAmount,0.48445268803510766,0.37152225732969113,0.37152225732969113,0.48445268803510766,1,1,1,1,-0.43553644,3.51416255056377e-05
REPIN1,uniprot:P0DTC9,uniprot:Q9W4S7,PITX2,RBPMS,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.4261616001712757,0.6309317981560123,1,1,1,2,-0.6700263,0.0001765370044042
REXO4,uniprot:Q38846,RAB1A,MIR1202,WDR41,Complex,Inhibition,Inhibition,DecreaseAmount,0.4443350122709595,0.414159988237093,0.5820018208830471,0.6301266297471854,1,1,1,1,-1.4320707,0.0094108322352315
PLEKHH3,RET,uniprot.chain:PRO_0000032458,ELK1,HEATR6,Complex,Complex,Inhibition,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.43574026209367445,0.6301266297471854,1,1,1,1,1.3053796,0.0155170264800648
PLEKHH3,RET,uniprot:V9VHH0,uniprot:Q9MA41,AP000695.2,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.45075613828310235,0.4244737435129522,0.47385749870081684,1,7,2,1,-1.2493727,0.0189115580290968
PLEKHH3,RET,uniprot.chain:PRO_0000014901,ATF3,RACK1,Complex,Inhibition,Inhibition,DecreaseAmount,0.8302066725941236,0.43574026209367445,0.43574026209367445,0.6301266297471854,1,1,1,1,-0.13713878,0.0002008680719504
PLEKHH3,CXCR4,uniprot:Q9NFL6,LGALS4,UBQLN1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.4443350122709595,0.47385749870081684,1,1,1,1,0.7374863,0.0003240472576075
RPL7L1,AXL,NR3C1,MIR665,SLX4IP,Complex,Complex,Activation,DecreaseAmount,0.8302066725941236,0.8302066725941236,0.4526838539358291,0.6301266297471854,1,1,1,1,1.3063511,0.0360322929777957
SEC11C,SPCS2,uniprot:Q9Y1T2,PLK1,CEP192,Complex,Complex,Complex,DecreaseAmount,0.822125601111447,0.8302066725941236,0.8302066725941236,0.6324007949925685,4,1,1,1,1.2492535,0.0372478965490513
SEC11C,SPCS2,uniprot:Q9Y1T2,HSP90AA1,SRP9,Complex,Complex,Complex,IncreaseAmount,0.822125601111447,0.8302066725941236,0.8302066725941236,0.5028536023408147,4,1,1,3,0.45163214,0.0003665821905362
ALS2CL,EEA1,uniprot:Q9ZNX9,PGR,RANBP9,Inhibition,Complex,Complex,DecreaseAmount,0.43574026209367445,0.4261616001712757,0.41134095309077945,0.6309317981560123,1,1,17,2,-2.9851725,0.0228723840300194
ALS2CL,RAB22A,uniprot:V9VHH0,POU6F1,JPT2,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.45075613828310235,0.422856899694916,0.6301266297471854,1,7,3,1,-1.8841251,0.0429835764175636
ALS2CL,EEA1,CRP,uniprot:Q8G5J9,CRIP2,Inhibition,Complex,IncreaseAmount,IncreaseAmount,0.43574026209367445,0.4261616001712757,0.47153156304100474,0.48445268803510766,1,1,2,1,0.26691,0.000419463063874
SEC61A2,TP53,uniprot.chain:PRO_0000415857,PPARGC1A,ACAT2,Activation,Inhibition,IncreaseAmount,IncreaseAmount,0.37152225732969113,0.43574026209367445,0.47153156304100474,0.6163664161553967,1,1,2,1,-0.76058155,3.699150781984751e-05
SLC22A4,uniprot:Q9V629,uniprot:Q9W4S7,APOA1,COPB2,Complex,Complex,Complex,IncreaseAmount,0.4073065404350923,0.4261616001712757,0.4244737435129522,0.48445268803510766,4,1,2,1,-0.7506113,0.0004306136131699
NT5C3B,CCNF,uniprot:Q9XTR1,NRF1,NT5C3B,Complex,Complex,Phosphorylation,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.565177305878659,0.6301266297471854,1,1,1,1,-1.7697823,2.2988824733413582e-05
SLC2A6,INS,uniprot:Q9VT51,uniprot:Q9W4Z4,SRRT,DecreaseAmount,Complex,Complex,IncreaseAmount,0.47385749870081684,0.4261616001712757,0.4244737435129522,0.48445268803510766,1,1,2,1,-1.362378,0.0377365913262231
SLC2A6,uniprot:C5MKY7,uniprot:U3LIR9,uniprot:P05919,CD164,Complex,Complex,Complex,DecreaseAmount,0.4073065404350923,0.4073065404350923,0.4261616001712757,0.47385749870081684,4,4,1,1,-0.53886825,0.00017282481232
SMARCB1,RB1,uniprot:Q1JUQ1,uniprot:Q9LTK0,LTBP1,Dephosphorylation,Activation,Complex,IncreaseAmount,0.5077398397051958,0.37152225732969113,0.4443350122709595,0.48445268803510766,1,1,1,1,-0.30595252,0.0004274357283142
SLC2A11,PLK1,uniprot:Q9YAC7,NTRK2,NENF,IncreaseAmount,Complex,Complex,DecreaseAmount,0.48445268803510766,0.4107943307806583,0.41381724500083616,0.47385749870081684,1,23,14,1,-0.59684753,0.0002462081519836
STK38,uniprot:P0DTC9,uniprot:Q9W4S7,PAX4,CYBC1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.4244737435129522,0.6301266297471854,2,1,2,1,-1.7675139,0.0481876997052302
SVIL,PPARG,uniprot.chain:PRO_0000420660,uniprot.chain:PRO_0000032458,ADIPOR2,Complex,Activation,Activation,DecreaseAmount,0.8302066725941236,0.37152225732969113,0.4176935059047677,0.47385749870081684,1,1,10,1,-1.3547571,0.0163303739109213
SVIL,TGFB,uniprot:Q9XIA9,POU2F1,SVIL,Activation,IncreaseAmount,Complex,DecreaseAmount,0.36680286613646285,0.48445268803510766,0.4244737435129522,0.6301266297471854,2,1,2,1,-1.2605519,1.7149265965389014e-06
TAOK1,MYC,uniprot:Q7XYY2,uniprot:Q9SZ06,TAOK1,Complex,Activation,Complex,IncreaseAmount,0.4073065404350923,0.37152225732969113,0.8302066725941236,0.48445268803510766,4,1,1,1,-0.98339784,8.866243912576169e-05
TIMM9,ATF2,uniprot:Q9M1H3,uniprot:Q9T041,MT-ATP6,Complex,Complex,Activation,IncreaseAmount,0.8302066725941236,0.4244737435129522,0.37152225732969113,0.45837692893082216,1,2,1,1,-0.40119484,2.2870557838010466e-08
TMEM167B,ARMC9,uniprot:U5L397,JUN,SLC35F6,Complex,Activation,IncreaseAmount,DecreaseAmount,0.8302066725941236,0.37152225732969113,0.48445268803510766,0.6301266297471854,1,1,1,1,-1.7772907,0.0405346154948966
TNFRSF14,uniprot:Q9XHG2,NR3C1,MIR665,ITPRIPL2,Activation,Complex,Activation,DecreaseAmount,0.37152225732969113,0.4443350122709595,0.4526838539358291,0.6309317981560123,1,1,1,2,-1.2993592,0.0032391605478183
TNFSF10,uniprot.chain:PRO_0000032458,uniprot:Q9W4S7,MYOD1,SERF2,Inhibition,Complex,Complex,DecreaseAmount,0.4410755819620935,0.422856899694916,0.4261616001712757,0.6301266297471854,2,3,1,1,-0.15651818,0.0002178351943333
TRIP12,uniprot:P70168,uniprot.chain:PRO_0000014901,NFATC1,TMEM64,Complex,Activation,DecreaseAmount,IncreaseAmount,0.4073065404350923,0.37152225732969113,0.5034580088219961,0.48445268803510766,4,1,4,1,-1.3747598,0.0484854275007871
TRIP12,uniprot:Q9W4S7,uniprot:Q9XYZ5,NMT1,NMT2,Complex,Complex,Complex,IncreaseAmount,0.4261616001712757,0.4073065404350923,0.4261616001712757,0.48445268803510766,1,4,1,1,-0.79001737,4.3190761319692714e-06
TRIP12,uniprot:Q9W4S7,uniprot.chain:PRO_0000032458,MTOR,RPL22L1,Complex,Complex,DecreaseAmount,DecreaseAmount,0.4261616001712757,0.422856899694916,0.47385749870081684,0.4684848027297138,1,3,1,2,-0.3431666,3.222644234950655e-05
TRPC4AP,RBX1,RIGI,MIR484,RPL36,Complex,Complex,Complex,DecreaseAmount,0.8086435874890908,0.8302066725941236,0.8302066725941236,0.6301266297471854,1,1,1,1,0.13791782,0.0003030504695495
TTC32,MYOG,uniprot:Q9W4S7,uniprot:Q9LT17,KLF6,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4261616001712757,0.4244737435129522,0.48445268803510766,1,1,2,1,-0.7835853,0.0002384695679751
UBA5,ERK,uniprot:Q07471,uniprot:Q9FFT4,LSM1,Complex,Inhibition,Inhibition,DecreaseAmount,0.4443350122709595,0.43574026209367445,0.43574026209367445,0.47385749870081684,1,1,1,1,-0.65042084,0.0002411828597943
USP25,PPARG,uniprot:Q9XGI7,MAP2K6,NDUFB11,IncreaseAmount,Complex,Inhibition,DecreaseAmount,0.48445268803510766,0.4261616001712757,0.43574026209367445,0.47295497084028115,1,1,1,1,-0.4635,0.0002619899859493
SHISA4,MAL,uniprot:Q9W4S7,NF1,QRSL1,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4483813524054363,0.4244737435129522,0.6301266297471854,1,8,2,1,-2.143098,0.0452642246234925
SHISA4,MAL,uniprot:Q9W4S7,PAX4,FAM104A,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4483813524054363,0.4244737435129522,0.6301266297471854,1,8,2,1,-1.4515464,0.0095217892742232
SHISA4,CNIH1,uniprot:V9VHH0,POU6F1,COMMD10,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4261616001712757,0.422856899694916,0.6301266297471854,1,1,3,1,-1.300326,0.0081173264980819
SHISA4,MAL,uniprot:Q9W4S7,MYB,AEBP2,Complex,Complex,Complex,DecreaseAmount,0.8302066725941236,0.4483813524054363,0.4261616001712757,0.6301266297471854,1,8,1,1,-1.2860969,0.0286642126370029
VPS11,RAB5A,RIGI,MIR484,BRI3,Activation,Complex,Complex,DecreaseAmount,0.37152225732969113,0.4261616001712757,0.8302066725941236,0.6301266297471854,1,1,1,1,0.34512746,0.0003657533665818
YLPM1,MYC,uniprot:Q9WJJ2,MYC,REX1BD,Complex,Complex,Complex,IncreaseAmount,0.8302066725941236,0.4261616001712757,0.4261616001712757,0.48445268803510766,1,1,1,1,0.5746948,0.0002517628207072
