source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval
ZNF581,KDM1A,NFE2L1,C9orf16,Complex,Complex,DecreaseAmount,0.98,0.949999468559,0.79,1,12,1,-0.29094476,0.0437447068360947
ZNF581,KDM1A,ESRRA,MRPL12,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,1,1,-0.35757142,0.0436421621583509
ZNF581,APP,hgnc:mesh:D000952,RPL23,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,-0.07134914,0.0430639099449783
ZNF581,KDM1A,PAX2,PAFAH1B1,Complex,Complex,DecreaseAmount,0.98,0.992969382,0.79,1,9,1,-0.45454428,0.0425304564711872
ZNF581,APP,MYC,FZD6,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.44503698,0.0416711706021074
ZNF581,hgnc:uniprot:P14079,NRF1,FYTTD1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,2,2,1,-0.43104377,0.0413304443099026
ZNF581,APP,hgnc:uniprot:O16850,AKT1,Complex,Phosphorylation,IncreaseAmount,0.98,0.9419,0.86,1,4,2,-0.9401631,0.0404578422014109
ZNF581,PLSCR1,HOXA9,RPL37A,Complex,Complex,DecreaseAmount,0.9978,0.9978,0.89,2,2,1,-0.062397424,0.0388412546494592
ZNF581,APP,hgnc:uniprot.chain:PRO_0000032458,ATP2B1,Complex,Activation,IncreaseAmount,0.98,0.923,0.86,1,3,2,-0.41290027,0.0388166931421707
ZNF581,hgnc:uniprot:P14079,ETS1,RPL26,Complex,Complex,DecreaseAmount,0.98,0.89,0.79,2,1,1,-0.05682285,0.0386125266055146
ZNF581,PNMA1,KAT2B,DALRD3,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.77592725,0.0368522817367687
ZNF581,SUV39H1,ATF3,PPFIBP1,Complex,Complex,DecreaseAmount,0.98,0.98,0.95,1,1,2,-0.38391867,0.0352110378105046
ZNF581,TRIM27,RB1,IPO7,Complex,Inhibition,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-0.31420943,0.0341894075454548
ZNF581,SUV39H1,RFX1,PKIG,Complex,Complex,DecreaseAmount,0.98,0.99596289,0.79,1,8,1,-0.37784755,0.0338626368445938
ZNF581,APP,ATF6,NANS,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.51363534,0.033545767002077
ZNF581,APP,POU2F1,CIAO1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.49144554,0.0326385613073865
ZNF581,APP,hgnc:uniprot:Q06180,PARK7,Complex,Complex,DecreaseAmount,0.98,0.86,0.86,1,2,2,-0.20643881,0.0324718453157934
ZNF581,APP,RN7SL179P,PPIC,Complex,Activation,DecreaseAmount,0.98,0.9419,0.89,1,4,1,-0.28605366,0.0319390893283781
ZNF581,APP,RN7SL179P,IDH3B,Complex,Activation,DecreaseAmount,0.98,0.9419,0.98,1,4,2,-0.5071489,0.0312253093736579
ZNF581,SUV39H1,RFX1,MGAT4B,Complex,Complex,DecreaseAmount,0.98,0.99596289,0.79,1,8,1,-0.56222516,0.0307123965565291
ZNF581,hgnc:uniprot:P06428,SMAD3,PLOD2,Complex,Complex,IncreaseAmount,0.89,0.98,0.86,1,2,2,-0.36824217,0.030193525559865
ZNF581,TRIM27,hgnc:mesh:D009369,RBM3,Complex,Inhibition,DecreaseAmount,0.98,0.951,0.9804,1,1,2,-0.32054725,0.0301671210717006
ZNF581,MDFI,TCF3,SEPTIN11,Complex,Complex,DecreaseAmount,0.998889,0.89,0.79,3,1,1,-0.3464262,0.0285725351566928
ZNF581,APP,ELK1,RPF1,Complex,Inhibition,DecreaseAmount,0.98,0.951,0.79,1,3,1,-1.0921521,0.0274622459171903
ZNF581,TRIM27,hgnc:mesh:D009369,SMARCB1,Complex,Inhibition,DecreaseAmount,0.98,0.951,0.9824999995480095,1,1,6,-0.5323946,0.0267462092637253
ZNF581,APP,SEMA3A,EMD,Complex,Complex,DecreaseAmount,0.98,0.992969382,0.9419,1,9,4,-0.49003732,0.0264796711874498
ZNF581,CCNDBP1,TRF-GAA1-6,RPL35,Complex,Inhibition,IncreaseAmount,0.98,0.86,0.89,1,2,1,-0.078299016,0.0261356327164022
ZNF581,APP,hgnc:mesh:D000952,RNF168,Complex,Complex,IncreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,-0.8082523,0.0253302056901011
ZNF581,TRIM23,LMO2,UROD,Complex,Complex,DecreaseAmount,0.998889,0.98,0.79,3,1,1,-0.5037972,0.0247125257311284
ZNF581,hgnc:uniprot:P14079,NRF1,CNOT1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,2,2,1,-0.6995294,0.0239993993739497
ZNF581,DAZAP2,BAG3,BAG2,Complex,Complex,IncreaseAmount,0.9978,0.998889,0.923,2,3,2,-0.56338674,0.0219109471698601
ZNF581,APP,hgnc:mesh:D000952,PLA2G12A,Complex,Complex,IncreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,-0.9827169,0.0216884077625769
ZNF581,APP,hgnc:uniprot:P27958,APEX1,Complex,Inhibition,IncreaseAmount,0.98,0.979665,0.9499999999651322,1,5,20,-0.4043313,0.0212573467285535
ZNF581,hgnc:uniprot:P14079,ATF4,GARS,Complex,Complex,IncreaseAmount,0.98,0.98,0.941,2,2,1,-0.38181618,0.0190270152263515
ZNF581,TRIM27,hgnc:mesh:D009369,RABL6,Complex,Inhibition,IncreaseAmount,0.98,0.951,0.86,1,1,1,-0.4247222,0.0188200417994913
ZNF581,TRIM23,hgnc:mesh:D017382,PSMA5,Complex,IncreaseAmount,DecreaseAmount,0.998889,0.9419,0.86,3,4,2,-0.42839065,0.0175557436044447
ZNF581,KDM1A,NFE2L1,PCSK5,Complex,Complex,DecreaseAmount,0.98,0.949999468559,0.79,1,12,1,-0.2859941,0.0152074297627903
ZNF581,APP,hgnc:mesh:D006943,NSA2,Complex,Activation,IncreaseAmount,0.98,0.923,0.86,1,2,2,-0.25860146,0.0142729093224675
ZNF581,APP,SSU72,TXNL4A,Complex,Activation,DecreaseAmount,0.98,0.8775000000000001,0.89,1,2,1,-0.30901936,0.0140826914539059
ZNF581,SUV39H1,ATF3,DNAJC1,Complex,Complex,DecreaseAmount,0.98,0.98,0.95,1,1,2,-0.43813983,0.0131733123206041
ZNF581,KDM1A,MYCN,NOP56,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.44738913,0.012726491418595
ZNF581,TRIM27,hgnc:mesh:D051379,SLC16A1,Complex,Activation,IncreaseAmount,0.98,0.949271,0.86,1,6,2,-0.8941961,0.011916790109575
ZNF581,TRIM27,hgnc:chebi:27899,NSRP1,Complex,Activation,DecreaseAmount,0.98,0.86,0.89,1,2,1,-0.6142949,0.0081015373242995
ZNF581,SUV39H1,RFX1,MDH1,Complex,Complex,DecreaseAmount,0.98,0.99596289,0.79,1,8,1,-0.58088505,0.0065744362911564
ZNF581,APP,hgnc:uniprot:P27958,IGFBP4,Complex,Inhibition,IncreaseAmount,0.98,0.979665,0.9419,1,5,4,-0.6996664,0.006091058836393
ZNF581,SUV39H1,RFX1,GGNBP2,Complex,Complex,DecreaseAmount,0.98,0.99596289,0.79,1,8,1,-0.6792168,0.0059662455945152
ZNF581,APP,NR3C1,GBE1,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-1.122782,0.0057483937894694
ZNF581,hgnc:uniprot:P14079,NRF1,LSM1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,2,2,1,-0.6855967,0.0055357735624332
ZNF581,APP,RN7SL179P,NDUFAF3,Complex,Activation,DecreaseAmount,0.98,0.9419,0.89,1,4,1,-0.49591273,0.0033316555673476
ZNF581,APP,FOXO4,ZNF581,Complex,Complex,DecreaseAmount,0.98,0.8775000000000001,0.79,1,2,1,-1.3676541,0.0016022160968182
PLXNB1,hgnc:mesh:D017382,hgnc:uniprot:Q9C942,ELAVL1,Activation,Activation,IncreaseAmount,0.923,0.949271,0.9419,3,6,4,0.619951,0.0013318372633056
PLXNB1,hgnc:mesh:D017382,hgnc:mesh:D004785,MTCH2,Activation,Inhibition,DecreaseAmount,0.923,0.86,0.89,3,2,1,0.46631098,0.0026892258000872
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,RPS26,Complex,Activation,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.19547807,0.0047694837857927
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,ARL6IP1,Complex,Activation,IncreaseAmount,0.86,0.86,0.98,2,2,2,0.5380795,0.0051174733785839
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,SNRPG,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.27331042,0.0052914294688316
PLXNB1,IL6,hgnc:mesh:D014028,OXLD1,IncreaseAmount,Complex,DecreaseAmount,0.86,0.949271,0.89,2,6,1,0.60925287,0.0053241004965036
PLXNB1,IL6,hgnc:mesh:D014028,ETFB,IncreaseAmount,Complex,IncreaseAmount,0.86,0.949271,0.89,2,6,1,0.24362017,0.0071922493168464
PLXNB1,IL6,hgnc:mesh:D014028,DDX6,IncreaseAmount,Complex,IncreaseAmount,0.86,0.949271,0.89,2,6,1,0.5032632,0.007855613782029
PLXNB1,PLXNA2,POU3F1,TRMT112,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.24590085,0.0092729055591658
PLXNB1,hgnc:uniprot:P25848,ELK1,MRPL54,Complex,Phosphorylation,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.44036794,0.0095299966484403
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,COX6C,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.14550486,0.0110851274057943
PLXNB1,hgnc:uniprot:P25848,RB1,ATRX,Complex,Complex,DecreaseAmount,0.86,0.923,0.79,2,3,1,0.2956602,0.0129182652597431
PLXNB1,PLXNB1,hgnc:uniprot:P01533,ARF3,IncreaseAmount,Complex,DecreaseAmount,0.8775000000000001,0.86,0.923,1,2,3,0.4421663,0.0157976542441803
PLXNB1,hgnc:mesh:D006863,hgnc:chebi:63632,MRPS36,Activation,Activation,DecreaseAmount,0.923,0.86,0.89,3,2,1,0.41430366,0.0168270861801459
PLXNB1,IL6,MAZ,TMEM208,IncreaseAmount,Activation,DecreaseAmount,0.86,0.89,0.79,2,1,1,0.5951312,0.0170294558500373
PLXNB1,hgnc:mesh:D017382,hgnc:mesh:D004785,PPP1CC,Activation,Inhibition,IncreaseAmount,0.923,0.86,0.89,3,2,1,0.3634571,0.0171220236474898
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,ADIRF,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.20345773,0.0172583174081253
PLXNB1,hgnc:uniprot:P01533,POU2F1,NDUFA4,Complex,Complex,DecreaseAmount,0.86,0.949980317,0.79,2,9,1,0.20282651,0.0186613932565114
PLXNB1,hgnc:uniprot:P01533,PCBP1,FAR1,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.6587785,0.0202363076397184
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,PHLDA2,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.29268607,0.0204772475657294
PLXNB1,hgnc:mesh:D017382,FOXO4,MSL3,Activation,Activation,DecreaseAmount,0.923,0.9497812999999999,0.79,3,7,1,0.52959114,0.0206524600718565
PLXNB1,hgnc:mesh:D009369,PAX3,FAM162A,Activation,DecreaseAmount,DecreaseAmount,0.9991122425,0.86,0.79,1,1,1,0.3189858,0.0212021685751204
PLXNB1,LINC01147,RARRES1,DNAJC8,Complex,Activation,DecreaseAmount,0.86,0.86,0.86,2,2,2,0.31074718,0.0215137652928397
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,COX7B,Complex,Activation,DecreaseAmount,0.86,0.86,0.98,2,2,2,0.27596578,0.022712437288604
PLXNB1,hgnc:mesh:D024821,hgnc:uniprot.chain:PRO_0000032458,DYNLL1,Complex,Activation,IncreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,0.22102475,0.0230049195883215
PLXNB1,ANKRD30A,hgnc:uniprot:Q44636,PRDX1,Inhibition,IncreaseAmount,IncreaseAmount,0.923,0.86,0.86,2,2,2,0.11416799,0.0244856603840378
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,SEC61G,Complex,Activation,IncreaseAmount,0.86,0.86,0.98,2,2,1,0.16915783,0.0247291968932352
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,RPS25,Complex,Activation,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.071423836,0.0256516743205402
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,COPE,Complex,Activation,IncreaseAmount,0.86,0.86,0.98,2,2,2,0.24744725,0.0262427273208016
PLXNB1,hgnc:mesh:D017382,NRF1,LSM2,Activation,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,0.3318051,0.0263580320481681
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,RPL39,Complex,Activation,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.073281236,0.0268674029625684
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,NDUFA9,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.54930913,0.0277393395557829
PLXNB1,hgnc:mesh:D009369,PAX3,NDUFB2,Activation,DecreaseAmount,DecreaseAmount,0.9991122425,0.86,0.79,1,1,1,0.18355565,0.0280725503721066
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,SPCS2,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.25502267,0.0296540183046815
PLXNB1,hgnc:uniprot:P01533,HNF1A,MRPL28,Complex,Complex,DecreaseAmount,0.86,0.949980317,0.79,2,9,1,0.40613487,0.0298670735633377
PLXNB1,hgnc:uniprot:Q26239,hgnc:chebi:79516,VPS28,Complex,Complex,DecreaseAmount,0.86,0.86,0.89,2,2,1,0.20679656,0.0319506410484235
PLXNB1,hgnc:mesh:D024821,hgnc:uniprot.chain:PRO_0000032458,METAP2,Complex,Activation,IncreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,0.16669516,0.0341943050609798
PLXNB1,hgnc:mesh:D017382,hgnc:uniprot:Q9UHZ2,SRSF1,Activation,DecreaseAmount,IncreaseAmount,0.923,0.86,0.9499940951,3,2,9,0.5319722,0.034289926523465
PLXNB1,hgnc:uniprot:P25848,ELK1,NECAP2,Complex,Phosphorylation,DecreaseAmount,0.86,0.86,0.982,2,2,3,0.56149155,0.0343636368996088
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,SNRPD2,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.1836884,0.0346821362128658
PLXNB1,hgnc:uniprot:P01533,LEF1,RCN2,Complex,Complex,DecreaseAmount,0.86,0.9419,0.79,2,4,1,0.2263326,0.0350081503636718
PLXNB1,ANKRD30A,PAX4,RNF121,Inhibition,IncreaseAmount,DecreaseAmount,0.923,0.8775000000000001,0.79,2,2,1,0.72771174,0.0358028032692423
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,TMEM205,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.43033153,0.036721957534899
PLXNB1,hgnc:uniprot:Q84V25,hgnc:mesh:D009369,MYO6,Activation,Inhibition,IncreaseAmount,0.86,0.9419,0.923,2,3,1,0.6138095,0.0374700944703662
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,RPS10,Complex,Activation,DecreaseAmount,0.86,0.86,0.98,2,2,2,0.15339471,0.0379733484670085
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,DRAP1,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.17714113,0.0399938383033692
PLXNB1,hgnc:uniprot:Q9LTG0,MIF,LSM7,Complex,Complex,DecreaseAmount,0.923,0.86,0.95,3,2,2,0.18091051,0.0406276987598918
PLXNB1,hgnc:mesh:D017382,NRF1,SRRM1,Activation,Complex,DecreaseAmount,0.923,0.86,0.95,3,2,2,0.23722538,0.041471644797059
PLXNB1,hgnc:mesh:D009369,hgnc:uniprot:P25295,TYMS,Activation,Activation,DecreaseAmount,0.9991122425,0.9419,0.86,1,3,2,0.6287174,0.0421369682530121
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,PPP1CA,Complex,Activation,DecreaseAmount,0.86,0.86,0.98,2,2,1,0.28310925,0.0422804970040147
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,EBP,Complex,Activation,IncreaseAmount,0.86,0.86,0.98,2,2,1,0.38086423,0.042418555838712
PLXNB1,NGEF,TFAP4,PFDN5,Complex,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,0.101166226,0.0432788691874701
PLXNB1,hgnc:mesh:D017382,hgnc:mesh:D008175,RPL19,Activation,Inhibition,IncreaseAmount,0.923,0.98285,0.86,3,1,1,0.073765025,0.0435909660004616
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,ADAM15,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,0.3303638,0.0459015658806363
PLXNB1,PLXNA2,POU3F1,FDX2,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.66143835,0.0461220964197598
PLXNB1,ANKRD30A,QPCT,ZYG11B,Inhibition,Inhibition,DecreaseAmount,0.923,0.9419,0.89,2,4,1,0.51431394,0.0475741573215496
PLXNB1,hgnc:mesh:D017382,NFE2L1,RHOG,Activation,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,0.544161,0.0475806381259236
PLXNB1,IL6,PSG11,RNF181,IncreaseAmount,Activation,DecreaseAmount,0.86,0.8775000000000001,0.89,2,2,1,0.26691583,0.04866678758657
PLXNB1,hgnc:fplx:MAPK,hgnc:uniprot:P38634,SWI5,Activation,Phosphorylation,IncreaseAmount,0.9995274146,0.9804,0.86,2,3,1,0.36679134,0.0487990433072247
PLXNB1,hgnc:uniprot:P25848,ELK1,PDCD6,Complex,Phosphorylation,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.25573125,0.0497602190726998
PLXNB1,PTK2,MEF2A,SUPT4H1,Inhibition,Activation,DecreaseAmount,0.993577325,0.923,0.79,7,3,1,-0.5903826,0.0484360642823454
PLXNB1,hgnc:mesh:D017382,REL,MAP4,Activation,Activation,DecreaseAmount,0.923,0.9419,0.79,3,4,1,-0.27413055,0.0476617108238634
PLXNB1,GSK3B,RFX1,POLR3GL,Activation,Phosphorylation,DecreaseAmount,0.86,0.993875,0.79,2,2,1,-0.39815962,0.0469746778935389
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,EBAG9,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.51489687,0.0469586509727739
PLXNB1,ANKRD30A,PAX4,HNRNPL,Inhibition,IncreaseAmount,DecreaseAmount,0.923,0.8775000000000001,0.79,2,2,1,-0.6286101,0.0467730746485124
PLXNB1,hgnc:fplx:MAPK,GABPA,UXT,Activation,Activation,DecreaseAmount,0.9995274146,0.9419,0.79,2,1,1,-0.2757337,0.0464577408097573
PLXNB1,IL6,hgnc:mesh:D014028,P3H4,IncreaseAmount,Complex,DecreaseAmount,0.86,0.949271,0.89,2,6,1,-0.42769247,0.0460526908772025
PLXNB1,hgnc:mesh:D024821,hgnc:uniprot.chain:PRO_0000032458,RGS4,Complex,Activation,IncreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,-0.6127729,0.0441052169987261
PLXNB1,IL6,hgnc:mesh:D014028,NUTM2B-AS1,IncreaseAmount,Complex,IncreaseAmount,0.86,0.949271,0.89,2,6,1,-0.7286717,0.0422775637168548
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,GPX8,Complex,Activation,IncreaseAmount,0.86,0.86,0.98,2,2,1,-0.4207216,0.0422335850644377
PLXNB1,IL6,hgnc:mesh:D014028,SERPINH1,IncreaseAmount,Complex,DecreaseAmount,0.86,0.949271,0.98,2,6,2,-0.2994291,0.0420405385245426
PLXNB1,hgnc:uniprot:Q9LTG0,hgnc:uniprot:P27958,ABCC3,Complex,Complex,IncreaseAmount,0.923,0.9497812999999999,0.923,3,7,3,-0.5005114,0.0420142719405072
PLXNB1,hgnc:uniprot:P25848,RB1,ARHGAP6,Complex,Complex,DecreaseAmount,0.86,0.923,0.95,2,3,2,-0.56216747,0.0413505908451516
PLXNB1,PAK1,hgnc:uniprot:P03409,XRCC5,Inhibition,Complex,IncreaseAmount,0.923,0.991866,0.86,3,6,2,-0.23219621,0.040503078307157
PLXNB1,IL6,hgnc:mesh:D014028,ELK3,IncreaseAmount,Complex,DecreaseAmount,0.86,0.949271,0.89,2,6,1,-0.35585046,0.0403308452493768
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,FRMD6,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.6170919,0.0400834723995265
PLXNB1,IL6,hgnc:mesh:D014028,ESAM,IncreaseAmount,Complex,DecreaseAmount,0.86,0.949271,0.89,2,6,1,-0.20035133,0.0385989480106989
PLXNB1,hgnc:mesh:D017382,NRF1,ZNF638,Activation,Complex,DecreaseAmount,0.923,0.86,0.95,3,2,2,-0.52583224,0.0382338569014725
PLXNB1,IL6,hgnc:mesh:D014028,MIR99AHG,IncreaseAmount,Complex,DecreaseAmount,0.86,0.949271,0.89,2,6,1,-0.70244825,0.0382123143303501
PLXNB1,IL6,hgnc:mesh:D014028,TULP4,IncreaseAmount,Complex,DecreaseAmount,0.86,0.949271,0.89,2,6,1,-0.87874895,0.0359942577695485
PLXNB1,hgnc:mesh:D017382,PSMB9,RTL8C,Activation,Inhibition,DecreaseAmount,0.923,0.86,0.89,3,2,1,-0.37647423,0.0348784283481007
PLXNB1,ANKRD30A,PAX4,NAA15,Inhibition,IncreaseAmount,DecreaseAmount,0.923,0.8775000000000001,0.79,2,2,1,-0.78725857,0.0348336203059058
PLXNB1,hgnc:mesh:D017382,NFE2L1,UFD1,Activation,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,-0.60516435,0.0343439675733547
PLXNB1,hgnc:mesh:D024821,hgnc:uniprot.chain:PRO_0000032458,SQSTM1,Complex,Activation,IncreaseAmount,0.86,0.8775000000000001,0.923,2,2,3,-0.31343994,0.0339696389795323
PLXNB1,ECD,hgnc:uniprot:P11030,JAK1,Complex,Complex,DecreaseAmount,0.9419,0.923,0.86,4,3,2,-0.3160925,0.0333031975275459
PLXNB1,hgnc:mesh:D010146,hgnc:mesh:D043183,PRSS3,Activation,Activation,IncreaseAmount,0.86,0.94993439,0.86,2,6,2,-0.27384487,0.0321591852619476
PLXNB1,hgnc:mesh:D017382,NRF1,HNRNPDL,Activation,Complex,DecreaseAmount,0.923,0.86,0.79,3,2,1,-0.29094768,0.0317294727349115
PLXNB1,CXCL8,hgnc:uniprot:Q9XHG2,IL32,Activation,Activation,IncreaseAmount,0.9975089625,0.94757,0.86,7,5,2,-0.35028106,0.0315827576195272
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,FXYD5,Complex,Activation,DecreaseAmount,0.86,0.86,0.89,2,2,1,-0.2102636,0.0306142506313439
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,NBR1,Complex,Activation,IncreaseAmount,0.86,0.86,0.98,2,2,1,-0.78231984,0.0295004795850015
PLXNB1,hgnc:uniprot:P01533,YY1,TLE5,Complex,Complex,IncreaseAmount,0.86,0.923,0.923,2,3,3,-0.3001599,0.0284154723616007
PLXNB1,hgnc:uniprot:P40136,NR1H4,OXA1L,Complex,Complex,DecreaseAmount,0.9419,0.949271,0.79,4,6,1,-0.41834968,0.0283758013997981
PLXNB1,hgnc:uniprot:Q9LTG0,hgnc:uniprot:P27958,HNRNPD,Complex,Complex,IncreaseAmount,0.923,0.9497812999999999,0.86,3,7,2,-0.3072099,0.0281947590442224
PLXNB1,hgnc:uniprot:P25848,ELK1,TM2D1,Complex,Phosphorylation,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.41409698,0.0266907376420748
PLXNB1,SRC,hgnc:mesh:D000952,MBNL2,Activation,Complex,DecreaseAmount,0.951,0.86,0.89,1,2,1,-0.44863525,0.0262720006795759
PLXNB1,IL6,hgnc:mesh:D014028,HSPH1,IncreaseAmount,Complex,IncreaseAmount,0.86,0.949271,0.989,2,6,3,-0.43834957,0.0260831973881579
PLXNB1,hgnc:mesh:D024821,hgnc:uniprot:P0CW71,PECAM1,Complex,IncreaseAmount,IncreaseAmount,0.86,0.9419,0.923,2,4,3,-0.38183612,0.0251623173615294
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,NPM3,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.46297178,0.0250309479286593
PLXNB1,hgnc:uniprot:P25848,NR3C1,CAMLG,Complex,Complex,DecreaseAmount,0.86,0.8775000000000001,0.95,2,2,2,-0.31706804,0.0248908543369242
PLXNB1,hgnc:uniprot:P25848,ATF2,AK3,Complex,Phosphorylation,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.47904703,0.024807124519633
PLXNB1,IL6,MAZ,VAMP8,IncreaseAmount,Activation,DecreaseAmount,0.86,0.89,0.79,2,1,1,-0.67758745,0.024315328268149
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,SMG6,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.8093286,0.0242843035667853
PLXNB1,IL6,hgnc:mesh:D014028,LRRFIP2,IncreaseAmount,Complex,IncreaseAmount,0.86,0.949271,0.89,2,6,1,-0.4103273,0.0242442048923984
PLXNB1,NOS2,hgnc:uniprot:Q8RUW5,UTRN,DecreaseAmount,Complex,IncreaseAmount,0.86,0.86,0.923,2,2,3,-0.4233552,0.0241296942299759
PLXNB1,hgnc:mesh:D017382,BACH1,PSMD4,Activation,Complex,DecreaseAmount,0.923,0.923,0.79,3,3,1,-0.40575862,0.0236781127600093
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,FGFR1,Complex,Activation,DecreaseAmount,0.86,0.86,0.9989514,2,2,6,-0.45232728,0.0222180708095466
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,P4HA1,Complex,Activation,DecreaseAmount,0.86,0.86,0.98,2,2,1,-0.4833285,0.0219409913717792
PLXNB1,hgnc:uniprot:Q84V25,hgnc:mesh:D009369,WWP1,Activation,Inhibition,IncreaseAmount,0.86,0.9419,0.9419,2,3,1,-0.43622902,0.0219376513580725
PLXNB1,hgnc:mesh:D024821,hgnc:uniprot.chain:PRO_0000032458,PDGFA,Complex,Activation,IncreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,-0.45397806,0.0216454571056099
PLXNB1,hgnc:mesh:D024821,hgnc:mesh:D052638,CCNI,Complex,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.18707667,0.0214547319206802
PLXNB1,hgnc:mesh:D024821,hgnc:uniprot.chain:PRO_0000032458,HSPA5,Complex,Activation,IncreaseAmount,0.86,0.8775000000000001,0.9419,2,2,4,-0.24654996,0.020924939968262
PLXNB1,TNF,IPO5,MRPL19,Inhibition,Inhibition,IncreaseAmount,0.923,0.86,0.89,3,2,1,-0.49238947,0.0193793923877176
PLXNB1,hgnc:uniprot:P40136,RELA,UBE2H,Complex,Inhibition,DecreaseAmount,0.9419,0.8775000000000001,0.95,4,2,2,-0.3844778,0.0191824345509531
