source,target,classification
CNPY3,CST3,explained_2hop_only
PRKD1,SMIM14,explained_2hop_only
POGZ,RGL1,explained_2hop_only
TLR4,SMIM14,explained_2hop_only
IRF1,NDUFB6,explained_2hop_only
TNFSF10,EBPL,explained_2hop_only
RAP1A,TFDP1,explained_2hop_only
AMT,TGFB1,explained_2hop_only
SMAD3,MAPRE1,explained_2hop_only
RSPO3,CD55,explained_2hop_only
CLDN1,PDGFA,explained_2hop_only
MT1E,PLAT,explained_2hop_only
FLI1,ACTR2,explained_2hop_only
GSTO1,CAV1,explained_2hop_only
FAM126A,C1orf131,explained_2hop_only
ACOT8,YARS,explained_2hop_only
IFI30,SMARCA1,explained_2hop_only
IQGAP1,HMGN2,explained_2hop_only
MT1E,SEPTIN7,explained_2hop_only
PRKAR1A,AC100810.1,explained_2hop_only
THBD,HIP1,explained_2hop_only
FAM126A,MYO6,explained_2hop_only
ARPC2,MDM2,explained_2hop_only
TRA2A,SMAD5,explained_2hop_only
XPO7,CDH5,explained_2hop_only
CCRL2,TUBA1B,explained_2hop_only
YES1,MYL12A,explained_2hop_only
BAG6,LMNB1,explained_2hop_only
POGZ,RBM27,explained_2hop_only
PDP1,RPS6,explained_2hop_only
UBE2D1,AKAP12,explained_2hop_only
PA2G4,SQLE,explained_2hop_only
LMAN1,EPAS1,explained_2hop_only
PHRF1,MCL1,explained_2hop_only
SCARB1,NMI,explained_2hop_only
GSTO2,FKBP1A,explained_2hop_only
UBA5,TUBB4B,explained_2hop_only
ACTG1,AZIN1,explained_2hop_only
THBD,FAM20B,explained_2hop_only
CYP2J2,EZR,explained_2hop_only
RASIP1,RPF1,explained_2hop_only
OTUD7B,ERP29,explained_2hop_only
GABARAPL2,MAZ,explained_2hop_only
PVT1,MALL,explained_2hop_only
TRAF3IP2,CREB3L2,explained_2hop_only
NRP1,CCDC47,explained_2hop_only
RPL7L1,DGKZ,explained_2hop_only
GTF3A,PSMC3,explained_2hop_only
PA2G4,SPCS3,explained_2hop_only
IGFBP2,FSCN1,explained_2hop_only
GSTO2,PTPN12,explained_2hop_only
CCL2,RHOT1,explained_2hop_only
SMARCAD1,NGRN,explained_2hop_only
NEAT1,ATXN1,explained_2hop_only
SMARCAD1,KPNB1,explained_2hop_only
OASL,DCTN3,explained_2hop_only
GNAS,SERPINE1,explained_2hop_only
RAPGEF3,ANXA5,explained_2hop_only
TRAF6,DTD1,explained_2hop_only
AGAP3,LRRFIP2,explained_2hop_only
SOX4,PPP2R2A,explained_2hop_only
S100A10,SLC16A3,explained_2hop_only
MNT,DNAJA2,explained_2hop_only
SOX4,POLD4,explained_2hop_only
IRF3,VPS16,explained_2hop_only
REPIN1,UTRN,explained_2hop_only
INPP5D,TMEM107,explained_2hop_only
IQGAP1,ZNF146,explained_2hop_only
ACSS2,MMAB,explained_2hop_only
CALCOCO1,ABI3BP,explained_2hop_only
DET1,SRRM1,explained_2hop_only
ITGA1,NOP16,explained_2hop_only
QPCT,KCNQ1OT1,explained_2hop_only
KMT2D,KRR1,explained_2hop_only
DET1,ACTB,explained_2hop_only
THBD,CLNS1A,explained_2hop_only
HMGCR,FAM162A,explained_2hop_only
ZNRF1,ST13,explained_2hop_only
KMT2D,RHEB,explained_2hop_only
STK38,LDLR,explained_2hop_only
MT1E,IDI1,explained_2hop_only
PVR,BNIP3,explained_2hop_only
PDLIM7,RNF135,explained_2hop_only
ARNT,HLA-C,explained_2hop_only
TNFRSF1B,SNHG32,explained_2hop_only
LSP1,DPYSL3,explained_2hop_only
ITGA1,DNPH1,explained_2hop_only
AKAP12,PPP1R15B,explained_2hop_only
CDKN2B,TDG,explained_2hop_only
PHLDA3,HMGA1,explained_2hop_only
GSTM4,PTPN1,explained_2hop_only
CCL2,KDM1A,explained_2hop_only
OS9,BLOC1S1,explained_2hop_only
TTBK2,CALCRL,explained_2hop_only
FYN,RPL29,explained_2hop_only
MYEOV,RLIM,explained_2hop_only
TRIM47,TERF2IP,explained_2hop_only
GTF3A,CYP51A1,explained_2hop_only
TAOK1,CCN2,explained_2hop_only
PAK2,BLOC1S1,explained_2hop_only
DHCR24,ESAM,explained_2hop_only
HMGCR,RC3H2,explained_2hop_only
CDCA2,RERE,explained_2hop_only
TIMM9,GDF15,explained_2hop_only
ROCK2,B2M,explained_2hop_only
PMAIP1,PLPBP,explained_2hop_only
HSPA13,DPYSL3,explained_2hop_only
CDKN2B,CD93,explained_2hop_only
VPS45,PXDN,explained_2hop_only
AGER,SH3BP5,explained_2hop_only
LAG3,ATP6V1A,explained_2hop_only
RBFOX2,LPIN2,explained_2hop_only
KCTD9,CAPZA2,explained_2hop_only
CDKN2B,PDXK,explained_2hop_only
PARP12,PPIA,explained_2hop_only
ARPC2,TNFRSF1A,explained_2hop_only
CREB1,HSPA1B,explained_2hop_only
BMPER,UQCRB,explained_2hop_only
TSLP,NDUFB7,explained_2hop_only
PRKAR1A,MAP4K4,explained_2hop_only
TRIB1,ALDH9A1,explained_2hop_only
RAB1A,RHOA,explained_2hop_only
CHUK,ITCH,explained_2hop_only
SMARCB1,TSC22D3,explained_2hop_only
ECE1,ARHGAP29,explained_2hop_only
PHF19,FAM43A,explained_2hop_only
GLI2,SGK3,explained_2hop_only
GSTO1,TFRC,explained_2hop_only
ACSS2,UBXN1,explained_2hop_only
PARP12,SLC20A1,explained_2hop_only
AMT,HNRNPL,explained_2hop_only
SIX2,TM9SF3,explained_2hop_only
DGKA,KDR,explained_2hop_only
PDP1,CCT6A,explained_2hop_only
PRKD1,ADD3,explained_2hop_only
DTYMK,APLN,explained_2hop_only
ARG2,PSPC1,explained_2hop_only
TRAF3IP2,PRKAG1,explained_2hop_only
INPP5D,EIF5A,explained_2hop_only
IFIT1,MBTPS1,explained_2hop_only
CYP2J2,IRAK1BP1,explained_2hop_only
CDH13,TMEM208,explained_2hop_only
SMUG1,SQLE,explained_2hop_only
TTBK2,JAG1,explained_2hop_only
OMA1,MARCKSL1,explained_2hop_only
PAK2,EBLN3P,explained_2hop_only
TLR4,SINHCAF,explained_2hop_only
RBFOX2,CALCOCO2,explained_2hop_only
NCOA5,ZNF706,explained_2hop_only
PHLDA3,RAD23B,explained_2hop_only
DGKA,NTPCR,explained_2hop_only
IGFBP2,ZDHHC24,explained_2hop_only
GABARAPL2,RNASEH2C,explained_2hop_only
LIPG,DNAJA2,explained_2hop_only
CHUK,FSTL1,explained_2hop_only
PROX1,NCOA6,explained_2hop_only
KDELR2,P4HB,explained_2hop_only
GSTO2,CSRP1,explained_2hop_only
CTNND1,ARHGEF10,explained_2hop_only
TBCEL,ZNHIT6,explained_2hop_only
PDLIM2,SPARC,explained_2hop_only
CLIC1,MIF,explained_2hop_only
POGZ,WDR36,explained_2hop_only
AP1G1,ACTB,explained_2hop_only
CSDE1,BAX,explained_2hop_only
SMAD3,FBL,explained_2hop_only
THBD,EIF3D,explained_2hop_only
LTB,ZNF22,explained_2hop_only
ARPC2,MSH3,explained_2hop_only
PHF19,NR2F2,explained_2hop_only
SMARCAD1,ROMO1,explained_2hop_only
TNFSF10,LAMTOR4,explained_2hop_only
EGR1,SCP2,explained_2hop_only
SELE,ACTB,explained_2hop_only
LIPG,KCNQ1OT1,explained_2hop_only
EVL,CLTC,explained_2hop_only
DET1,RPS6,explained_2hop_only
EDEM2,ILF3,explained_2hop_only
FLII,IL32,explained_2hop_only
RASIP1,MYO6,explained_2hop_only
ZNF324B,IFI27,explained_2hop_only
ABHD16A,NDUFB4,explained_2hop_only
RAD50,EIF2S3,explained_2hop_only
AGPAT1,ADAM23,explained_2hop_only
INPP5D,NDUFS2,explained_2hop_only
S100A10,ELF1,explained_2hop_only
ARPC2,ESM1,explained_2hop_only
ACTG1,POLR2I,explained_2hop_only
PVT1,TBC1D4,explained_2hop_only
SIX2,HNRNPUL1,explained_2hop_only
FLI1,PFN1,explained_2hop_only
SBF2,UQCR10,explained_2hop_only
FYN,RAB22A,explained_2hop_only
SMUG1,KPNA4,explained_2hop_only
CD40,SRSF5,explained_2hop_only
GSTO2,ZNF281,explained_2hop_only
WDR47,SLC31A1,explained_2hop_only
SMAD3,NOC2L,explained_2hop_only
STAC3,PRRC2B,explained_2hop_only
ALKBH3,TAGLN2,explained_2hop_only
ARNT,RPL18,explained_2hop_only
DNMT3A,ERG28,explained_2hop_only
PMVK,NCOR2,explained_2hop_only
TNFRSF14,FLOT1,explained_2hop_only
PRKAR1A,RPL32,explained_2hop_only
NUCB1,ATF2,explained_2hop_only
GLI2,RABEP1,explained_2hop_only
INPP5D,RASAL2,explained_2hop_only
HMGCR,IGFBP5,explained_2hop_only
UGGT1,TPT1,explained_2hop_only
PLTP,ZBTB7A,explained_2hop_only
NDUFA8,UQCC2,explained_2hop_only
CUL9,CTSZ,explained_2hop_only
CD40,HSD17B12,explained_2hop_only
REPIN1,ASXL1,explained_2hop_only
TRAF3IP2,RBBP4,explained_2hop_only
GNAS,TMEM237,explained_2hop_only
SMARCD2,FTL,explained_2hop_only
IFI30,APP,explained_2hop_only
ZNF774,EEF1B2,explained_2hop_only
PMAIP1,RBM26,explained_2hop_only
IRF1,DKC1,explained_2hop_only
RAB3A,ZNF24,explained_2hop_only
ITGA1,FUT8,explained_2hop_only
TRPC4AP,SMC4,explained_2hop_only
MT1F,PTRHD1,explained_2hop_only
IGFBP2,SNAP23,explained_2hop_only
MNT,BCKDHA,explained_2hop_only
NCOA5,DESI2,explained_2hop_only
NDUFAF1,GDF15,explained_2hop_only
QRICH2,FBXO7,explained_2hop_only
SLC26A6,BTG3,explained_2hop_only
USP25,PRSS3,explained_2hop_only
GRB14,FSCN1,explained_2hop_only
ZNF774,CMAS,explained_2hop_only
OMA1,ARPC4,explained_2hop_only
PRPH2,HNRNPH1,explained_2hop_only
TRIP12,MGST3,explained_2hop_only
CLIC1,SSU72,explained_2hop_only
TLR4,CEPT1,explained_2hop_only
CTNND1,PALMD,explained_2hop_only
MLH3,PEA15,explained_2hop_only
ACSS2,CTSL,explained_2hop_only
TAOK1,WIPI1,explained_2hop_only
LAG3,DPM2,explained_2hop_only
AGAP2,XRCC6,explained_2hop_only
CYTH3,ZNF185,explained_2hop_only
QPCT,MOB1A,explained_2hop_only
RGS12,BAX,explained_2hop_only
ACAD11,TRIM44,explained_2hop_only
SLC2A6,F2R,explained_2hop_only
CX3CL1,PRDX2,explained_2hop_only
CCL2,WDR82,explained_2hop_only
THBD,SRSF9,explained_2hop_only
TMUB1,TMF1,explained_2hop_only
THBD,BUD23,explained_2hop_only
REST,MKNK2,explained_2hop_only
ARNT,RB1CC1,explained_2hop_only
PDP1,DDHD2,explained_2hop_only
CALCOCO1,SELENOH,explained_2hop_only
LIPG,BRD7,explained_2hop_only
KALRN,IRAK1,explained_2hop_only
SMAD3,RPL35,explained_2hop_only
CALCOCO1,PCBD1,explained_2hop_only
ACTG1,TMED3,explained_2hop_only
AGER,OSBPL8,explained_2hop_only
SOX4,AAMP,explained_2hop_only
NUDT3,TMBIM4,explained_2hop_only
FLI1,EMP1,explained_2hop_only
CD40,UTRN,explained_2hop_only
EMP2,DDB2,explained_2hop_only
OMA1,INSIG1,explained_2hop_only
PMVK,LMNA,explained_2hop_only
PHF19,MTUS1,explained_2hop_only
RAPGEF3,PSMD2,explained_2hop_only
NOTCH4,BACE2,explained_2hop_only
TAOK1,NBR1,explained_2hop_only
RGS12,UBE2E1,explained_2hop_only
RAPGEF3,PHLDA1,explained_2hop_only
CX3CL1,APC,explained_2hop_only
GSTM4,TPT1,explained_2hop_only
CLIC1,ACO2,explained_2hop_only
PVT1,RPL12,explained_2hop_only
UQCRC1,TIMM17B,explained_2hop_only
B3GNT8,ARHGDIB,explained_2hop_only
SIX2,PPIB,explained_2hop_only
GSTO2,KCNAB1,explained_2hop_only
YES1,CSTB,explained_2hop_only
NUFIP2,PRDX5,explained_2hop_only
PHF19,HTRA1,explained_2hop_only
EGR1,CD70,explained_2hop_only
LTN1,DLC1,explained_2hop_only
MIER3,FAM107A,explained_2hop_only
IRF1,MRPL11,explained_2hop_only
TNXB,EHD4,explained_2hop_only
PROX1,BSG,explained_2hop_only
ARG2,KCNN3,explained_2hop_only
ARL4A,RPL36A,explained_2hop_only
TSFM,STAT6,explained_2hop_only
RAPGEF3,EIF2S2,explained_2hop_only
S100A10,HSPA1B,explained_2hop_only
TMUB1,ACTN4,explained_2hop_only
ZNRF1,PTPRA,explained_2hop_only
GSTO2,PSMA4,explained_2hop_only
HAPLN3,PPP1R10,explained_2hop_only
FYN,RANBP1,explained_2hop_only
EZR,TXNDC12,explained_2hop_only
SMARCB1,DYNC1LI1,explained_2hop_only
CDH13,MAP7D3,explained_2hop_only
SELE,SAMHD1,explained_2hop_only
ECE1,SRI,explained_2hop_only
SMARCB1,CTU1,explained_2hop_only
GSS,MPV17,explained_2hop_only
NRP1,VAMP3,explained_2hop_only
OMA1,EBNA1BP2,explained_2hop_only
NFKB2,KDM1A,explained_2hop_only
GTF3A,PDIA4,explained_2hop_only
EHMT2,ROBO4,explained_2hop_only
HHAT,CSNK1E,explained_2hop_only
EMP2,UQCRH,explained_2hop_only
KMT2D,NUFIP2,explained_2hop_only
SMARCB1,NDUFA3,explained_2hop_only
ITGB4,UBE2Z,explained_2hop_only
MUS81,RPS6,explained_2hop_only
DAP,NAV2,explained_2hop_only
TAOK1,MRPL51,explained_2hop_only
TAOK1,AC007998.3,explained_2hop_only
P2RX7,RBMS2,explained_2hop_only
CALCOCO1,RPL36AL,explained_2hop_only
NUFIP2,CTDSPL,explained_2hop_only
IFIT1,TUSC2,explained_2hop_only
YES1,CFL2,explained_2hop_only
DNMT3A,RNF168,explained_2hop_only
RGS12,SH3GLB1,explained_2hop_only
VPS45,CCDC137,explained_2hop_only
MNT,PTPRF,explained_2hop_only
ITGB4,PPP3R1,explained_2hop_only
LAPTM4A,SLC4A7,explained_2hop_only
TMED10,ACAT1,explained_2hop_only
NDUFAF1,H2AFJ,explained_2hop_only
P2RX7,ZMYND11,explained_2hop_only
AGPAT1,VAPB,explained_2hop_only
PA2G4,JPT1,explained_2hop_only
TLR4,PSMA6,explained_2hop_only
NRP1,NDUFA13,explained_2hop_only
AMT,LGMN,explained_2hop_only
S100A10,AP1S2,explained_2hop_only
MNT,SPARC,explained_2hop_only
SMAD3,DCAF6,explained_2hop_only
ROCK2,NRP2,explained_2hop_only
TNFSF10,CHURC1,explained_2hop_only
SOCS5,NCSTN,explained_2hop_only
PECR,PIR,explained_2hop_only
MMP11,POLR2E,explained_2hop_only
DMXL1,CD47,explained_2hop_only
SMARCB1,PDCD4,explained_2hop_only
UBE2D1,CTSZ,explained_2hop_only
EGR1,MAGOH,explained_2hop_only
TSLP,MRPL41,explained_2hop_only
CHUK,MT-ATP8,explained_2hop_only
POLG2,EIF1,explained_2hop_only
OPTN,EPN1,explained_2hop_only
TNXB,PUDP,explained_2hop_only
SOCS5,ACTG1,explained_2hop_only
VPS45,ITGB5,explained_2hop_only
CDCA2,UROD,explained_2hop_only
QPCT,SHC1,explained_2hop_only
PHLDA3,SLC39A13,explained_2hop_only
HMGCR,ZKSCAN1,explained_2hop_only
GSTM2,STARD3NL,explained_2hop_only
PLPP3,IDE,explained_2hop_only
GSTO1,MYO19,explained_2hop_only
PVT1,MARCKS,explained_2hop_only
RBFOX2,CAV1,explained_2hop_only
LAG3,TMEM30A,explained_2hop_only
NOS3,TMEM158,explained_2hop_only
RBFOX2,SDHC,explained_2hop_only
NOTCH4,CPNE3,explained_2hop_only
LTB,PSAP,explained_2hop_only
UGGT1,SCD,explained_2hop_only
CALCOCO1,RBM25,explained_2hop_only
TMED10,GSK3B,explained_2hop_only
FZD6,SRGAP2,explained_2hop_only
CLDN1,NME3,explained_2hop_only
FAM126A,PDXK,explained_2hop_only
ARNT,ORAI1,explained_2hop_only
RAD50,ATXN2,explained_2hop_only
NDUFAF1,CDC34,explained_2hop_only
ACOT8,HLA-B,explained_2hop_only
KDM6B,CLIC1,explained_2hop_only
VPS11,NEAT1,explained_2hop_only
CLIC1,TMED2,explained_2hop_only
KPNA2,SEPTIN11,explained_2hop_only
GNAS,CALCRL,explained_2hop_only
HHAT,PALMD,explained_2hop_only
RAPGEF3,OGFOD1,explained_2hop_only
DNALI1,NUMB,explained_2hop_only
TRIM47,TATDN1,explained_2hop_only
GTF3A,CYTL1,explained_2hop_only
UGGT1,ARL6IP4,explained_2hop_only
PA2G4,MED28,explained_2hop_only
S100A10,ADGRG1,explained_2hop_only
TRIB1,PRELID1,explained_2hop_only
COASY,GABARAPL2,explained_2hop_only
HHAT,MPZL2,explained_2hop_only
RASIP1,NSD1,explained_2hop_only
PDCD6,STRN3,explained_2hop_only
CLIC1,PPP2R3C,explained_2hop_only
UQCRC1,ATIC,explained_2hop_only
KMT2D,LAMB1,explained_2hop_only
DHCR24,ATP5MC1,explained_2hop_only
SMAD3,MGST1,explained_2hop_only
TNFSF10,SH3BGRL3,explained_2hop_only
CHUK,GOLIM4,explained_2hop_only
EGR1,COTL1,explained_2hop_only
NUB1,SERPINH1,explained_2hop_only
VPS11,PAFAH1B1,explained_2hop_only
TRIB1,TRIR,explained_2hop_only
THBD,RPL5,explained_2hop_only
POLG2,MARK3,explained_2hop_only
OASL,PDLIM1,explained_2hop_only
FGD6,RAP1GDS1,explained_2hop_only
PDCD6,SEL1L3,explained_2hop_only
CYTH3,CCNL1,explained_2hop_only
CLDN1,NOLC1,explained_2hop_only
HMGCR,RPS17,explained_2hop_only
PVR,ERVK3-1,explained_2hop_only
PRPH2,YES1,explained_2hop_only
GTF3A,F11R,explained_2hop_only
TSFM,SERPINE1,explained_2hop_only
MTPAP,CCND1,explained_2hop_only
ABHD2,UBXN1,explained_2hop_only
KALRN,YBX1,explained_2hop_only
PVT1,EMP3,explained_2hop_only
CUL9,UBE2M,explained_2hop_only
POGZ,UFC1,explained_2hop_only
TNFRSF1B,HMGN4,explained_2hop_only
PRKAR1A,IFRD2,explained_2hop_only
MAP3K6,CST3,explained_2hop_only
AKAP12,PTPRK,explained_2hop_only
TBCEL,SHISA5,explained_2hop_only
EHMT2,ALKBH7,explained_2hop_only
KIF3A,AAK1,explained_2hop_only
AKAP12,GLS,explained_2hop_only
MMP11,TSPYL1,explained_2hop_only
GNAS,TSG101,explained_2hop_only
AGPAT1,AGTRAP,explained_2hop_only
LAPTM4A,APEX1,explained_2hop_only
KDM6B,RPS10,explained_2hop_only
SMARCC1,RHOT1,explained_2hop_only
LAPTM4A,CST3,explained_2hop_only
AMT,NIN,explained_2hop_only
DNMT3A,RBMX,explained_2hop_only
ABHD2,PARP14,explained_2hop_only
CD40,ATP5F1D,explained_2hop_only
MFSD4B,FKBP3,explained_2hop_only
RAPGEF3,CRTAP,explained_2hop_only
P4HA2,ARHGAP29,explained_2hop_only
RAB13,ZFP36L1,explained_2hop_only
NFKB2,MGST2,explained_2hop_only
STAC3,NCEH1,explained_2hop_only
AGER,MTHFD1L,explained_2hop_only
RAD50,UBE2L6,explained_2hop_only
PA2G4,CCAR1,explained_2hop_only
AGPAT4,ADAM10,explained_2hop_only
PAK2,ARPC4,explained_2hop_only
TIMM9,HMGB1,explained_2hop_only
MLEC,ZNF148,explained_2hop_only
MIER3,EEF2,explained_2hop_only
PECR,CYC1,explained_2hop_only
SCARB1,RRAGA,explained_2hop_only
CCL2,TTC3,explained_2hop_only
PARP12,ARPC2,explained_2hop_only
APH1A,PDIA4,explained_2hop_only
HMGCR,NUTM2A-AS1,explained_2hop_only
NUCB1,ANXA5,explained_2hop_only
TRIB1,RPL31,explained_2hop_only
KDELR2,MANF,explained_2hop_only
PSMD5,DLC1,explained_2hop_only
PLBD2,SSU72,explained_2hop_only
TRIP12,PANK3,explained_2hop_only
ZNRF1,ATG3,explained_2hop_only
ROCK2,RBM7,explained_2hop_only
NFKB2,ANXA11,explained_2hop_only
DET1,LDHA,explained_2hop_only
PA2G4,EPB41L2,explained_2hop_only
XPO7,CD63,explained_2hop_only
KALRN,TXNDC12,explained_2hop_only
CX3CL1,PVT1,explained_2hop_only
GSTM2,KCNN3,explained_2hop_only
P2RX7,HMGB2,explained_2hop_only
TYRO3,RAB2A,explained_2hop_only
VPS11,ANXA7,explained_2hop_only
LIPG,NOC2L,explained_2hop_only
IRF3,NTN4,explained_2hop_only
KDM6B,DNAJC1,explained_2hop_only
GABARAPL2,CDC42,explained_2hop_only
ACOT8,ICAM2,explained_2hop_only
CHUK,ARGLU1,explained_2hop_only
RAB1A,HSD17B12,explained_2hop_only
RAB3A,NDUFS1,explained_2hop_only
EHMT2,PTPRK,explained_2hop_only
SMAD3,ID3,explained_2hop_only
ZNF281,MICA,explained_2hop_only
HMGCR,RPL19,explained_2hop_only
CSDE1,TFPI,explained_2hop_only
ACTG1,HTATIP2,explained_2hop_only
ST3GAL4,SAT2,explained_2hop_only
OMA1,PSMB2,explained_2hop_only
AGAP2,UBALD2,explained_2hop_only
PAK2,INSIG1,explained_2hop_only
CALCOCO1,SWI5,explained_2hop_only
LTB,COMT,explained_2hop_only
ACTG1,ORAI1,explained_2hop_only
DGKA,SCAND1,explained_2hop_only
UBA5,SNX5,explained_2hop_only
EVL,ICAM2,explained_2hop_only
TTBK2,EIF4G2,explained_2hop_only
LTN1,YWHAZ,explained_2hop_only
AGER,TRIP12,explained_2hop_only
DTYMK,GTPBP4,explained_2hop_only
TRIP12,PURA,explained_2hop_only
SVIL,CAV2,explained_2hop_only
KIF3A,RRAS,explained_2hop_only
MALAT1,NUDT22,explained_2hop_only
NCOA5,MCL1,explained_2hop_only
CLIC1,RPL35A,explained_2hop_only
LAG3,LUC7L3,explained_2hop_only
INPP5D,MRPL47,explained_2hop_only
CD40,MYOF,explained_2hop_only
P2RX7,H2AFJ,explained_2hop_only
ARL4A,NOLC1,explained_2hop_only
MGA,ECI2,explained_2hop_only
TRIB1,PTEN,explained_2hop_only
FYN,CSRP1,explained_2hop_only
GTF3A,PLOD3,explained_2hop_only
HMGCR,SCARB1,explained_2hop_only
UIMC1,DDX18,explained_2hop_only
CNPY3,SSBP4,explained_2hop_only
TNFRSF14,BCL10,explained_2hop_only
MYH11,EI24,explained_2hop_only
CALCOCO1,RAB18,explained_2hop_only
HMGCR,PECAM1,explained_2hop_only
CSDE1,CTSB,explained_2hop_only
TNFRSF1B,RNF152,explained_2hop_only
STAT5A,DNAJB14,explained_2hop_only
SVIL,SYNJ2BP,explained_2hop_only
CCL2,RTL8C,explained_2hop_only
CCRL2,SNAPC5,explained_2hop_only
QTRT1,NDUFB3,explained_2hop_only
BABAM1,SUB1,explained_2hop_only
MALAT1,ADAM9,explained_2hop_only
CLDN1,SLC50A1,explained_2hop_only
TLR4,ARHGEF3,explained_2hop_only
INPP5D,SEC11C,explained_2hop_only
PRKD1,CHP1,explained_2hop_only
CDCA2,RAD23A,explained_2hop_only
CCRL2,SMURF2,explained_2hop_only
THBD,RPL13A,explained_2hop_only
NEAT1,DPYSL3,explained_2hop_only
PDLIM7,CD81,explained_2hop_only
SMAD3,TRAPPC5,explained_2hop_only
CSDE1,CD59,explained_2hop_only
CDH13,CD44,explained_2hop_only
RBFOX2,NDUFAF4,explained_2hop_only
KPNA2,COL5A2,explained_2hop_only
LMAN1,LIMS1,explained_2hop_only
REPIN1,EIF1,explained_2hop_only
TMUB1,COX4I1,explained_2hop_only
TRIP12,MSMO1,explained_2hop_only
PDP1,ZCRB1,explained_2hop_only
TBCEL,UBA52,explained_2hop_only
PVT1,RPL23,explained_2hop_only
TRPC4AP,HNRNPA3,explained_2hop_only
P2RX7,TPGS2,explained_2hop_only
REPIN1,SCARB2,explained_2hop_only
PVR,A1BG,explained_2hop_only
THBD,CD109,explained_2hop_only
AGAP2,PTOV1,explained_2hop_only
CDKN2B,TMEM158,explained_2hop_only
TMUB1,WDR1,explained_2hop_only
TNFRSF1B,R3HDM2,explained_2hop_only
PVT1,ANXA2,explained_2hop_only
UBE2D1,UBE2M,explained_2hop_only
MUS81,LAMP1,explained_2hop_only
ARNT,PLD3,explained_2hop_only
PARP12,QARS,explained_2hop_only
NUDT1,EIF6,explained_2hop_only
TNFSF10,FADS1,explained_2hop_only
IFIT1,KLC1,explained_2hop_only
NFKB2,CTNNB1,explained_2hop_only
POLG,EBP,explained_2hop_only
CDH13,IQGAP1,explained_2hop_only
LTB,FRMD4A,explained_2hop_only
PRKAR1A,UBE2D3,explained_2hop_only
SELE,RPL26,explained_2hop_only
GSTM2,KPNB1,explained_2hop_only
CYP2J2,KIAA1211L,explained_2hop_only
ALKBH3,YWHAG,explained_2hop_only
FLI1,MBNL2,explained_2hop_only
ECE1,ASAH1,explained_2hop_only
LTB,MARCKS,explained_2hop_only
NR2C1,EEF1A1,explained_2hop_only
EGR1,ATP5PO,explained_2hop_only
CX3CL1,LGMN,explained_2hop_only
PRKD1,SDF4,explained_2hop_only
DHTKD1,ELMSAN1,explained_2hop_only
SOCS5,TOMM20,explained_2hop_only
NDUFA8,CTSA,explained_2hop_only
DNMT3A,BEX3,explained_2hop_only
CHUK,RAB13,explained_2hop_only
EMP2,COL6A1,explained_2hop_only
CHUK,REEP3,explained_2hop_only
CCL2,UGGT1,explained_2hop_only
GSTM2,CRIPT,explained_2hop_only
SLC2A6,KLF6,explained_2hop_only
OTUD7B,PARK7,explained_2hop_only
USP25,CSE1L,explained_2hop_only
VPS45,OXLD1,explained_2hop_only
PROX1,FBXW11,explained_2hop_only
EDEM2,ARSD,explained_2hop_only
GSTM4,MAGED1,explained_2hop_only
CDKN2B,DGKH,explained_2hop_only
PLPP3,RPS19,explained_2hop_only
DTYMK,PTK2,explained_2hop_only
ACTG1,FIS1,explained_2hop_only
CYTH3,MT2A,explained_2hop_only
PLPP3,FAU,explained_2hop_only
GSTO1,NCS1,explained_2hop_only
TNFRSF1B,INSIG1,explained_2hop_only
MMP11,LAPTM4B,explained_2hop_only
MYEOV,PDIA3,explained_2hop_only
RAPGEF3,RAB11A,explained_2hop_only
ENSA,C1GALT1C1,explained_2hop_only
MMP11,SNHG29,explained_2hop_only
ECE1,DCTN2,explained_2hop_only
UBA5,CELF2,explained_2hop_only
INPP5B,HSPA13,explained_2hop_only
PRKAR1A,ZCCHC7,explained_2hop_only
KPNA2,SPARC,explained_2hop_only
RAPGEF3,TPT1,explained_2hop_only
HMGCR,TNFRSF10B,explained_2hop_only
TSLP,SECISBP2,explained_2hop_only
GTF3A,P4HB,explained_2hop_only
AGPAT4,PPP2R5E,explained_2hop_only
RNF146,COX5A,explained_2hop_only
TLR4,NPDC1,explained_2hop_only
PRPH2,SPEN,explained_2hop_only
MUS81,RPL26,explained_2hop_only
KDM6B,MAP1LC3A,explained_2hop_only
MUS81,CD3EAP,explained_2hop_only
PSMD5,PLAUR,explained_2hop_only
PLPP3,NRP1,explained_2hop_only
ZNRF1,EIF4G2,explained_2hop_only
IGFBP2,HDGF,explained_2hop_only
FYN,SEC11C,explained_2hop_only
PVT1,IL32,explained_2hop_only
INPP5D,MRPL57,explained_2hop_only
MT1E,NLGN1,explained_2hop_only
ARG2,PGAM1,explained_2hop_only
SOCS5,UCHL3,explained_2hop_only
MALAT1,RHOB,explained_2hop_only
TNFRSF1B,KRT8,explained_2hop_only
FYN,NUB1,explained_2hop_only
AGPAT1,NDUFAF3,explained_2hop_only
P4HA2,IER3IP1,explained_2hop_only
SMARCAD1,FADS3,explained_2hop_only
ZNF281,STAG2,explained_2hop_only
STK38,BNIP3L,explained_2hop_only
MUS81,NDUFV2,explained_2hop_only
KDM6B,EEF1D,explained_2hop_only
GPSM3,TRIM28,explained_2hop_only
IRF3,LRRC8A,explained_2hop_only
REST,KCNAB1,explained_2hop_only
STK38,NTN4,explained_2hop_only
CLIC1,PTMS,explained_2hop_only
ARNT,GDI2,explained_2hop_only
