source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval
TLR4,hgnc:uniprot.chain:PRO_0000032458,ATF4,QARS,Inhibition,Inhibition,IncreaseAmount,0.86,0.86,0.941,2,2,1,0.42876247,0.0314285268598616
TLR4,hgnc:uniprot:Q801X7,hgnc:uniprot:Q9YAC7,NES,Complex,Complex,IncreaseAmount,0.8775000000000001,0.949271,0.8775000000000001,2,6,2,0.40303355,0.031918964648854
TLR4,hgnc:uniprot:Q9XZL8,MYOD1,NBEAL1,Activation,Activation,DecreaseAmount,0.923,0.9974632504503279,0.79,3,16,1,0.3068793,0.0327445638827129
TLR4,hgnc:uniprot:Q9UHZ2,hgnc:uniprot:Q157B2,RPS6KA3,Activation,Complex,IncreaseAmount,0.86,0.9804,0.923,2,4,3,0.36715227,0.0345733059449439
TLR4,hgnc:mesh:D008180,RFX1,MAGED1,Activation,DecreaseAmount,DecreaseAmount,0.86,0.86,0.95,2,2,2,0.49850863,0.0345783169548283
TLR4,FAM83C-AS1,hgnc:mesh:D014810,PLAGL1,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,0.5220286,0.0361489191652343
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,TFDP1,Inhibition,Complex,DecreaseAmount,0.98249981399565,0.86,0.89,13,2,1,0.42394066,0.036328869727468
TLR4,FAM83C-AS1,hgnc:mesh:D014810,TBL1X,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,0.55466706,0.0366726162134825
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,DDX39B,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,0.40881258,0.0380863252196297
TLR4,hgnc:uniprot:Q157B2,hgnc:uniprot:Q9UHZ2,FBXW7,Complex,Complex,IncreaseAmount,0.996953817,0.9804,0.9419,9,4,4,0.51190275,0.0384441653111862
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,ARL5A,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,1,0.36385477,0.0395152226849222
TLR4,hgnc:uniprot.chain:PRO_0000032458,ATF4,SNRNP40,Inhibition,Inhibition,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.53006476,0.0396445349228264
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,RUVBL2,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,0.49127766,0.0407294483075608
TLR4,hgnc:mesh:D001921,hgnc:chebi:73693,SYF2,Inhibition,Activation,IncreaseAmount,0.923,0.86,0.89,2,2,1,0.3161565,0.0410473207177043
TLR4,FAM83C-AS1,hgnc:mesh:D014810,SWAP70,IncreaseAmount,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,0.39513293,0.0417216988002183
TLR4,FAM83C-AS1,hgnc:mesh:D014810,AK3,IncreaseAmount,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,0.34579322,0.0430110746674325
TLR4,hgnc:uniprot:Q9SZF7,hgnc:uniprot.chain:PRO_0000032458,FN1,Activation,DecreaseAmount,DecreaseAmount,0.86,0.86,0.923,2,2,3,0.24844936,0.0433439433849183
TLR4,hgnc:uniprot.chain:PRO_0000032458,FOXO1,SLC25A39,Inhibition,Phosphorylation,DecreaseAmount,0.86,0.99596289,0.79,2,7,1,0.42852247,0.0452768271779231
TLR4,hgnc:uniprot.chain:PRO_0000032458,hgnc:mesh:D051379,PLEKHO1,Inhibition,Inhibition,IncreaseAmount,0.86,0.9499999999990586,0.9419,2,23,4,0.37540305,0.0454535063796535
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,ATP6V0C,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,1,0.26720825,0.0475339776572069
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,FAM49B,Activation,Complex,DecreaseAmount,0.98224485,0.95,0.89,7,191,1,0.4595905,0.0491042017425312
TLR4,hgnc:mesh:D007511,hgnc:mesh:D015671,OTULIN,Inhibition,Complex,IncreaseAmount,0.97305,0.86,0.923,3,2,3,0.5781453,0.0497655074871133
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,MED24,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,2,-0.83313686,0.0494865154937062
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,GNG10,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,2,-0.31004563,0.0493441260187552
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,CCDC85B,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,1,-0.26680303,0.0483104049245056
TLR4,hgnc:uniprot:P27958,MYOG,NSMCE1,Inhibition,IncreaseAmount,DecreaseAmount,0.9419,0.86,0.79,4,2,1,-0.6570285,0.0478366819148111
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,PUS7L,Inhibition,Complex,DecreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.5993582,0.0476029309751786
TLR4,hgnc:mesh:D018384,PAX3,HMGN1,Activation,Inhibition,DecreaseAmount,0.94993439,0.86,0.79,8,2,1,-0.13088714,0.0475208532171937
TLR4,MYC,TRIM62,NCKAP1,Activation,Complex,DecreaseAmount,0.923,0.8775000000000001,0.923,3,2,2,-0.37519583,0.047425792113403
TLR4,FAM83C-AS1,hgnc:mesh:D014810,DCAF8,IncreaseAmount,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,-0.61066484,0.0473341607507707
TLR4,hgnc:uniprot:P23848,PITX2,ACTR10,Complex,Complex,DecreaseAmount,0.94757,0.9419,0.79,5,4,1,-0.6423811,0.0471317924542797
TLR4,hgnc:uniprot.chain:PRO_0000032458,ETS1,PPHLN1,Inhibition,Inhibition,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.5772092,0.0470959645209147
TLR4,hgnc:uniprot:P27958,NRF1,CDC5L,Inhibition,Activation,DecreaseAmount,0.9419,0.957125,0.79,4,3,1,-0.62714565,0.0466936683274085
TLR4,hgnc:mesh:D051379,hgnc:uniprot.chain:PRO_0000415857,TLR4,Inhibition,IncreaseAmount,DecreaseAmount,0.9499999999990586,0.923,0.86,22,3,2,-1.5211028,0.0465322722755499
TLR4,FAM83C-AS1,hgnc:mesh:D014810,KHDRBS1,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.2224173,0.0443061285803986
TLR4,hgnc:uniprot.chain:PRO_0000032458,hgnc:mesh:D009369,TPT1,Inhibition,Activation,IncreaseAmount,0.86,0.9998749507924128,0.923,2,13,1,-0.04283921,0.0442597577348081
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,PPP2CB,Activation,Complex,IncreaseAmount,0.98224485,0.95,0.89,7,191,1,-0.32951275,0.0439025378479813
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,ARPC2,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.19286035,0.0417216988002183
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,SORBS2,Activation,Complex,DecreaseAmount,0.98224485,0.95,0.98,7,191,2,-0.6235201,0.0408794542906062
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,BZW1,Activation,Complex,IncreaseAmount,0.98224485,0.95,0.89,7,191,1,-0.21796511,0.0403221911992245
TLR4,FAM83C-AS1,hgnc:mesh:D014810,SF3B5,IncreaseAmount,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,-0.23806643,0.0391712104152371
TLR4,APP,hgnc:mesh:D000952,STRAP,DecreaseAmount,Complex,DecreaseAmount,0.86,0.8775000000000001,0.89,1,2,1,-0.36957774,0.0375105410845697
TLR4,hgnc:uniprot:P27958,NRF1,SRRM1,Inhibition,Activation,DecreaseAmount,0.9419,0.957125,0.95,4,3,2,-0.2732878,0.0368653690697703
TLR4,hgnc:uniprot:P23848,PCBP1,TMEM160,Complex,Complex,DecreaseAmount,0.94757,0.923,0.79,5,3,1,-0.39119712,0.0364885917329884
TLR4,hgnc:uniprot:P27958,NRF1,MYL12A,Inhibition,Activation,DecreaseAmount,0.9419,0.957125,0.79,4,3,1,-0.1644557,0.0364387782156825
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,TCP1,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,1,-0.3993981,0.0353370280429288
TLR4,hgnc:uniprot:P27958,MYCN,ALDH18A1,Inhibition,Activation,DecreaseAmount,0.9419,0.86,0.79,4,2,1,-1.6730032,0.0352248690972705
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,RBIS,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.30445883,0.0341744299719993
TLR4,hgnc:uniprot:Q9SZF7,hgnc:uniprot.chain:PRO_0000032458,PPP1R12A,Activation,DecreaseAmount,DecreaseAmount,0.86,0.86,0.86,2,2,2,-0.46180603,0.0335688327963584
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,FBLIM1,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,1,-0.4260178,0.0334420023693683
TLR4,hgnc:mesh:D009369,PAX8,METTL26,Inhibition,DecreaseAmount,DecreaseAmount,0.9996441375,0.923,0.79,5,1,1,-0.26549888,0.0323188627339335
TLR4,RGN,RALA,RALB,Complex,Complex,DecreaseAmount,0.86,0.8775000000000001,0.86,2,2,2,-0.72535056,0.0322055177427299
TLR4,hgnc:uniprot:Q89613,IRF7,PPP1R2,IncreaseAmount,Complex,IncreaseAmount,0.86,0.9804,0.89,2,4,1,-0.55764616,0.0312764531235393
TLR4,hgnc:uniprot.chain:PRO_0000032458,hgnc:uniprot:P27958,HNRNPK,Inhibition,Inhibition,IncreaseAmount,0.86,0.86,0.8775000000000001,2,2,2,-0.24871913,0.0309126841331868
TLR4,hgnc:uniprot:Q9LT17,FXYD6P1,COPS9,Complex,Activation,DecreaseAmount,0.923,0.94757,0.89,3,5,1,-0.21823803,0.0296251317525188
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,SRA1,Inhibition,Complex,DecreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.5221963,0.0293453563369721
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,ECSCR,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.140795,0.0287241615356711
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,VASP,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.5288803,0.0278614549413936
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,RTN3,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.3997238,0.0267386263121491
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,NOP53,Activation,Complex,IncreaseAmount,0.98224485,0.95,0.89,7,191,1,-0.42265597,0.0261811643499314
TLR4,hgnc:uniprot:P23848,PITX2,IFT43,Complex,Complex,DecreaseAmount,0.94757,0.9419,0.79,5,4,1,-0.6876413,0.0256240920233706
TLR4,FAM83C-AS1,hgnc:mesh:D014810,ANP32B,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.28290686,0.025554459647746
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,PPIC,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.29982436,0.025290964554424
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,LMNA,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.989,13,2,2,-0.23634705,0.0248501150004204
TLR4,hgnc:uniprot:Q8T626,hgnc:mesh:D000740,GLRX5,Complex,Inhibition,DecreaseAmount,0.94757,0.86,0.923,5,2,1,-0.39565617,0.0247522219302591
TLR4,CYP1A1,PRKACB,CWC27,IncreaseAmount,Activation,IncreaseAmount,0.86,0.86,0.89,2,2,1,-0.9339786,0.0242418993259462
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,PSMB3,Inhibition,Complex,DecreaseAmount,0.98249981399565,0.86,0.98,13,2,1,-0.3203244,0.023966408001786
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,BAD,Inhibition,Complex,DecreaseAmount,0.98249981399565,0.86,0.86,13,2,2,-0.5469834,0.0237570406311486
TLR4,hgnc:mesh:D008180,RFX1,HECTD1,Activation,DecreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.47258726,0.0232396611163764
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,NPDC1,Activation,Complex,DecreaseAmount,0.98224485,0.95,0.89,7,191,1,-0.40229422,0.0232254302107703
TLR4,hgnc:mesh:D017382,FOXO4,TCF15,DecreaseAmount,Activation,DecreaseAmount,0.86,0.9497812999999999,0.95,2,7,2,-0.47118908,0.0224957744544497
TLR4,FAM83C-AS1,hgnc:mesh:D014810,CTNNBL1,IncreaseAmount,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,-0.64427644,0.0218147407211113
TLR4,RGN,PAX4,SLC25A37,Complex,Activation,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.3819847,0.0210584500528591
TLR4,RFX1,HOXA4,ZFAND6,Complex,DecreaseAmount,DecreaseAmount,0.8775000000000001,0.79,0.79,2,1,1,-0.47551316,0.0197635331386036
TLR4,hgnc:uniprot.chain:PRO_0000032458,hgnc:uniprot:P27958,PPID,Inhibition,Inhibition,DecreaseAmount,0.86,0.86,0.9419,2,2,4,-0.86209244,0.0193577383074337
TLR4,ATF4,GTF2A2,STX10,Complex,Complex,DecreaseAmount,0.8775000000000001,0.8775000000000001,0.79,2,2,1,-0.866898,0.0175402482456082
TLR4,hgnc:uniprot:P27958,MYCN,LAP3,Inhibition,Activation,DecreaseAmount,0.9419,0.86,0.79,4,2,1,-0.8016005,0.0171324339650983
TLR4,FAM83C-AS1,hgnc:mesh:D014810,TOP1,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.25765058,0.0169424634561282
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,SINHCAF,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.5775103,0.0162256280850686
TLR4,hgnc:mesh:D063646,hgnc:mesh:D015179,NR2F6,Activation,Activation,IncreaseAmount,0.999632946656853,0.951,0.923,17,2,3,-0.6609215,0.0158753967379767
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,SELENOK,Activation,Complex,IncreaseAmount,0.98224485,0.95,0.98,7,191,2,-0.47709674,0.0156561138683932
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,COPE,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,2,-0.33168274,0.0150214592438804
TLR4,FAM83C-AS1,hgnc:mesh:D014810,SEC62,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.3499674,0.0138435020668928
TLR4,hgnc:uniprot:Q89613,IRF7,LZIC,IncreaseAmount,Complex,DecreaseAmount,0.86,0.9804,0.79,2,4,1,-1.0487179,0.0119670423391314
TLR4,FAM83C-AS1,hgnc:mesh:D014810,PKN2,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.57597816,0.0114152698210543
TLR4,hgnc:uniprot.chain:PRO_0000032458,MYC,ATP1B3,Inhibition,Activation,DecreaseAmount,0.86,0.99387427664975,0.79,2,12,1,-0.3596674,0.0112232821490256
TLR4,hgnc:mesh:D029424,hgnc:mesh:D014028,SERPINH1,Activation,Complex,DecreaseAmount,0.98224485,0.95,0.98,7,191,2,-0.33720246,0.0110295453559228
TLR4,hgnc:mesh:D008180,RFX1,KLHL18,Activation,DecreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,2,1,-1.543618,0.010444009791022
TLR4,FAM83C-AS1,hgnc:mesh:D014810,NPM1,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.16799277,0.0102996258126054
TLR4,AGT,hgnc:uniprot:Q00777,PMP22,IncreaseAmount,Inhibition,IncreaseAmount,0.86,0.86,0.94757,2,2,5,-0.27857515,0.0098177505115984
TLR4,FAM83C-AS1,hgnc:mesh:D014810,SASH1,IncreaseAmount,Activation,DecreaseAmount,0.86,0.951,0.89,2,1,1,-0.5139846,0.0085934354205886
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,VCL,Inhibition,Complex,DecreaseAmount,0.98249981399565,0.86,0.9899,13,2,2,-0.40756574,0.008241918261394
TLR4,hgnc:uniprot.chain:PRO_0000032458,hgnc:uniprot:P83099,TJP2,Inhibition,Phosphorylation,DecreaseAmount,0.86,0.86,0.86,2,1,2,-0.9560733,0.0081102909199741
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,RNH1,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.98,13,2,1,-0.39951095,0.007405804910791
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,STMN1,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.4827554,0.0055649760493667
TLR4,hgnc:mesh:D051192,POU3F1,SLC25A3,Activation,Activation,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.10750573,0.0054878370821357
TLR4,hgnc:uniprot.chain:PRO_0000032458,PAX2,GOLGA7,Inhibition,Activation,DecreaseAmount,0.86,0.991866,0.79,2,6,1,-0.7081307,0.0042425577601914
TLR4,FAM83C-AS1,hgnc:mesh:D014810,BANF1,IncreaseAmount,Activation,IncreaseAmount,0.86,0.951,0.89,2,1,1,-0.37344503,0.0031920215472378
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,COX8A,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.22381125,0.0030005389338658
TLR4,hgnc:mesh:D015687,hgnc:chebi:78510,LINC01184,Activation,Activation,IncreaseAmount,0.923,0.86,0.89,3,2,1,-1.4378549,0.0026550454840111
TLR4,CXCR2,GTF3A,VPS35,DecreaseAmount,Complex,DecreaseAmount,0.9419,0.98,0.79,4,1,1,-0.5619873,0.0025204515540144
TLR4,hgnc:uniprot:P0CW71,hgnc:mesh:D052638,COTL1,Inhibition,Complex,IncreaseAmount,0.98249981399565,0.86,0.89,13,2,1,-0.40532959,0.0019126169561195
TLR4,hgnc:mesh:D013577,hgnc:mesh:D043183,PRSS3,Activation,Activation,IncreaseAmount,0.923,0.86,0.86,3,2,2,-0.47921845,0.00086714067851
TLR4,hgnc:uniprot:Q157B2,YY1,MRPL51,Complex,Inhibition,DecreaseAmount,0.996953817,0.86,0.79,9,2,1,-0.45571086,0.0003086535623229
TLR4,hgnc:uniprot:P27958,NRF1,CCT5,Inhibition,Activation,DecreaseAmount,0.9419,0.957125,0.79,4,3,1,-0.5887243,8.932937025511805e-05
NOS3,hgnc:uniprot:O28484,GATA1,CDA,Complex,Complex,IncreaseAmount,0.982423455,0.86,0.89,8,2,1,0.8266991,0.0011816106042225
NOS3,IL6,hgnc:mesh:D014028,HM13,Complex,Complex,IncreaseAmount,0.86,0.949271,0.89,2,6,1,0.45334837,0.0012235897634349
