source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval,evidence_text_hop1,evidence_text_hop2,evidence_text_hop3,pmids_hop1,pmids_hop2,pmids_hop3
UQCRC1,CYCS,NRF1,MXRA7,Complex,Complex,DecreaseAmount,0.9978,0.94757,0.79,2,5,1,-0.2981823,0.047202055340131,,,,,,
UQCRC1,PLEC,PTEN,PPP2CB,Complex,Complex,DecreaseAmount,0.98,0.98,0.923,1,1,3,-0.3483708,0.0447473633532765,,,,,,
UQCRC1,NDUFB4,TCF3,ARID4B,Complex,Complex,DecreaseAmount,0.86,0.98,0.79,2,1,1,-0.564526,0.0444848522892771,,,,,,
UQCRC1,CYCS,NRF1,AL445524.1,Complex,Complex,DecreaseAmount,0.9978,0.94757,0.79,2,5,1,-0.59202456,0.0438927852532639,,,,,,
UQCRC1,KRAS,GABPB1,DOCK5,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,-0.5641543,0.0420046665574405,,,,,,
UQCRC1,ATF2,ATF3,TIA1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.9937,0.982,1,1,3,-0.81967,0.04002582096004,,,,,,
UQCRC1,ATF2,SMAD1,RELL1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.5110513,0.0376206910693707,,,,,,
UQCRC1,KRAS,NR1H4,TMEM14C,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,1,1,-0.31083506,0.0358972525843327,,,,,,
UQCRC1,ATF2,ATF3,ARHGDIB,Complex,IncreaseAmount,DecreaseAmount,0.98,0.9937,0.79,1,1,1,-0.18355411,0.034617766887667,,,,,,
UQCRC1,ATP5F1C,MYC,NAA38,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.22932567,0.0341717705143001,,,,,,
UQCRC1,KRAS,PGR,UBQLN1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.601076,0.0327668592256128,,,,,,
UQCRC1,ATP5F1C,PTBP1,JAG1,Complex,Complex,DecreaseAmount,0.98,0.98,0.86,1,1,1,-0.6587583,0.0292831845021642,,,,,,
UQCRC1,ATP5F1C,MYC,NR2F2,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.26819223,0.0281690319631062,,,,,,
UQCRC1,ATP5F1C,MYC,TRAPPC5,Complex,Complex,IncreaseAmount,0.98,0.98,0.89,1,1,1,-0.2540633,0.0254947227055875,,,,,,
UQCRC1,NXF1,MAZ,CD44,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.29234475,0.0254212157975118,,,,,,
UQCRC1,ATF2,ATF3,TRIOBP,Complex,IncreaseAmount,DecreaseAmount,0.98,0.9937,0.95,1,1,2,-0.35748926,0.0252709075646699,,,,,,
UQCRC1,PLEC,CXCL8,CHMP2B,Complex,IncreaseAmount,IncreaseAmount,0.98,0.9419,0.86,1,4,2,-0.7050899,0.0226887138399071,,,,,,
UQCRC1,ATF2,PPARG,ARIH1,Complex,Complex,DecreaseAmount,0.98,0.9804,0.79,1,4,1,-0.79808354,0.0206949673952268,,,,,,
UQCRC1,NXF1,ESRRA,PALM2-AKAP2,Complex,Complex,DecreaseAmount,0.98,0.98,0.95,1,1,2,-0.2820626,0.0188736027356149,,,,,,
UQCRC1,NTRK1,AR,FAM177A1,Complex,Complex,DecreaseAmount,0.98,0.994071,0.79,1,6,1,-0.3524612,0.0181092107382395,,,,,,
UQCRC1,KRAS,FOXA1,SMPD1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-1.0786257,0.0175867534350514,,,,,,
UQCRC1,NTRK1,MYCN,MDM2,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.51809585,0.01576119113023,,,,,,
UQCRC1,TRIM63,MYD88,GSTO1,Complex,Complex,IncreaseAmount,0.9899,0.951,0.923,2,3,3,-0.258947,0.0155297440325427,,,,,,
UQCRC1,TRIM63,PPARA,BCAP31,Complex,Ubiquitination,IncreaseAmount,0.9899,0.949271,0.86,2,5,2,-0.33945814,0.0141518378285803,,,,,,
UQCRC1,ATF2,SPI1,BAX,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,-0.24197441,0.0140468285618537,,,,,,
UQCRC1,ATP5F1C,MYC,FAM241A,Complex,Complex,IncreaseAmount,0.98,0.98,0.941,1,1,1,-0.72075224,0.0110346488714789,,,,,,
UQCRC1,DCTN1,REST,FAR1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.9760789,0.0108365506377836,,,,,,
UQCRC1,CYCS,NRF1,USP22,Complex,Complex,DecreaseAmount,0.9978,0.94757,0.79,2,5,1,-0.5468842,0.0089377931496502,,,,,,
VWF,HIF1A,NRF1,INO80C,Activation,DecreaseAmount,DecreaseAmount,0.957125,0.95,0.95,3,2,2,0.37951174,0.002802223513034,,,,,,
VWF,RAC1,ELK1,MRPL13,Complex,Activation,DecreaseAmount,0.98,0.8775,0.95,1,2,2,0.49121612,0.0053948160304732,,,,,,
VWF,TP53,RANBP2,BICD2,Complex,Complex,IncreaseAmount,0.923,0.98,0.941,3,1,1,1.043771,0.0062353434061779,,,,,,
VWF,NOTCH1,RFX1,UBE2L3,Complex,Complex,DecreaseAmount,0.8775,0.98,0.79,2,1,1,0.38860196,0.0067577688160128,,,,,,
VWF,HIF1A,NRF1,UBA52,Activation,DecreaseAmount,DecreaseAmount,0.957125,0.95,0.79,3,2,1,0.11421423,0.0106637601573062,,,,,,
VWF,RAC1,ELK1,SLIRP,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.23296042,0.0123515838893824,,,,,,
VWF,GATA6,RARB,LSM 1.00,Complex,IncreaseAmount,DecreaseAmount,0.923,0.941,0.86,3,1,2,0.47785437,0.0190471167813403,,,,,,
VWF,HSPA5,GALNT6,ERCC1,Complex,Complex,DecreaseAmount,0.9997305,0.991866,0.86,4,6,2,0.41894636,0.0201973270273217,,,,,,
VWF,NOTCH3,PITX2,GALNT6,Complex,Activation,DecreaseAmount,0.996953817,0.86,0.79,8,2,1,0.40372244,0.0210993186105164,,,,,,
VWF,NOTCH3,PITX2,PRPF8,Complex,Activation,DecreaseAmount,0.996953817,0.86,0.79,8,2,1,0.46003628,0.0215491423294696,,,,,,
VWF,RAC1,ELK1,CORO1C,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.5137206,0.0260856176763908,,,,,,
VWF,PTEN,MAP2K6,PTMS,Inhibition,Complex,DecreaseAmount,0.86,0.98,0.89,2,1,1,0.15414372,0.0271265997224135,,,,,,
VWF,NOTCH1,TCF3,RPL38,Complex,Complex,DecreaseAmount,0.8775,0.941,0.79,2,1,1,0.10505615,0.0313122954866452,,,,,,
VWF,HIF1A,NRF1,MRPL50,Activation,DecreaseAmount,DecreaseAmount,0.957125,0.95,0.79,3,2,1,0.56837237,0.0342718746060153,,,,,,
VWF,PTEN,PDCD4,CKLF,Inhibition,Complex,DecreaseAmount,0.86,0.992969382,0.982423455,2,9,7,0.3408043,0.0357513325628918,,,,,,
VWF,PTEN,PAX3,ARL 2.00,Inhibition,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.2713479,0.0382072891063125,,,,,,
VWF,GDNF,PAX4,CCDC130,Complex,IncreaseAmount,DecreaseAmount,0.951,0.923,0.95,3,3,2,0.9167464,0.0399472164397094,,,,,,
VWF,MAPK1,NKX2-1,UBE3C,Activation,Phosphorylation,IncreaseAmount,0.951,0.89,0.89,3,1,1,0.51341283,0.0401496746061552,,,,,,
VWF,HIF1A,RBX1,SNX3,Activation,Complex,DecreaseAmount,0.957125,0.98,0.941,3,1,1,0.18173201,0.0492467615179501,,,,,,
VWF,NOTCH1,RFX1,DLAT,Complex,Complex,DecreaseAmount,0.8775,0.98,0.79,2,1,1,-1.2826662,0.0495099824641262,,,,,,
VWF,MAPK3,HNF4A,PCMTD1,Activation,Phosphorylation,DecreaseAmount,0.996227,0.999892199999929,0.79,6,1,1,-0.5118709,0.0435513767976215,,,,,,
VWF,RAC1,XIAP,PLEKHA3,Complex,Complex,IncreaseAmount,0.98,0.86,0.89,1,2,1,-0.743348,0.0394105643459325,,,,,,
VWF,RAC1,ELK1,SFXN3,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,-0.70640606,0.0389390184216085,,,,,,
VWF,HIF1A,NRF1,SLC7A11,Activation,DecreaseAmount,DecreaseAmount,0.957125,0.95,0.79,3,2,1,-0.46952584,0.0256513424091404,,,,,,
VWF,PTEN,POU3F2,AKR1B1,Inhibition,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.44239065,0.0255771738427744,,,,,,
VWF,PTEN,MIR106B,TOMM7,Inhibition,Complex,DecreaseAmount,0.86,0.86,0.89,2,2,1,-0.17925447,0.0243897833089625,,,,,,
VWF,RAC1,ELK1,ANKRD11,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,-0.26456842,0.0243246941446616,,,,,,
VWF,COL1A1,PLOD1,RNH1,Complex,Complex,IncreaseAmount,0.998889,0.98,0.89,3,1,1,-0.34428734,0.024297126077566,,,,,,
VWF,ZNF512B,TOX4,COMMD6,Complex,Complex,IncreaseAmount,0.98,0.98,0.86,1,1,2,-0.23251548,0.0242342150287096,,,,,,
VWF,PTEN,ETS2,TM4SF1,Inhibition,Phosphorylation,DecreaseAmount,0.86,0.9615,0.79,2,1,1,-0.15712233,0.0240736496116721,,,,,,
VWF,NOS2,POU2F1,PSAP,Complex,Complex,DecreaseAmount,0.86,0.86,0.982,2,2,3,-0.26175925,0.0232126033523101,,,,,,
VWF,PTEN,SREBF1,UBE2S,Inhibition,IncreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,1,1,-0.5984927,0.0211847791361228,,,,,,
VWF,NOTCH3,PITX2,HCG18,Complex,Activation,DecreaseAmount,0.996953817,0.86,0.79,8,2,1,-0.833281,0.0199406656177555,,,,,,
VWF,NOTCH1,RFX1,UBE2V1,Complex,Complex,DecreaseAmount,0.8775,0.98,0.79,2,1,1,-0.27233276,0.0189058641452659,,,,,,
VWF,PLAU,PPARA,PPFIBP1,Complex,Activation,DecreaseAmount,0.86,0.8775,0.95,2,2,2,-0.4668854,0.0160793606601005,,,,,,
VWF,CXCL8,BACH1,ACER3,Complex,Activation,DecreaseAmount,0.86,0.923,0.79,2,3,1,-0.8126577,0.0156413636490317,,,,,,
VWF,CXCL8,BACH1,PSMD7,Complex,Activation,DecreaseAmount,0.86,0.923,0.89,2,3,1,-0.37763223,0.0127956867604782,,,,,,
VWF,PTEN,PAX3,RBX1,Inhibition,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,-0.29974422,0.0119370063440324,,,,,,
VWF,CXCL8,BACH1,FTH1,Complex,Activation,DecreaseAmount,0.86,0.923,0.89,2,3,1,-0.13286828,0.008022279203697,,,,,,
VWF,PROC,REL,PCNP,Inhibition,Inhibition,DecreaseAmount,0.86,0.8775,0.79,2,2,1,-0.5965216,0.0072763517002417,,,,,,
YES1,DVL2,PITX2,ALG13,Complex,Complex,DecreaseAmount,0.98,0.8775,0.79,1,2,1,1.0219035,0.0041374974218379,,,,,,
YES1,RAC1,JUN,PLP2,Activation,Activation,DecreaseAmount,0.8775,0.89,0.79,2,1,1,0.35581023,0.008072272916807,,,,,,
YES1,DVL2,PITX2,LIMA1,Complex,Complex,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.36518428,0.008422902401433,,,,,,
YES1,RAC1,ELK1,TSTA3,Activation,Activation,DecreaseAmount,0.8775,0.8775,0.95,2,2,2,0.472556,0.0108159978583774,,,,,,
YES1,RAC1,ATF4,JPT1,Activation,IncreaseAmount,DecreaseAmount,0.8775,0.86,0.79,2,2,1,0.22410005,0.0141998765517479,,,,,,
YES1,RAC1,ELK1,SSU72,Activation,Activation,DecreaseAmount,0.8775,0.8775,0.79,2,2,1,0.37673467,0.0268181736200114,,,,,,
YES1,RAC1,ELK1,GOSR2,Activation,Activation,DecreaseAmount,0.8775,0.8775,0.79,2,2,1,0.58608586,0.028485080150584,,,,,,
YES1,RAC1,CXCL8,S100A11,Activation,IncreaseAmount,IncreaseAmount,0.8775,0.86,0.923,2,2,3,0.14655802,0.0305344230476391,,,,,,
YES1,MAPK14,PDX1,DNAJC10,Activation,Complex,DecreaseAmount,0.79,0.98,0.79,1,1,1,0.28437072,0.030935738853587,,,,,,
YES1,CCR1,PLP2,CD99,Complex,Complex,DecreaseAmount,0.9899,0.9615,0.86,2,2,2,0.105985016,0.031525563589683,,,,,,
YES1,ABL1,RFX1,COPS5,Phosphorylation,Complex,DecreaseAmount,0.982,0.99997705785,0.79,3,5,1,0.39265007,0.0315741355921062,,,,,,
YES1,PRKCD,PPARA,ARHGAP26,Phosphorylation,Complex,DecreaseAmount,0.79,0.89,0.79,1,1,1,0.6135909,0.0327116424955856,,,,,,
YES1,PTEN,PPARG,SAT1,Complex,DecreaseAmount,IncreaseAmount,0.98,0.923,0.9615,1,2,2,0.3691926,0.0333863721505658,,,,,,
YES1,MAPK14,ATF6,KDELR1,Activation,Complex,DecreaseAmount,0.79,0.98,0.79,1,1,1,0.26388538,0.0339383151000843,,,,,,
YES1,MAPK14,MAZ,CAVIN3,Activation,Complex,DecreaseAmount,0.79,0.98,0.79,1,1,1,0.34821302,0.034458735605385,,,,,,
YES1,MYH9,PAX5,TAF15,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,0.57458586,0.0361592185025777,,,,,,
YES1,MAPK14,MAZ,CHM,Activation,Complex,DecreaseAmount,0.79,0.98,0.79,1,1,1,0.59513354,0.036927463565507,,,,,,
YES1,PRKCD,ODC1,COL18A1,Phosphorylation,Activation,DecreaseAmount,0.79,0.8775,0.923,1,2,3,0.36960453,0.0408561054396339,,,,,,
YES1,PTEN,ATF3,DNAJC1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.95,1,1,2,0.2970269,0.04145928112003,,,,,,
YES1,RAC1,LPA,PGAM1,Activation,Activation,IncreaseAmount,0.8775,0.9419,0.97305,2,4,4,0.26724142,0.0419119559489027,,,,,,
YES1,PRKCD,IRF1,CALU,Phosphorylation,IncreaseAmount,DecreaseAmount,0.79,0.86,0.79,1,2,1,0.20129216,0.0431712951214909,,,,,,
YES1,PTEN,PPARG,MRPS28,Complex,DecreaseAmount,DecreaseAmount,0.98,0.923,0.79,1,2,1,0.54317063,0.0482257479817104,,,,,,
YES1,OGT,FOXO4,MPZL2,Complex,Activation,DecreaseAmount,0.993,0.9419,0.79,2,4,1,0.38493186,0.048683730331628,,,,,,
YES1,ATP6V1E1,PTTG1,KLF6,Complex,Activation,DecreaseAmount,0.98,0.9419,0.86,1,4,2,0.3464426,0.0494006390429476,,,,,,
YES1,RAC1,MTOR,RAB4A,Activation,Inhibition,IncreaseAmount,0.8775,0.9419,0.86,2,4,2,0.5033749,0.0494824209287181,,,,,,
YES1,RAC1,ELK1,CETN3,Activation,Activation,DecreaseAmount,0.8775,0.8775,0.79,2,2,1,-0.94279534,0.0491807481848545,,,,,,
YES1,PTEN,NFIL3,AGO3,Complex,IncreaseAmount,DecreaseAmount,0.98,0.941,0.79,1,1,1,-0.647673,0.0479201323908071,,,,,,
YES1,POU2F2,NR3C1,GBE1,Phosphorylation,Complex,DecreaseAmount,0.99289794,0.999889989,0.79,5,6,1,-0.7980165,0.0461003068692444,,,,,,
YES1,ABL1,RFX1,ACER3,Phosphorylation,Complex,DecreaseAmount,0.982,0.99997705785,0.79,3,5,1,-0.626781,0.0436109139765823,,,,,,
YES1,PRKCD,PTH,LRP6,Phosphorylation,Activation,IncreaseAmount,0.79,0.923,0.98224485,1,3,7,-1.1951636,0.0424250362687606,,,,,,
YES1,MAPK14,MAZ,ELOC,Activation,Complex,DecreaseAmount,0.79,0.98,0.79,1,1,1,-0.2656521,0.0419893561717253,,,,,,
YES1,PTEN,PAX2,SLC20A1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.5528607,0.0417390175474497,,,,,,
YES1,OGT,FOXO4,TM9SF3,Complex,Activation,DecreaseAmount,0.993,0.9419,0.95,2,4,2,-0.33584216,0.0417081993428162,,,,,,
YES1,PTEN,PAX2,SEC14L1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.4286322,0.0384050629275805,,,,,,
YES1,OGT,FOXO4,CEP350,Complex,Activation,DecreaseAmount,0.993,0.9419,0.79,2,4,1,-0.7654123,0.0377576725216783,,,,,,
YES1,POU2F2,NR3C1,LRP5,Phosphorylation,Complex,DecreaseAmount,0.99289794,0.999889989,0.79,5,6,1,-0.61783844,0.0349514813580558,,,,,,
YES1,RAC1,LEF1,PPP4R2,Activation,Complex,DecreaseAmount,0.8775,0.8775,0.79,2,2,1,-0.74587494,0.0348746743479905,,,,,,
YES1,PTK2,NFE2L1,PTGES2,Phosphorylation,Inhibition,DecreaseAmount,0.9265,0.86,0.79,2,2,1,-0.6121104,0.0336498255822517,,,,,,
YES1,NEDD4,NFE2,VAPA,Complex,Complex,DecreaseAmount,0.98,0.99923,0.79,1,3,1,-0.24978109,0.0322287447054126,,,,,,
YES1,PTEN,ATF3,RAB1A,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,1,1,-0.37723002,0.0298793615957797,,,,,,
YES1,PTEN,ATF2,RAB6A,Complex,Complex,DecreaseAmount,0.98,0.951,0.79,1,3,1,-0.6459793,0.0297313411548106,,,,,,
YES1,NFKBIA,RXRB,TGOLN2,Complex,Complex,DecreaseAmount,0.98,0.89,0.79,1,1,1,-0.3311974,0.027051325923179,,,,,,
YES1,MAPK3,TCF3,DNASE1L1,Activation,DecreaseAmount,DecreaseAmount,0.89,0.941,0.79,1,1,1,-0.7944527,0.0257352674141995,,,,,,
YES1,PTEN,PAX2,IFRD2,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.91323483,0.0237071220992635,,,,,,
YES1,ABL1,RFX1,PNKD,Phosphorylation,Complex,DecreaseAmount,0.982,0.99997705785,0.95,3,5,2,-0.5359574,0.0230805325361906,,,,,,
YES1,PTK2,MYCN,LAP3,Phosphorylation,Complex,DecreaseAmount,0.9265,0.9929997519942,0.79,2,13,1,-0.82530516,0.0167283118723112,,,,,,
YES1,PTEN,PAX3,PLPBP,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.72678363,0.015424396474853,,,,,,
YES1,PTEN,PAX2,RPL13A,Complex,DecreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.0761374,0.0145020019847342,,,,,,
YES1,RAC1,ELK1,AP2S1,Activation,Activation,DecreaseAmount,0.8775,0.8775,0.95,2,2,2,-0.19851537,0.0088960977863405,,,,,,
YES1,PTEN,HOXA9,GLRX3,Complex,Complex,DecreaseAmount,0.98,0.9419,0.89,1,4,1,-0.63284576,0.0088713268964073,,,,,,
YES1,RAC1,ATF4,USP14,Activation,IncreaseAmount,DecreaseAmount,0.8775,0.86,0.79,2,2,1,-0.48135048,0.0073530991453885,,,,,,
YES1,RAC1,AR,PSME2,Activation,Activation,DecreaseAmount,0.8775,0.951,0.95,2,3,2,-0.49979258,0.0035682346351008,,,,,,
YES1,PTEN,HOXA9,YES1,Complex,Complex,IncreaseAmount,0.98,0.9419,0.98,1,4,2,-1.2443154,2.448880191214e-07,,,,,,
VPS45,BCAR3,IFNG,BUD23,Complex,Activation,DecreaseAmount,0.98,0.86,0.86,1,2,2,0.56589496,0.0053218647276693,,,,,,
VPS45,IGF1R,LEF1,ACAP2,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.5443412,0.0068517032658703,,,,,,
VPS45,PAX2,MAP2K6,ALDH2,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.89,1,1,1,0.5434997,0.0097004740775707,,,,,,
VPS45,CASP8,FOXO4,CYP51A1,Complex,Complex,DecreaseAmount,0.98,0.86,0.86,1,2,2,0.3489846,0.011541395124008,,,,,,
VPS45,RAB5A,MYC,ADSS,Complex,Complex,DecreaseAmount,0.99876275,0.9497813,0.9884,4,7,4,0.34425524,0.0118155971812679,,,,,,
VPS45,PAX2,GDNF,RAPGEF5,Complex,IncreaseAmount,IncreaseAmount,0.98,0.9497813,0.923,1,4,3,0.6248034,0.01220218645914,,,,,,
VPS45,NTRK1,MYCN,PABPC1,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.20638135,0.0141104489748773,,,,,,
VPS45,CASP8,FOXO4,PPP1CA,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.36378327,0.0152338280462157,,,,,,
VPS45,IGF1R,LEF1,MYOF,Complex,Activation,DecreaseAmount,0.98,0.86,0.95,1,2,2,0.35370645,0.0168984515054065,,,,,,
VPS45,PAX2,SMAD3,ITGB5,Complex,Complex,IncreaseAmount,0.98,0.97305,0.79,1,4,1,0.63020164,0.0216782485303373,,,,,,
VPS45,NTRK1,RELA,ZEB1,Complex,Complex,IncreaseAmount,0.98,0.98,0.9816495,1,1,4,0.41794372,0.023722309468683,,,,,,
VPS45,NTRK1,NFE2L2,GSS,Complex,Activation,IncreaseAmount,0.98,0.9419,0.86,1,4,2,0.50612605,0.0241471392490975,,,,,,
VPS45,IGF1R,NR1H2,PODXL,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.86,1,2,1,0.35503453,0.0246334329904439,,,,,,
VPS45,NTRK1,EIF2AK2,IFNAR1,Complex,Complex,DecreaseAmount,0.98,0.98,0.86,1,1,2,0.4746371,0.025605136143381,,,,,,
VPS45,IGF1R,POU5F1,KRT18,Complex,IncreaseAmount,DecreaseAmount,0.98,0.923,0.923,1,3,2,0.17002362,0.0268181736200114,,,,,,
VPS45,IGF1R,LEF1,EPB41L4A-AS1,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.5089854,0.0268985202099597,,,,,,
VPS45,PTPN1,FOXO1,MBTPS1,Complex,Activation,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.6287383,0.0281575064529834,,,,,,
VPS45,NINL,NR4A1,PPP1R15A,Complex,Complex,IncreaseAmount,0.98,0.923,0.86,1,3,2,0.43877408,0.0288901515487614,,,,,,
VPS45,PAX2,POU3F2,ETV5,Complex,DecreaseAmount,DecreaseAmount,0.98,0.95,0.79,1,2,1,0.69228154,0.0312234383052002,,,,,,
VPS45,RAB5A,MYC,BEX3,Complex,Complex,DecreaseAmount,0.99876275,0.9497813,0.79,4,7,1,0.14694652,0.0313899028051039,,,,,,
VPS45,IGF1R,E2F1,KPNA6,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.45614305,0.0342341251055696,,,,,,
VPS45,PTPN1,AR,RNF41,Complex,Complex,IncreaseAmount,0.98,0.98922,0.99384820925,1,5,8,0.7556268,0.0356061513830278,,,,,,
VPS45,PLEKHO1,POU2F1,KCTD12,Complex,Complex,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.3334658,0.0361837862641077,,,,,,
VPS45,PTPN1,PPARG,INSIG1,Complex,Inhibition,IncreaseAmount,0.98,0.8775,0.86,1,2,2,0.3359119,0.0413612903098301,,,,,,
VPS45,BCAR3,PTGS2,GPI,Complex,IncreaseAmount,IncreaseAmount,0.98,0.951,0.9419,1,3,4,0.3292377,0.0414347650052562,,,,,,
VPS45,PAX2,TP53,AHSA1,Complex,IncreaseAmount,IncreaseAmount,0.98,0.923,0.86,1,1,2,0.44843912,0.0415236943716681,,,,,,
VPS45,RAB5A,LRRK2,STK25,Complex,Complex,DecreaseAmount,0.99876275,0.999947501201354,0.86,4,14,2,0.42647693,0.0484945032043521,,,,,,
VPS45,PAX2,PAX2,CALM2,Complex,Complex,DecreaseAmount,0.98,0.941,0.79,1,1,1,0.105166405,0.048708305105323,,,,,,
VPS45,IGF1R,NR3C1,G3BP2,Complex,Complex,DecreaseAmount,0.98,0.99596289,0.79,1,8,1,-0.3553262,0.0461976198260488,,,,,,
VPS45,CASP8,PSEN1,NFIB,Complex,Activation,IncreaseAmount,0.98,0.987599,0.86,1,2,2,-0.22458379,0.0449525191529824,,,,,,
VPS45,RAB5A,RAB7A,BST2,Complex,Complex,DecreaseAmount,0.99876275,0.86,0.86,4,2,2,-0.22055586,0.0448738055476348,,,,,,
VPS45,NTRK1,PTPN1,RNF213,Complex,Complex,DecreaseAmount,0.98,0.99998385156,0.951,1,9,3,-0.39481357,0.0432125480865104,,,,,,
VPS45,PTPN1,SREBF1,PPT1,Complex,IncreaseAmount,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.5770554,0.0329201279820098,,,,,,
VPS45,RFX3,CREB1,DAD1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.2991733,0.0223382784285357,,,,,,
VPS45,PTPN1,STAT6,ATP5F1E,Complex,Dephosphorylation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.116010934,0.0194671962027371,,,,,,
VPS45,PTPN1,AR,H2AFJ,Complex,Complex,DecreaseAmount,0.98,0.98922,0.79,1,5,1,-0.44554368,0.0117436929494265,,,,,,
VPS45,RB1CC1,ESRRA,MRPL47,Complex,Complex,DecreaseAmount,0.98,0.8775,0.79,1,2,1,-0.58162254,0.0095340856806701,,,,,,
VPS45,NTRK1,NFE2L2,TXN2,Complex,Activation,IncreaseAmount,0.98,0.9419,0.86,1,4,2,-0.5845149,0.0068396824275065,,,,,,
VPS45,PAX2,MAP2K6,NDUFAB1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.89,1,1,1,-0.39087301,0.0060399164753639,,,,,,
YLPM1,BMI1,NME4,CD55,Complex,Complex,DecreaseAmount,0.98,0.98,0.923,1,1,3,0.5975312,1.33760389896704e-08,,,,,,
YLPM1,CUL3,RBX1,EIF4EBP1,Complex,Complex,DecreaseAmount,0.98,0.941,0.941,1,1,1,0.40992236,0.0002286249522911,,,,,,
YLPM1,PPP1CA,MYC,SQLE,Complex,Complex,IncreaseAmount,0.9988999989,0.993,0.979665,5,2,5,0.36409634,0.0003651727923991,,,,,,
YLPM1,FOXA1,MAF,FLOT2,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,0.7297076,0.0022970293222604,,,,,,
YLPM1,PPP1CC,EIF2AK2,DDIT4,Complex,Complex,DecreaseAmount,0.989999999999,0.9978,0.951,6,2,3,0.6476363,0.0024044994223675,,,,,,
YLPM1,PRMT1,PTGS2,DBI,Complex,IncreaseAmount,DecreaseAmount,0.9978,0.8775,0.86,2,2,1,0.25958493,0.0032929667064449,,,,,,
YLPM1,PRMT1,NR1I2,KLF6,Complex,Activation,IncreaseAmount,0.9978,0.979665,0.89,2,5,1,0.4722921,0.0047210760892333,,,,,,
YLPM1,PPP1CC,RELA,SLC7A11,Complex,Phosphorylation,IncreaseAmount,0.989999999999,0.86,0.86,6,2,2,0.49403945,0.0048355498664131,,,,,,
YLPM1,PRMT1,ATF3,HSP90AB1,Complex,DecreaseAmount,DecreaseAmount,0.9978,0.86,0.982,2,2,3,0.16320321,0.0058346294933891,,,,,,
YLPM1,PRMT1,PPARA,CYC1,Complex,Complex,DecreaseAmount,0.9978,0.98,0.79,2,1,1,0.36730528,0.0060206137948423,,,,,,
YLPM1,PPP1CB,CXCL8,S100A11,Complex,Activation,IncreaseAmount,0.9899,0.86,0.923,2,2,3,0.15053345,0.0073588580778398,,,,,,
