source,intermediate_1,intermediate_2,target,stmt_type_1,stmt_type_2,stmt_type_3,belief_1,belief_2,belief_3,evidence_1,evidence_2,evidence_3,logfoldchange,pval,evidence_text_hop1,evidence_text_hop2,evidence_text_hop3,pmids_hop1,pmids_hop2,pmids_hop3
CSDE1,RAC1,RELA,MSN,Activation,Phosphorylation,DecreaseAmount,0.9419,0.94757,0.79,4,4,1,-0.29182786,0.011846753963829,,,,,,
CSDE1,TAFA3,PPP3CC,FLNA,Complex,Complex,DecreaseAmount,0.98,0.98,0.941,1,1,1,-0.34125733,0.0095283033920199,,,,,,
CSDE1,GATA6,PITX2,PDLIM7,Inhibition,DecreaseAmount,DecreaseAmount,0.8775,0.79,0.95,2,1,2,-0.48749194,0.0091545634016177,,,,,,
CSDE1,XRCC6,FOXO4,SORBS3,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.53764516,0.0088090048912803,,,,,,
CSDE1,RAC1,MYC,SEC61A1,Activation,DecreaseAmount,DecreaseAmount,0.9419,0.86,0.79,4,1,1,-0.60644615,0.0077339263226556,,,,,,
CSDE1,RAC1,RELA,RRAS,Activation,Phosphorylation,DecreaseAmount,0.9419,0.94757,0.95,4,4,2,-0.29619032,0.0068012718169209,,,,,,
CSDE1,RAC1,ELK1,RPL31,Activation,Activation,DecreaseAmount,0.9419,0.8775,0.79,4,2,1,-0.109232135,0.0066395288271584,,,,,,
CSDE1,RAC1,RELA,GNAS,Activation,Phosphorylation,DecreaseAmount,0.9419,0.94757,0.86,4,4,2,-0.15322876,0.0060428975915776,,,,,,
CSDE1,PTEN,MIR106B,TMEM245,IncreaseAmount,Complex,DecreaseAmount,0.86,0.86,0.89,1,2,1,-0.7299732,0.0058697097034047,,,,,,
CSDE1,PTBP1,PBX1,GABARAP,Activation,Inhibition,DecreaseAmount,0.923,0.94757,0.79,3,5,1,-0.23078735,0.0043684860080238,,,,,,
CSDE1,PTEN,MYCN,CD9,IncreaseAmount,Activation,DecreaseAmount,0.86,0.86,0.86,1,2,2,-0.20231996,0.003868806035817,,,,,,
CSDE1,FOS,BACH1,NTN4,DecreaseAmount,Complex,DecreaseAmount,0.941,0.89,0.79,1,1,1,-0.8393785,0.0028408872022017,,,,,,
CSDE1,NR1H2,PPARA,NPC2,Complex,Complex,IncreaseAmount,0.86,0.86,0.86,2,2,2,-0.2929973,0.0016867855332938,,,,,,
CSDE1,PTEN,POU3F2,CNN3,IncreaseAmount,Complex,DecreaseAmount,0.86,0.86,0.79,1,2,1,-0.4213538,0.0015801397805646,,,,,,
CSDE1,NR1H2,RXRB,TGOLN2,Complex,Complex,DecreaseAmount,0.86,0.999995869587,0.79,2,7,1,-0.4029973,0.0015698649145498,,,,,,
CSDE1,RAC1,JUN,PERP,Activation,Activation,DecreaseAmount,0.9419,0.89,0.95,4,1,2,-0.44472077,0.0015077849313976,,,,,,
CSDE1,XPO1,MEF2A,ASPH,Complex,Complex,DecreaseAmount,0.98,0.98,0.982,1,1,3,-0.3516239,0.001060050086955,,,,,,
CSDE1,PTEN,FOXO1,CTSZ,IncreaseAmount,IncreaseAmount,IncreaseAmount,0.86,0.9846,0.89,1,1,1,-0.31743482,0.0010267033981325,,,,,,
CSDE1,XPO1,MEF2A,PLSCR4,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.7440651,0.0009438600359626,,,,,,
CSDE1,XRCC6,FOXO4,VAMP5,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.26727748,0.0006906668578925,,,,,,
CSDE1,RAC1,MYC,YBX3,Activation,DecreaseAmount,DecreaseAmount,0.9419,0.86,0.9825,4,1,3,-0.27146733,0.0001123954477724,,,,,,
CSDE1,PTEN,ATF3,MYL6,IncreaseAmount,DecreaseAmount,DecreaseAmount,0.86,0.86,0.982,1,1,3,-0.18152112,1.70335516446158e-05,,,,,,
CSDE1,RAC1,RELA,EIF4A2,Activation,Phosphorylation,DecreaseAmount,0.9419,0.94757,0.79,4,4,1,-0.5566001,1.69592933754757e-06,,,,,,
CSDE1,HSPA8,REL,S100A10,Complex,Complex,DecreaseAmount,0.98,0.89,0.79,1,1,1,-0.24089786,2.82804337862663e-07,,,,,,
MLH3,MYC,PAX5,TAF15,Complex,Complex,DecreaseAmount,0.98,0.8775,0.79,1,2,1,0.62327534,0.0051175670231031,,,,,,
MLH3,MYC,PMAIP1,SMARCB1,Complex,Complex,IncreaseAmount,0.98,0.9419,0.86,1,4,2,0.50782984,0.011262806612357,,,,,,
MLH3,PPP3CA,NFATC2,MYOF,Activation,Dephosphorylation,IncreaseAmount,0.86,0.941,0.987599,1,1,2,0.301542,0.0173007431934115,,,,,,
MLH3,MYC,LEF1,FHL1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.34567165,0.0183469557560306,,,,,,
MLH3,MYC,RB1,NASP,Complex,Phosphorylation,DecreaseAmount,0.98,0.89,0.95,1,1,2,0.30392128,0.0189691310353791,,,,,,
MLH3,AR,POU2F1,LYN,Complex,Complex,DecreaseAmount,0.98,0.9419,0.98968,1,4,5,0.6395588,0.0311819904719304,,,,,,
MLH3,MYC,NRF1,COX6C,Complex,Complex,IncreaseAmount,0.98,0.923,0.89,1,3,1,0.14147584,0.031435494260846,,,,,,
MLH3,MYC,NFE2L2,RAN,Complex,IncreaseAmount,DecreaseAmount,0.98,0.941,0.79,1,1,1,0.11825911,0.0314793080362838,,,,,,
MLH3,MYC,NRF1,NDUFS6,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,0.25876206,0.0337466602245048,,,,,,
MLH3,MYC,PAX3,RAB7A,Complex,Activation,DecreaseAmount,0.98,0.86,0.95,1,2,2,0.2856348,0.0346384407123449,,,,,,
MLH3,MYC,RB1,CCND3,Complex,Phosphorylation,IncreaseAmount,0.98,0.89,0.98,1,1,2,0.5583915,0.0469380210070449,,,,,,
MLH3,MYC,MAZ,CWC15,Complex,Complex,DecreaseAmount,0.98,0.996227,0.79,1,6,1,0.30000746,0.0476193335692717,,,,,,
MLH3,AR,POU2F1,PAIP2,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,0.38975084,0.0493697714806536,,,,,,
MLH3,MYC,GABPA,GNL3L,Complex,Complex,DecreaseAmount,0.98,0.994071,0.95,1,6,2,-0.5311126,0.0470612824439299,,,,,,
MLH3,AR,POU2F1,FNBP1,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,-0.6449621,0.0468472166500967,,,,,,
MLH3,MYC,NRF1,ATP5MPL,Complex,Complex,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.14620478,0.0449968309900571,,,,,,
MLH3,MYC,NFE2,PEA15,Complex,DecreaseAmount,DecreaseAmount,0.98,0.89,0.79,1,1,1,-0.37698305,0.040634841972508,,,,,,
MLH3,AR,PDXK,LAMP1,Complex,DecreaseAmount,IncreaseAmount,0.98,0.79,0.86,1,1,2,-0.34558406,0.0402599798672327,,,,,,
MLH3,AR,IGF1,PDCD5,Complex,IncreaseAmount,DecreaseAmount,0.98,0.94993439,0.951,1,7,3,-0.23368086,0.0401622265420039,,,,,,
MLH3,MYC,ONECUT1,HERC4,Complex,DecreaseAmount,DecreaseAmount,0.98,0.79,0.79,1,1,1,-0.39933142,0.0399494125881995,,,,,,
MLH3,AR,POU2F1,MANF,Complex,Complex,DecreaseAmount,0.98,0.9419,0.982,1,4,3,-0.40872648,0.0325509597065176,,,,,,
MLH3,PPP3CA,MYC,HLA-C,Activation,DecreaseAmount,DecreaseAmount,0.86,0.86,0.941,1,2,1,-0.19620197,0.0238392968359213,,,,,,
MLH3,MYC,HMGCR,INPP1,Complex,Activation,DecreaseAmount,0.98,0.957125,0.923,1,3,2,-0.51664597,0.0232302341999452,,,,,,
MLH3,MYC,PAX8,ALCAM,Complex,DecreaseAmount,DecreaseAmount,0.98,0.949271,0.79,1,6,1,-0.5696063,0.0192454649709632,,,,,,
MLH3,AR,NGF,CTSL,Complex,DecreaseAmount,IncreaseAmount,0.98,0.86,0.89,1,1,1,-0.26886716,0.0151772482230653,,,,,,
MLH3,MYC,LMO2,ERP29,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,-0.2840184,0.0150076451797536,,,,,,
MLH3,MYC,BCL2L11,ZBTB7A,Complex,Activation,IncreaseAmount,0.98,0.86,0.86,1,1,2,-0.60772514,0.013875671565942,,,,,,
MLH3,MYC,NRF1,EIF2S2,Complex,Complex,IncreaseAmount,0.98,0.923,0.89,1,3,1,-0.15868178,0.0138726039302841,,,,,,
MLH3,AR,ZBTB7A,ADH5,Complex,Complex,DecreaseAmount,0.98,0.999961099692531,0.923,1,14,3,-0.48753414,0.0108801893572824,,,,,,
MLH3,MYC,RELA,ACTN1,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.3255403,0.0091097914592261,,,,,,
MLH3,MYC,AHR,ZNF451,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.9728315,0.0029637919984606,,,,,,
MLH3,MYC,NFE2L1,MED19,Complex,Activation,DecreaseAmount,0.98,0.923,0.79,1,3,1,-0.9860953,0.002821509881227,,,,,,
ABHD16A,UPF1,ATF3,RNF11,Complex,Inhibition,DecreaseAmount,0.9978,0.86,0.79,2,2,1,-0.5239988,0.0457047482329361,,,,,,
ABHD16A,HNRNPA1,PRKN,DDIT4,Complex,Complex,DecreaseAmount,0.89,0.98,0.98224485,1,1,7,-0.5234785,0.0432342117034432,,,,,,
ABHD16A,PTGS2,ATF4,ZBTB20,Complex,Complex,DecreaseAmount,0.9615,0.94993439,0.79,2,8,1,-0.7695149,0.0382577991273409,,,,,,
ABHD16A,NXF1,NF1,ZNF148,Complex,Complex,DecreaseAmount,0.98,0.98,0.95,1,1,2,-0.52571356,0.0365087666666384,,,,,,
ABHD16A,UPF1,MYC,NID1,Complex,Complex,DecreaseAmount,0.9978,0.86,0.95,2,2,2,-0.4564788,0.0355869946128577,,,,,,
ABHD16A,NXF1,RANBP3,RAN,Complex,Complex,IncreaseAmount,0.98,0.98,0.86,1,1,2,-0.16440475,0.0323767820602656,,,,,,
ABHD16A,UPF1,ATF3,SPAG9,Complex,Inhibition,DecreaseAmount,0.9978,0.86,0.95,2,2,2,-0.48682663,0.0323393691454643,,,,,,
ABHD16A,NXF1,MAZ,AIP,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.50387675,0.0275757974535008,,,,,,
ABHD16A,MLH1,SERPINF1,LOXL2,Complex,Complex,DecreaseAmount,0.98,0.98,0.8775,1,1,2,-0.25043342,0.0226633929903772,,,,,,
ABHD16A,PTGS2,PTEN,ARID4B,Complex,Activation,DecreaseAmount,0.9615,0.8775,0.923,2,2,3,-0.70449495,0.0179756848185566,,,,,,
ABHD16A,UPF1,MYC,CTSA,Complex,Complex,DecreaseAmount,0.9978,0.86,0.95,2,2,2,-0.45541373,0.0170345224187725,,,,,,
ABHD16A,NXF1,OGT,OGA,Complex,Complex,DecreaseAmount,0.98,0.98,0.86,1,1,2,-0.6513499,0.0150654562866351,,,,,,
ABHD16A,PTGS2,AR,TMBIM6,Complex,Inhibition,DecreaseAmount,0.9615,0.9419,0.79,2,4,1,-0.37869972,0.0122337441637968,,,,,,
ABHD16A,PTGS2,IRF1,ACSS2,Complex,Complex,DecreaseAmount,0.9615,0.86,0.79,2,2,1,-0.7871407,0.0024384240141923,,,,,,
AAGAB,ELAVL1,AR,RPL28,Complex,Complex,DecreaseAmount,0.98,0.991866,0.79,1,6,1,0.077758156,0.0097515874926322,,,,,,
AAGAB,XPO1,FOXO4,ROMO1,Complex,Complex,DecreaseAmount,0.98,0.999692,0.79,1,4,1,0.2210253,0.0112343854968523,,,,,,
AAGAB,XPO1,FOXO4,PCBP2,Complex,Complex,DecreaseAmount,0.98,0.999692,0.79,1,4,1,0.215274,0.0187887249117161,,,,,,
AAGAB,ASAH1,CSF2,STAB1,Complex,Activation,DecreaseAmount,0.9899,0.8775,0.8775,2,2,2,0.47426698,0.0418903055377109,,,,,,
AAGAB,XPO1,MEF2A,PRDX5,Complex,Complex,DecreaseAmount,0.98,0.98,0.95,1,1,2,0.19647828,0.0465041048435458,,,,,,
AAGAB,AMPH,PRL,KRT19,Complex,Inhibition,IncreaseAmount,0.98,0.86,0.941,1,2,1,0.19767906,0.0482118209273452,,,,,,
AAGAB,XPO1,ATF2,RABL6,Complex,Complex,DecreaseAmount,0.98,0.89,0.79,1,1,1,-0.4139217,0.0482814900011466,,,,,,
AAGAB,APBA2,RELA,SLC7A11,Complex,Inhibition,IncreaseAmount,0.98,0.89,0.86,1,1,2,-0.39989275,0.0477679359628075,,,,,,
AAGAB,AMPH,PITX2,HSPD1,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.20991103,0.0470880707711919,,,,,,
AAGAB,ELAVL1,MAFG,NTPCR,Complex,Complex,DecreaseAmount,0.98,0.94757,0.79,1,5,1,-0.550001,0.0463826540197551,,,,,,
AAGAB,ELAVL1,ELK1,EIF3H,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.19399817,0.039137698352069,,,,,,
AAGAB,ELAVL1,PBX1,VCP,Complex,Complex,IncreaseAmount,0.98,0.98,0.9615,1,1,2,-0.33376658,0.0379250376297747,,,,,,
AAGAB,AMPH,NTRK2,PTX3,Complex,Activation,IncreaseAmount,0.98,0.923,0.86,1,3,2,-0.39785957,0.0358926220368724,,,,,,
AAGAB,ELAVL1,PRKCE,IQGAP1,Complex,Complex,DecreaseAmount,0.98,0.98,0.86,1,1,2,-0.3030879,0.035841129419446,,,,,,
AAGAB,XPO1,FOXO4,ATF6,Complex,Complex,DecreaseAmount,0.98,0.999692,0.79,1,4,1,-0.6807964,0.031583857690925,,,,,,
AAGAB,ELAVL1,IL1B,CLIC4,Complex,Complex,IncreaseAmount,0.98,0.98,0.86,1,1,2,-0.30058855,0.025880300682151,,,,,,
AAGAB,ELAVL1,PCBP1,XPO1,Complex,Complex,DecreaseAmount,0.98,0.99755,0.79,1,3,1,-0.55460066,0.023960710739421,,,,,,
AAGAB,XPO1,BACH1,DIAPH1,Complex,Complex,DecreaseAmount,0.98,0.999820672985,0.79,1,9,1,-0.6429183,0.0131704031316961,,,,,,
AAGAB,AMPH,PITX2,STOML2,Complex,Activation,DecreaseAmount,0.98,0.86,0.79,1,2,1,-0.4033034,0.0098378935499722,,,,,,
AAGAB,XPO1,RELB,CUL4B,Complex,Complex,IncreaseAmount,0.98,0.98,0.9419,1,1,3,-0.534495,0.0066950426807087,,,,,,
AAGAB,ELAVL1,KLF9,PDCD5,Complex,Complex,IncreaseAmount,0.98,0.99755,0.89,1,3,1,-0.414377,0.0017566636060574,,,,,,
AAGAB,ELAVL1,PDCD4,YBX1,Complex,DecreaseAmount,DecreaseAmount,0.98,0.9804,0.94993439,1,4,7,-0.18076365,0.0001952777281012,,,,,,
ACAD11,MTMR4,RAB11A,TRAM1,Complex,Complex,IncreaseAmount,0.98,0.98,0.86,1,1,2,0.46786833,0.0002116083502885,,,,,,
ACAD11,APP,PGR,TIE1,Complex,Complex,DecreaseAmount,0.98,0.86,0.79,1,2,1,0.48044693,0.0027052581043574,,,,,,
ACAD11,TP53,NFE2L1,SSR1,Activation,DecreaseAmount,DecreaseAmount,0.86,0.9706,0.79,2,3,1,0.4028979,0.0041994358150181,,,,,,
ACAD11,ASAP3,BACH1,EMP3,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,0.19914398,0.0086290637092993,,,,,,
ACAD11,DUSP19,PPP2CA,PPP2CB,Complex,Complex,IncreaseAmount,0.9899,0.98,0.89,2,1,1,0.340128,0.0100002922133744,,,,,,
ACAD11,TP53,MYCN,CD9,Activation,IncreaseAmount,DecreaseAmount,0.86,0.86,0.86,2,2,2,0.21210597,0.0109696749473285,,,,,,
ACAD11,TP53,PAX2,P4HA2,Activation,DecreaseAmount,DecreaseAmount,0.86,0.993577325,0.79,2,2,1,0.41432333,0.0113509657578204,,,,,,
ACAD11,NR4A1,PROC,PROCR,Complex,Activation,IncreaseAmount,0.98,0.8775,0.99614494803,1,2,11,0.24118909,0.0116345019565551,,,,,,
ACAD11,TP53,MYCN,PRDX4,Activation,IncreaseAmount,DecreaseAmount,0.86,0.86,0.79,2,2,1,0.31632993,0.0156282669950292,,,,,,
ACAD11,NR4A1,RELA,TFF3,Complex,Inhibition,IncreaseAmount,0.98,0.89,0.89,1,1,1,0.5444719,0.0162247804415207,,,,,,
ACAD11,NR4A1,INS,SCP2,Complex,Complex,DecreaseAmount,0.98,0.86,0.8775,1,2,2,0.3045103,0.0211907683056984,,,,,,
ACAD11,TP53,PFKFB3,PGK 1.00,Activation,Inhibition,IncreaseAmount,0.86,0.9497813,0.923,2,7,3,0.25565508,0.0233858279517628,,,,,,
ACAD11,PTPN14,NF1,ERCC1,Complex,Complex,DecreaseAmount,0.9899,0.98,0.79,2,1,1,0.38468423,0.0236263248022932,,,,,,
ACAD11,TP53,PAX4,SERP1,Activation,Complex,DecreaseAmount,0.86,0.8775,0.79,2,2,1,0.26117033,0.0251850705139261,,,,,,
ACAD11,NR4A1,NDRG1,PRMT1,Complex,Complex,DecreaseAmount,0.98,0.9499940951,0.86,1,10,2,0.2880782,0.027551607356638,,,,,,
ACAD11,TP53,PAX5,TMEM205,Activation,IncreaseAmount,IncreaseAmount,0.86,0.89,0.949980317,2,1,9,0.36333814,0.0347130495405352,,,,,,
ACAD11,APP,RBX1,CD81,Complex,Complex,DecreaseAmount,0.98,0.98,0.941,1,1,1,0.14100422,0.0420606539280722,,,,,,
ACAD11,NR4A1,LEF1,EIF3F,Complex,Complex,DecreaseAmount,0.98,0.9419,0.95,1,4,2,0.21669388,0.0422302936469206,,,,,,
ACAD11,APP,NFE2L2,UAP1,Complex,DecreaseAmount,IncreaseAmount,0.98,0.923,0.86,1,3,1,0.4844387,0.0468986960659389,,,,,,
ACAD11,NR4A1,RELA,EPHX1,Complex,Inhibition,DecreaseAmount,0.98,0.89,0.86,1,1,2,0.7062704,0.0490340616425433,,,,,,
ACAD11,PTPN14,RB1,MT-ATP8,Complex,Complex,DecreaseAmount,0.9899,0.8775,0.86,2,2,2,-0.33938354,0.0411562230246021,,,,,,
ACAD11,TP53,PAX4,XPO1,Activation,Complex,DecreaseAmount,0.86,0.8775,0.79,2,2,1,-0.459295,0.0392503130117841,,,,,,
ACAD11,UBXN7,POU3F2,YBX3,Complex,Complex,DecreaseAmount,0.989999,0.98,0.79,3,1,1,-0.115958154,0.0385705131055337,,,,,,
ACAD11,PEX5,ATM,MBNL2,Complex,Complex,IncreaseAmount,0.993,0.999998986206551,0.86,2,17,2,-0.41356772,0.0351912586878702,,,,,,
ACAD11,APP,ATF2,HUWE1,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.43431115,0.0331073570128886,,,,,,
ACAD11,NR4A1,PTGS2,RABL6,Complex,IncreaseAmount,IncreaseAmount,0.98,0.86,0.951,1,2,3,-0.36559874,0.0307521909936996,,,,,,
ACAD11,TRIM44,FLVCR1,XRCC6,Complex,Inhibition,DecreaseAmount,0.98,0.86,0.86,1,2,2,-0.3364903,0.0280087149987058,,,,,,
ACAD11,PTPN14,RB1,SPOCK1,Complex,Complex,DecreaseAmount,0.9899,0.8775,0.95,2,2,2,-0.27957407,0.0263800308419709,,,,,,
ACAD11,UBXN7,POU3F2,CAND1,Complex,Complex,DecreaseAmount,0.989999,0.98,0.95,3,1,2,-0.6124416,0.0257850584007641,,,,,,
ACAD11,TP53,PAX4,TAPBP,Activation,Complex,DecreaseAmount,0.86,0.8775,0.95,2,2,2,-0.36349523,0.0248722425855892,,,,,,
ACAD11,PTPN14,RB1,PABPC1,Complex,Complex,DecreaseAmount,0.9899,0.8775,0.79,2,2,1,-0.21882713,0.0217041073350604,,,,,,
ACAD11,NR4A1,LEF1,MT-ATP6,Complex,Complex,DecreaseAmount,0.98,0.9419,0.79,1,4,1,-0.13823779,0.0181221221665243,,,,,,
ACAD11,HSPB8,RFX1,ASPH,Complex,Complex,DecreaseAmount,0.98,0.98,0.79,1,1,1,-0.27017513,0.0165118994067547,,,,,,
ACAD11,TP53,PAX4,NPM1,Activation,Complex,DecreaseAmount,0.86,0.8775,0.79,2,2,1,-0.14815009,0.0150593973814883,,,,,,
ACAD11,APP,NFE2L2,PA2G4,Complex,DecreaseAmount,IncreaseAmount,0.98,0.923,0.86,1,3,2,-0.24663144,0.0077474055989535,,,,,,
ABCG4,APP,NR3C1,ME1,Complex,Inhibition,DecreaseAmount,0.951,0.86,0.79,3,2,1,0.32581207,0.0017664596152447,,,,,,
ABCG4,APP,RELA,IER3,Complex,Phosphorylation,DecreaseAmount,0.951,0.9419,0.79,3,4,1,0.35200554,0.002272767576137,,,,,,
ABCG4,APP,PGR,RERE,Complex,Complex,DecreaseAmount,0.951,0.86,0.79,3,2,1,0.50880677,0.0032679024951701,,,,,,
ABCG4,NEDD4,CTNNB1,IDI1,Complex,IncreaseAmount,IncreaseAmount,0.97305,0.86,0.86,4,1,2,0.31848732,0.003361697537081,,,,,,
ABCG4,NEDD4,NFE2L2,PSMB5,Complex,Inhibition,IncreaseAmount,0.97305,0.8775,0.94757,4,2,4,0.20728438,0.0038902882004363,,,,,,
ABCG4,APP,SP1,PAK2,Complex,Sumoylation,DecreaseAmount,0.951,0.97305,0.79,3,4,1,0.23752204,0.0046574303767816,,,,,,
ABCG4,NEDD4,MYC,ZCCHC7,Complex,Complex,DecreaseAmount,0.97305,0.98249311095,0.95,4,10,2,0.58045465,0.0076434291125365,,,,,,
ABCG4,NEDD4,MYC,DDX18,Complex,Complex,IncreaseAmount,0.97305,0.98249311095,0.79,4,10,1,0.30392873,0.0079236928479281,,,,,,
ABCG4,APP,NF1,TUSC2,Complex,Complex,DecreaseAmount,0.951,0.86,0.79,3,2,1,0.40093812,0.0083626416814488,,,,,,
ABCG4,APP,PCBP1,NDUFB3,Complex,Complex,DecreaseAmount,0.951,0.98,0.79,3,1,1,0.248759,0.0095142468303497,,,,,,
ABCG4,ABCG2,PPARA,CREB3L2,Complex,Complex,DecreaseAmount,0.86,0.8775,0.79,2,2,1,0.47825828,0.0100967885393562,,,,,,
ABCG4,APP,VDR,TMEM30A,Complex,Activation,DecreaseAmount,0.951,0.8775,0.79,3,2,1,0.19629805,0.014662386738923,,,,,,
ABCG4,APP,MAPK1,LIMA1,Complex,Activation,DecreaseAmount,0.951,0.89,0.987599,3,1,2,0.26540357,0.0171068904400559,,,,,,
ABCG4,NEDD4,MYC,EWSR1,Complex,Complex,DecreaseAmount,0.97305,0.98249311095,0.982,4,10,3,0.3785256,0.0189997613010457,,,,,,
ABCG4,APP,SP1,RPL14,Complex,Sumoylation,DecreaseAmount,0.951,0.97305,0.79,3,4,1,0.075444326,0.0194982376293598,,,,,,
ABCG4,APP,LRRK2,STK25,Complex,IncreaseAmount,DecreaseAmount,0.951,0.86,0.86,3,2,2,0.39752036,0.0210396563990814,,,,,,
ABCG4,NEDD4,RBX1,ALDH3A2,Complex,Complex,DecreaseAmount,0.97305,0.993,0.941,4,2,1,0.5738298,0.0216022152732469,,,,,,
ABCG4,APP,NR3C1,NUDT16,Complex,Inhibition,DecreaseAmount,0.951,0.86,0.79,3,2,1,0.45226738,0.0227357200816594,,,,,,
ABCG4,ABCG1,IL4,CHID1,Inhibition,Inhibition,IncreaseAmount,0.951,0.923,0.992969382,2,3,9,0.29270446,0.0240412813998463,,,,,,
ABCG4,APP,NF1,NACA,Complex,Complex,DecreaseAmount,0.951,0.86,0.79,3,2,1,0.08882835,0.0246422392790443,,,,,,
ABCG4,NEDD4,STAT3,UPF3A,Complex,Complex,IncreaseAmount,0.97305,0.86,0.86,4,2,1,0.29187453,0.0252493800167769,,,,,,
ABCG4,APP,BCL2L11,ZBTB7A,Complex,Complex,IncreaseAmount,0.951,0.98,0.86,3,1,2,0.3024309,0.0271129944376929,,,,,,
ABCG4,NEDD4,NFE2,RAB13,Complex,Complex,DecreaseAmount,0.97305,0.99923,0.79,4,3,1,0.17291898,0.0296681031052019,,,,,,
ABCG4,NEDD4,MYC,SQLE,Complex,Complex,IncreaseAmount,0.97305,0.98249311095,0.979665,4,10,5,0.19532345,0.0301487992566022,,,,,,
ABCG4,APP,EIF2AK2,IFNAR1,Complex,Phosphorylation,DecreaseAmount,0.951,0.9804,0.86,3,4,2,0.3177337,0.0319740306780698,,,,,,
ABCG4,ABCG2,PPARA,FDPS,Complex,Complex,IncreaseAmount,0.86,0.8775,0.86,2,2,2,0.17184284,0.0386771878842437,,,,,,
ABCG4,NEDD4,PPARG,GRPEL1,Complex,DecreaseAmount,DecreaseAmount,0.97305,0.9816495,0.79,4,5,1,0.2914582,0.0399289646070526,,,,,,
ABCG4,ABCG2,PPARA,CUTA,Complex,Complex,DecreaseAmount,0.86,0.8775,0.79,2,2,1,0.20253888,0.0399772465406277,,,,,,
ABCG4,APP,RELA,EIF4H,Complex,Phosphorylation,DecreaseAmount,0.951,0.9419,0.86,3,4,2,0.24557804,0.0405421680338722,,,,,,
ABCG4,NEDD4,MYC,NDUFAF2,Complex,Complex,IncreaseAmount,0.97305,0.98249311095,0.974275,4,10,2,0.23490302,0.0406216721348738,,,,,,
ABCG4,APP,RELA,ZEB1,Complex,Phosphorylation,IncreaseAmount,0.951,0.9419,0.9816495,3,4,4,0.2519224,0.0440494412966451,,,,,,
ABCG4,NEDD4,PTEN,RPS6,Complex,Complex,DecreaseAmount,0.97305,0.86,0.94757,4,2,5,0.044355292,0.0448242448010183,,,,,,
ABCG4,ABCG1,ELK1,LLPH,Inhibition,Complex,DecreaseAmount,0.951,0.9419,0.95,2,4,2,0.3130263,0.0456127612124103,,,,,,
ABCG4,NEDD4,JUN,TMEM50B,Complex,Complex,DecreaseAmount,0.97305,0.9899,0.79,4,2,1,-0.36851293,0.0478961556058327,,,,,,
ABCG4,ABCG1,ELK1,CWC15,Inhibition,Complex,DecreaseAmount,0.951,0.9419,0.95,2,4,2,-0.28770545,0.0396722957059138,,,,,,
ABCG4,APP,CEBPB,VPS13C,Complex,Complex,DecreaseAmount,0.951,0.951,0.79,3,3,1,-0.30654806,0.039335558530635,,,,,,
ABCG4,APP,POU2F1,MBNL1,Complex,Complex,DecreaseAmount,0.951,0.98,0.9884,3,1,4,-0.25589514,0.0387398570751649,,,,,,
ABCG4,NEDD4,JUN,ARPC5L,Complex,Complex,DecreaseAmount,0.97305,0.9899,0.95,4,2,2,-0.2415389,0.0367729834115877,,,,,,
ABCG4,APP,NF1,MFF,Complex,Complex,DecreaseAmount,0.951,0.86,0.79,3,2,1,-0.40145272,0.035994562033885,,,,,,
ABCG4,NEDD4,IGF1R,OGA,Complex,Complex,IncreaseAmount,0.97305,0.89,0.923,4,1,3,-0.4026197,0.0322763641244809,,,,,,
ABCG4,APP,NR3C1,MBNL2,Complex,Inhibition,DecreaseAmount,0.951,0.86,0.982,3,2,3,-0.3092273,0.0310734363764245,,,,,,
ABCG4,ABCG1,DDIT3,RNF19A,Inhibition,DecreaseAmount,DecreaseAmount,0.951,0.8775,0.79,2,2,1,-0.4573135,0.0308226901980389,,,,,,
ABCG4,NEDD4,MYCN,MXD4,Complex,Ubiquitination,DecreaseAmount,0.97305,0.9615,0.9265,4,2,1,-0.26733717,0.0290114125315917,,,,,,
ABCG4,APP,REST,IK,Complex,Complex,IncreaseAmount,0.951,0.951,0.923,3,3,2,-0.29264033,0.0248075279315713,,,,,,
ABCG4,APP,FOXO4,CD302,Complex,Complex,DecreaseAmount,0.951,0.8775,0.79,3,2,1,-0.5526681,0.0218213094117138,,,,,,
