source,target,stmt_type,belief,evidence_count,logfoldchange,pval
TP53,CDKN1A,IncreaseAmount,0.65,1,-1.6007928,1.7810449500852907e-35
TP53,CDKN1A,IncreaseAmount,0.9999999999997592,1078,-1.6007928,1.7810449500852907e-35
TP53,CDKN1A,IncreaseAmount,0.86,2,-1.6007928,1.7810449500852907e-35
TP53,CDKN1A,IncreaseAmount,0.9994999999999999,65,-1.6007928,1.7810449500852907e-35
TP53,CDKN1A,DecreaseAmount,0.999999725,188,-1.6007928,1.7810449500852907e-35
TP53,CDK4,IncreaseAmount,0.65,1,0.4100685,0.0013428001978778
TP53,CDK4,IncreaseAmount,0.951,2,0.4100685,0.0013428001978778
TP53,CDK4,DecreaseAmount,0.98224485,7,0.4100685,0.0013428001978778
TP53,SIVA1,IncreaseAmount,0.99776315,5,0.38048095,0.0048687403279607
TP53,SIVA1,IncreaseAmount,0.65,1,0.38048095,0.0048687403279607
TP53,ENO1,IncreaseAmount,0.8775000000000001,2,0.38978434,1.1609834659435034e-12
TP53,ELK3,DecreaseAmount,0.95,2,-0.28571644,0.0246482286962605
TP53,EIF5A,IncreaseAmount,0.65,1,0.362496,1.9935524375562313e-08
TP53,BTG2,IncreaseAmount,0.65,1,-1.7964294,0.001068707142824
TP53,BTG2,DecreaseAmount,0.98224485,7,-1.7964294,0.001068707142824
TP53,BTG2,IncreaseAmount,0.99917971207,9,-1.7964294,0.001068707142824
TP53,SQLE,DecreaseAmount,0.65,1,0.20653597,0.0042513696577686
TP53,SOX4,DecreaseAmount,0.79,1,-0.49909613,4.698304137525159e-05
TP53,SOX4,IncreaseAmount,0.65,1,-0.49909613,4.698304137525159e-05
TP53,SNCA,DecreaseAmount,0.65,1,-0.25946632,0.0116496617315515
TP53,NF2,IncreaseAmount,0.86,2,-0.79171413,0.01030417097605
TP53,NES,IncreaseAmount,0.8775000000000001,2,0.25722963,0.0397041112705065
TP53,NES,DecreaseAmount,0.9499940951,10,0.25722963,0.0397041112705065
TP53,NCL,DecreaseAmount,0.65,1,0.48849124,3.211294033068948e-17
TP53,MYH9,DecreaseAmount,0.65,1,-0.31855774,0.0051581362861276
TP53,DBF4,DecreaseAmount,0.65,1,0.8540436,0.0024917796019278
TP53,APOBEC3C,IncreaseAmount,0.65,1,-0.50006425,0.0242249353329089
TP53,RRM2B,DecreaseAmount,0.9419,4,-0.8289871,4.386714844621033e-09
TP53,RRM2B,IncreaseAmount,0.86,2,-0.8289871,4.386714844621033e-09
TP53,RRM2B,IncreaseAmount,0.9999509999998861,23,-0.8289871,4.386714844621033e-09
TP53,ABI3BP,DecreaseAmount,0.65,1,-1.321923,0.0005303982589033
TP53,CDC25B,IncreaseAmount,0.86,2,0.84002435,0.0028700695245578
TP53,CDC25B,DecreaseAmount,0.8775000000000001,2,0.84002435,0.0028700695245578
TP53,CDC20,DecreaseAmount,0.65,1,1.9698197,1.5344729339211035e-09
TP53,CDC20,DecreaseAmount,0.999807499983427,19,1.9698197,1.5344729339211035e-09
TP53,CDK1,DecreaseAmount,0.65,1,1.888234,7.541929618211341e-06
TP53,CDK1,DecreaseAmount,0.923,3,1.888234,7.541929618211341e-06
TP53,CDK1,DecreaseAmount,0.9995764999999734,22,1.888234,7.541929618211341e-06
TP53,CDK1,IncreaseAmount,0.94993439,8,1.888234,7.541929618211341e-06
TP53,OPTN,IncreaseAmount,0.86,2,-0.66901064,8.641123216313825e-05
TP53,EIF4EBP1,DecreaseAmount,0.65,1,0.7492383,3.454870418559733e-23
TP53,EIF4EBP1,IncreaseAmount,0.923,3,0.7492383,3.454870418559733e-23
TP53,EEF1E1,IncreaseAmount,0.65,1,0.66371447,1.5132477241245592e-05
TP53,EEF1A1,IncreaseAmount,0.65,1,-0.11601896,5.253362797113144e-09
TP53,EDN1,DecreaseAmount,0.86,2,-1.0274217,4.616501527268923e-06
TP53,EDN1,IncreaseAmount,0.65,1,-1.0274217,4.616501527268923e-06
TP53,EDN1,IncreaseAmount,0.951,2,-1.0274217,4.616501527268923e-06
TP53,SLC7A5,IncreaseAmount,0.86,1,1.0176365,0.0227832252718634
TP53,SLC7A5,IncreaseAmount,0.65,1,1.0176365,0.0227832252718634
TP53,SLC7A11,IncreaseAmount,0.982499999999991,27,0.34229302,0.0288333922864905
TP53,SLC7A11,DecreaseAmount,0.94757,5,0.34229302,0.0288333922864905
TP53,SLC7A11,DecreaseAmount,0.95,82,0.34229302,0.0288333922864905
TP53,SLC31A1,DecreaseAmount,0.65,1,0.7429913,0.0086700341650026
TP53,SLC31A1,IncreaseAmount,0.65,1,0.7429913,0.0086700341650026
TP53,BRCA2,DecreaseAmount,0.999461,6,2.518659,1.2204558708761762e-06
TP53,BRCA1,DecreaseAmount,0.923,3,1.7669463,0.0019787211813409
TP53,BRCA1,IncreaseAmount,0.992999977679478,15,1.7669463,0.0019787211813409
TP53,BRCA1,DecreaseAmount,0.65,1,1.7669463,0.0019787211813409
TP53,BRCA1,DecreaseAmount,0.9995764999990155,19,1.7669463,0.0019787211813409
TP53,MYC,DecreaseAmount,0.86,2,0.41224557,0.0029966187782931
TP53,MYC,IncreaseAmount,0.923,2,0.41224557,0.0029966187782931
TP53,MYC,IncreaseAmount,0.65,1,0.41224557,0.0029966187782931
TP53,MYC,DecreaseAmount,0.94993439,8,0.41224557,0.0029966187782931
TP53,MYC,DecreaseAmount,0.999851775,57,0.41224557,0.0029966187782931
TP53,MYC,IncreaseAmount,0.9497812999999999,6,0.41224557,0.0029966187782931
TP53,MYC,IncreaseAmount,0.9996499875997098,30,0.41224557,0.0029966187782931
TP53,MYBL2,DecreaseAmount,0.923,3,1.8725183,1.1860824270395773e-06
TP53,MTHFD2,IncreaseAmount,0.65,1,0.6668133,6.424122030314928e-07
TP53,MT2A,IncreaseAmount,0.65,1,0.24511549,0.0057944536172769
TP53,MT2A,DecreaseAmount,0.65,1,0.24511549,0.0057944536172769
TP53,MLXIP,DecreaseAmount,0.65,1,-0.48881295,0.0009311275171637
TP53,TXNIP,IncreaseAmount,0.86,2,-0.45885304,0.004817643172333
TP53,CD59,IncreaseAmount,0.97305,4,-0.26466677,5.264386132343326e-07
TP53,MELK,DecreaseAmount,0.923,3,1.8475798,0.0095212892170891
TP53,MELK,IncreaseAmount,0.94757,5,1.8475798,0.0095212892170891
TP53,MELK,DecreaseAmount,0.95,28,1.8475798,0.0095212892170891
TP53,MELK,IncreaseAmount,0.9499998405677,8,1.8475798,0.0095212892170891
TP53,MELK,DecreaseAmount,0.86,2,1.8475798,0.0095212892170891
TP53,CD44,IncreaseAmount,0.65,1,-0.2977193,0.0031023053467248
TP53,CD44,DecreaseAmount,0.86,1,-0.2977193,0.0031023053467248
TP53,CD44,DecreaseAmount,0.65,1,-0.2977193,0.0031023053467248
TP53,CD44,IncreaseAmount,0.65,1,-0.2977193,0.0031023053467248
TP53,CD44,IncreaseAmount,0.65,1,-0.2977193,0.0031023053467248
TP53,CD44,IncreaseAmount,0.94757,2,-0.2977193,0.0031023053467248
TP53,CD44,IncreaseAmount,0.9938749982422589,10,-0.2977193,0.0031023053467248
TP53,CD44,IncreaseAmount,0.65,1,-0.2977193,0.0031023053467248
TP53,CD44,IncreaseAmount,0.65,1,-0.2977193,0.0031023053467248
TP53,CD44,DecreaseAmount,0.993,47,-0.2977193,0.0031023053467248
TP53,ECT2,IncreaseAmount,0.9419,4,0.7116065,0.0469495287220649
TP53,ECT2,DecreaseAmount,0.949980317,9,0.7116065,0.0469495287220649
TP53,NEAT1,DecreaseAmount,0.86,2,-1.0247866,2.711855172262273e-30
TP53,DUT,DecreaseAmount,0.86,2,0.55278635,4.849645119412899e-06
TP53,DUT,IncreaseAmount,0.65,1,0.55278635,4.849645119412899e-06
TP53,DUT,IncreaseAmount,0.982423455,5,0.55278635,4.849645119412899e-06
TP53,DUT,IncreaseAmount,0.86,2,0.55278635,4.849645119412899e-06
TP53,SKP2,IncreaseAmount,0.65,1,0.9635844,0.0336885979162913
TP53,BNIP3L,IncreaseAmount,0.996146395,7,-0.30337337,0.0395443998396704
TP53,SHC1,DecreaseAmount,0.65,1,-0.27421245,0.0225841886541176
TP53,SHC1,IncreaseAmount,0.8775000000000001,2,-0.27421245,0.0225841886541176
TP53,SH3BP5,DecreaseAmount,0.65,1,0.24144606,0.0029796333016946
TP53,BMPR2,DecreaseAmount,0.9825,3,-0.2869433,0.0250247037317983
TP53,MMP2,IncreaseAmount,0.941,1,-0.9307034,0.0029449157252749
TP53,MMP2,IncreaseAmount,0.65,1,-0.9307034,0.0029449157252749
TP53,MMP2,IncreaseAmount,0.9999999522796762,28,-0.9307034,0.0029449157252749
TP53,MMP2,DecreaseAmount,0.99289794,8,-0.9307034,0.0029449157252749
TP53,MKI67,DecreaseAmount,0.97305,4,1.9665484,3.646785699417414e-09
TP53,MKI67,IncreaseAmount,0.997549035533,12,1.9665484,3.646785699417414e-09
TP53,ME1,IncreaseAmount,0.86,2,-0.2911619,0.0384002609895693
TP53,ME1,DecreaseAmount,0.98224485,7,-0.2911619,0.0384002609895693
TP53,TRIM22,DecreaseAmount,0.9824770365,9,-1.4188468,7.449508300886175e-07
TP53,TRIM22,IncreaseAmount,0.997981445,7,-1.4188468,7.449508300886175e-07
TP53,PSMG1,IncreaseAmount,0.65,1,0.5547232,0.0170181211997901
TP53,GDF15,DecreaseAmount,0.9816495,6,-1.0020463,6.953998212122973e-09
TP53,GDF15,IncreaseAmount,0.65,1,-1.0020463,6.953998212122973e-09
TP53,GDF15,IncreaseAmount,0.65,1,-1.0020463,6.953998212122973e-09
TP53,GDF15,IncreaseAmount,0.9999919043908629,35,-1.0020463,6.953998212122973e-09
TP53,ATAD2,DecreaseAmount,0.65,1,1.7957919,2.0144842047143925e-05
TP53,PBRM1,DecreaseAmount,0.65,1,0.36626875,0.0226216266469771
TP53,SNHG12,IncreaseAmount,0.65,1,0.9845723,0.0119778380601317
TP53,ZMAT3,IncreaseAmount,0.996227,6,-1.2504092,4.384994783880083e-22
TP53,ZMAT3,DecreaseAmount,0.99615,5,-1.2504092,4.384994783880083e-22
TP53,GNL3,IncreaseAmount,0.8775000000000001,1,0.52933294,3.919828937907537e-05
TP53,GNL3,DecreaseAmount,0.65,1,0.52933294,3.919828937907537e-05
TP53,SAT1,IncreaseAmount,0.98224485,7,-0.28140226,0.0231986363778145
TP53,BID,IncreaseAmount,0.99351,2,0.29105136,0.0440417910138563
TP53,BID,IncreaseAmount,0.65,1,0.29105136,0.0440417910138563
TP53,BID,IncreaseAmount,0.9999904585733097,12,0.29105136,0.0440417910138563
TP53,BID,DecreaseAmount,0.951,3,0.29105136,0.0440417910138563
TP53,S100A6,IncreaseAmount,0.65,1,-0.21997266,4.923068091750179e-11
TP53,RUVBL1,IncreaseAmount,0.65,1,0.53545207,1.4094260918932018e-05
TP53,RRM2,IncreaseAmount,0.65,1,2.2719111,2.002457053194324e-07
TP53,MDM4,DecreaseAmount,0.86,1,0.46300423,0.0169772577632771
TP53,MDM4,DecreaseAmount,0.65,1,0.46300423,0.0169772577632771
TP53,MDM4,DecreaseAmount,0.9929908146,8,0.46300423,0.0169772577632771
TP53,MDM4,IncreaseAmount,0.9961499999701686,21,0.46300423,0.0169772577632771
TP53,MDM2,IncreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,MDM2,DecreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.99351,2,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,MDM2,DecreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,UBE2C,DecreaseAmount,0.65,1,1.8867246,7.616185641950708e-08
TP53,UBE2C,IncreaseAmount,0.65,1,1.8867246,7.616185641950708e-08
TP53,CCNG1,IncreaseAmount,0.987599,2,-0.7610036,8.238982937219296e-09
TP53,CCNG1,DecreaseAmount,0.65,1,-0.7610036,8.238982937219296e-09
TP53,CCNG1,IncreaseAmount,0.9990885265,1,-0.7610036,8.238982937219296e-09
TP53,CCNG1,IncreaseAmount,0.79,1,-0.7610036,8.238982937219296e-09
TP53,PALMD,IncreaseAmount,0.923,3,-0.48327526,0.0005692691311841
TP53,PALMD,DecreaseAmount,0.951,3,-0.48327526,0.0005692691311841
TP53,CCND1,DecreaseAmount,0.9998827219545,11,-0.6151489,2.0348156711669904e-10
TP53,CCND1,IncreaseAmount,0.65,1,-0.6151489,2.0348156711669904e-10
TP53,CCNB2,DecreaseAmount,0.99922663202,10,1.5533768,8.195954154710491e-05
TP53,CCNB1,IncreaseAmount,0.65,1,1.888607,1.6078491514328516e-11
TP53,CCNB1,IncreaseAmount,0.9497812999999999,6,1.888607,1.6078491514328516e-11
TP53,CCNB1,DecreaseAmount,0.94757,5,1.888607,1.6078491514328516e-11
TP53,CCNB1,IncreaseAmount,0.9499999999651322,13,1.888607,1.6078491514328516e-11
TP53,CCNB1,DecreaseAmount,0.9998383,38,1.888607,1.6078491514328516e-11
TP53,CCNA2,DecreaseAmount,0.65,1,1.7404118,0.0003372978987096
TP53,TRIM8,IncreaseAmount,0.949271,6,-0.40865046,0.0295322579165375
TP53,GNL3,IncreaseAmount,0.65,1,0.52933294,3.919828937907537e-05
TP53,DNMT1,DecreaseAmount,0.65,1,0.7548314,3.1075122617900625e-05
TP53,DNMT1,DecreaseAmount,0.65,1,0.7548314,3.1075122617900625e-05
TP53,DNMT1,IncreaseAmount,0.65,1,0.7548314,3.1075122617900625e-05
TP53,DNMT1,DecreaseAmount,0.9999418999999878,25,0.7548314,3.1075122617900625e-05
TP53,DNMT1,IncreaseAmount,0.99776315,5,0.7548314,3.1075122617900625e-05
TP53,MTDH,DecreaseAmount,0.86,2,0.25614995,5.967383458220954e-06
TP53,CIP2A,DecreaseAmount,0.8775000000000001,2,1.7072672,0.0003591187117805
TP53,CIP2A,IncreaseAmount,0.923,3,1.7072672,0.0003591187117805
TP53,KDM1A,DecreaseAmount,0.65,1,0.3083908,0.0178577733672582
TP53,RPS19,DecreaseAmount,0.95,2,-0.2607981,1.2315300546977836e-25
TP53,RPS14,IncreaseAmount,0.65,1,-0.06919524,0.0005037733442152
TP53,RPL11,DecreaseAmount,0.65,1,-0.056474086,0.0029015896752156
TP53,MDM2,IncreaseAmount,0.65,1,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.949999468559,11,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.9499999956953279,14,-1.0674185,3.495460904927546e-11
TP53,MDM2,DecreaseAmount,0.999875,91,-1.0674185,3.495460904927546e-11
TP53,MDM2,IncreaseAmount,0.9999999999974629,465,-1.0674185,3.495460904927546e-11
TP53,MDK,IncreaseAmount,0.65,1,-0.2627853,0.0014827956432138
TP53,MDK,DecreaseAmount,0.9265,2,-0.2627853,0.0014827956432138
TP53,CD46,DecreaseAmount,0.65,1,-0.37556297,0.000645608829877
TP53,MCM7,DecreaseAmount,0.89,1,1.9422712,7.411745958975893e-07
TP53,MCM5,DecreaseAmount,0.86,2,1.5393393,0.0061944858620832
TP53,ARIH2,IncreaseAmount,0.65,1,0.4666428,0.0201118723864123
TP53,CAV1,IncreaseAmount,0.65,1,-0.14561994,0.0087886388894988
TP53,CAV1,DecreaseAmount,0.65,1,-0.14561994,0.0087886388894988
TP53,CAV1,IncreaseAmount,0.99865789,5,-0.14561994,0.0087886388894988
TP53,DLG1,IncreaseAmount,0.65,1,-0.39617527,0.0078231959488589
TP53,NUP93,DecreaseAmount,0.79,1,0.6624536,0.0266656627094424
TP53,DKK3,IncreaseAmount,0.65,1,-0.6209729,0.007844727945147
TP53,DHFR,DecreaseAmount,0.86,2,1.1510781,0.000626635187001
TP53,DEK,DecreaseAmount,0.65,1,0.97665346,3.078242617897868e-25
TP53,DDX18,IncreaseAmount,0.65,1,0.24710721,0.0445572442039961
TP53,CDCA8,DecreaseAmount,0.65,1,1.8548821,0.0028029420553501
TP53,NDRG4,DecreaseAmount,0.65,1,-1.8557284,0.0417925806009115
TP53,CALD1,DecreaseAmount,0.9265,2,-0.28344008,0.000251901990465
TP53,CALD1,IncreaseAmount,0.923,3,-0.28344008,0.000251901990465
TP53,DDB2,DecreaseAmount,0.65,1,-1.039247,1.8692014763140946e-05
TP53,DDB2,IncreaseAmount,0.9995957499990603,22,-1.039247,1.8692014763140946e-05
TP53,DCTN3,IncreaseAmount,0.65,1,0.27013147,0.0189892878139925
TP53,MAP1LC3A,DecreaseAmount,0.79,1,-0.50181395,0.0037847854516655
TP53,MAD2L1,DecreaseAmount,0.65,1,1.5830187,4.398979686091146e-09
TP53,MAD2L1,DecreaseAmount,0.9499940951,9,1.5830187,4.398979686091146e-09
TP53,MAD2L1,IncreaseAmount,0.65,1,1.5830187,4.398979686091146e-09
TP53,LTBP1,DecreaseAmount,0.79,1,-0.24114257,0.0004369354517992
TP53,LPP,DecreaseAmount,0.79,1,-0.49406713,5.7028427802454486e-06
TP53,LMO4,DecreaseAmount,0.65,1,0.51929945,0.0249838387021395
TP53,LMO4,DecreaseAmount,0.951,2,0.51929945,0.0249838387021395
TP53,LMNB1,DecreaseAmount,0.923,3,1.0774761,0.003442173692872
TP53,LMNA,IncreaseAmount,0.65,1,0.20241757,0.0012611068274128
TP53,LGALS3,IncreaseAmount,0.65,1,-0.3122873,0.0204091147337513
TP53,LGALS3,IncreaseAmount,0.8775000000000001,1,-0.3122873,0.0204091147337513
TP53,LGALS3,IncreaseAmount,0.951,1,-0.3122873,0.0204091147337513
TP53,LGALS3,DecreaseAmount,0.923,3,-0.3122873,0.0204091147337513
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.9499940951,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.89,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.89,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.89,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.89,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.89,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.9419,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.86,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.86,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.923,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.86,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.923,3,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.9419,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.9497812999999999,4,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.86,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.94757,3,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.9824999949778825,9,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.949271,3,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.95,14,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.9994949999988261,8,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.86,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.923,3,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.86,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.923,2,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.9615,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.94757,5,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.923,3,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.95,26,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.65,1,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.994475943,4,-1.1205395,3.7415163052092234e-05
TP53,TP53,DecreaseAmount,0.999975,446,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.9945,37,-1.1205395,3.7415163052092234e-05
TP53,TP53,IncreaseAmount,0.9999999755332472,574,-1.1205395,3.7415163052092234e-05
PVT1,SERPINE1,IncreaseAmount,0.65,1,-0.35493845,7.112233536471432e-06
PVT1,FN1,IncreaseAmount,0.65,1,-0.47435996,0.00011333385192
PVT1,PVT1,DecreaseAmount,0.65,1,-0.7423178,1.3645814407919928e-05
CSDE1,RAC1,DecreaseAmount,0.65,1,0.16537592,0.0294468495371188
CSDE1,PABPC1,DecreaseAmount,0.65,1,-0.32858723,6.755759077935938e-06
CSDE1,CSDE1,IncreaseAmount,0.65,1,-1.2783042,7.301537991618216e-18
CSDE1,CSDE1,DecreaseAmount,0.923,2,-1.2783042,7.301537991618216e-18
CSDE1,CSDE1,DecreaseAmount,0.65,1,-1.2783042,7.301537991618216e-18
PROX1,VIM,DecreaseAmount,0.65,1,-0.049339272,0.0467411591949621
PROX1,VIM,IncreaseAmount,0.65,1,-0.049339272,0.0467411591949621
ARPC2,ARPC2,DecreaseAmount,0.65,1,-1.0759392,6.217660175321076e-19
GTF3A,PTMA,DecreaseAmount,0.79,1,0.09839852,0.0368924168442203
GTF3A,PPP1CA,DecreaseAmount,0.79,1,-0.321554,0.0253984248018205
GTF3A,MGAT4B,DecreaseAmount,0.79,1,-0.6079954,0.0128373521988502
GTF3A,IGFBP7,DecreaseAmount,0.79,1,-0.26380828,0.0027979962465261
GTF3A,USP48,DecreaseAmount,0.79,1,-0.4849001,0.0041689339895972
GTF3A,MGLL,DecreaseAmount,0.79,1,-0.35006994,0.0418226534186809
GTF3A,ANP32A,DecreaseAmount,0.79,1,0.38180038,0.0171418351315564
GTF3A,RRAS,DecreaseAmount,0.79,1,-0.26408368,0.0142071010922093
GTF3A,GTF3A,IncreaseAmount,0.65,1,-1.425571,2.872546354928428e-16
SMAD3,IGFBP7,IncreaseAmount,0.65,1,-0.12610146,0.0300643218747942
SMAD3,CCBE1,DecreaseAmount,0.65,1,0.29945764,0.02321733521116
SMAD3,TXNDC12,DecreaseAmount,0.79,1,0.40882954,0.0053312003876884
SMAD3,YBX3,DecreaseAmount,0.79,1,0.10578515,0.0264129588337443
SMAD3,CEBPB,IncreaseAmount,0.65,1,0.26393557,0.04656566464925
SMAD3,CEBPB,DecreaseAmount,0.65,1,0.26393557,0.04656566464925
SMAD3,VIM,DecreaseAmount,0.65,1,0.05458241,0.0148957174021581
SMAD3,VIM,IncreaseAmount,0.65,1,0.05458241,0.0148957174021581
SMAD3,VIM,IncreaseAmount,0.923,2,0.05458241,0.0148957174021581
SMAD3,TOP1,DecreaseAmount,0.79,1,-0.2219405,0.0107313815371814
SMAD3,SPOP,DecreaseAmount,0.65,1,0.30405352,0.0191538988875915
SMAD3,BHLHE40,IncreaseAmount,0.86,1,0.2907017,0.0420383021477113
SMAD3,BHLHE40,IncreaseAmount,0.65,1,0.2907017,0.0420383021477113
SMAD3,SMAD3,IncreaseAmount,0.9972,2,-0.35245287,0.0078766327157389
SMAD3,SMAD3,IncreaseAmount,0.89,1,-0.35245287,0.0078766327157389
SMAD3,SMAD3,IncreaseAmount,0.89,1,-0.35245287,0.0078766327157389
SMAD3,SMAD3,IncreaseAmount,0.65,1,-0.35245287,0.0078766327157389
SMAD3,SMAD3,IncreaseAmount,0.999949270999607,21,-0.35245287,0.0078766327157389
SMAD3,SMAD3,DecreaseAmount,0.9974635499982312,23,-0.35245287,0.0078766327157389
SMAD3,SMAD3,DecreaseAmount,0.923,3,-0.35245287,0.0078766327157389
KDELR2,HSPA5,DecreaseAmount,0.65,1,0.5912163,1.301346017904122e-07
ECM1,RHOC,IncreaseAmount,0.65,1,-0.25478002,0.0330269305612142
ECM1,LDHA,IncreaseAmount,0.65,1,0.25323635,0.038852390521236
ECM1,LDHA,IncreaseAmount,0.9419,3,0.25323635,0.038852390521236
PDLIM7,MCL1,IncreaseAmount,0.65,1,-0.38493767,0.0060490476317499
HMGCR,NFKBIA,DecreaseAmount,0.89,1,0.74922,0.023206519171612
HMGCR,HMGCR,IncreaseAmount,0.65,1,-1.4331535,1.747998499482162e-08
HMGCR,HMGCR,DecreaseAmount,0.86,2,-1.4331535,1.747998499482162e-08
HMGCR,HMGCR,IncreaseAmount,0.86,2,-1.4331535,1.747998499482162e-08
