source,target,stmt_type,belief,evidence_count,logfoldchange,pval
CHUK,NUMB,DecreaseAmount,0.923,3,-0.55841154,0.0089225514392756
CHUK,NUMB,IncreaseAmount,0.65,1,-0.55841154,0.0089225514392756
SCARB1,CD81,DecreaseAmount,0.65,1,-0.19226862,0.0334262253415096
SCARB1,CD81,IncreaseAmount,0.65,1,-0.19226862,0.0334262253415096
SCARB1,SCARB1,IncreaseAmount,0.949999468559,10,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,0.65,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,0.65,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,0.65,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,IncreaseAmount,0.86,2,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,0.86,1,-1.2246113,1.3046612056839526e-06
SCARB1,SCARB1,DecreaseAmount,0.94993439,4,-1.2246113,1.3046612056839526e-06
MMP11,LGALS1,DecreaseAmount,0.65,1,-0.42673224,9.232016368883129e-05
KIF3A,KIF3A,IncreaseAmount,0.86,2,-1.146618,0.0158990305813747
UBE2D1,UBE2D1,DecreaseAmount,0.65,1,-2.3706007,6.485462239333075e-05
USP25,USP25,DecreaseAmount,0.65,1,-1.8783221,0.0008697112487895
USP25,USP25,DecreaseAmount,0.97305,3,-1.8783221,0.0008697112487895
YES1,YES1,DecreaseAmount,0.65,1,-1.2443154,2.4488801912140045e-07
YES1,YES1,IncreaseAmount,0.65,1,-1.2443154,2.4488801912140045e-07
TNFSF10,ANXA5,IncreaseAmount,0.65,1,-0.22490418,0.0137883599893319
TNFSF10,GSK3B,IncreaseAmount,0.89,1,0.4995617,0.0362575749395158
TNFSF10,MTCH2,IncreaseAmount,0.65,1,-0.36501288,0.0451926557311884
OPTN,CALCOCO2,DecreaseAmount,0.86,2,0.47183535,0.017920285728126
OPTN,OPTN,IncreaseAmount,0.86,2,-1.4331818,2.191338676043378e-07
OPTN,OPTN,DecreaseAmount,0.949271,6,-1.4331818,2.191338676043378e-07
PMVK,PMVK,IncreaseAmount,0.65,1,-2.0422199,0.0027943805932608
AGTRAP,AGTRAP,DecreaseAmount,0.65,1,-2.1480668,9.495402490938329e-06
IRF1,RBMS2,DecreaseAmount,0.79,1,0.6456912,0.0087214682615805
IRF1,PTMA,DecreaseAmount,0.95,2,-0.122388385,0.0068121571202687
IRF1,PSME2,DecreaseAmount,0.79,1,-0.41694582,0.0085120505254737
IRF1,PSMB9,IncreaseAmount,0.65,1,-0.7327445,0.021741020407979
IRF1,PSMB9,DecreaseAmount,0.9265,2,-0.7327445,0.021741020407979
IRF1,PSMB9,IncreaseAmount,0.99461,3,-0.7327445,0.021741020407979
IRF1,PSMB8,DecreaseAmount,0.95,2,-0.47529554,0.0152603052899011
IRF1,NFAT5,DecreaseAmount,0.79,1,0.5779299,0.0301496250874568
IRF1,CUL2,DecreaseAmount,0.95,2,-0.61643535,0.0442365205793374
IRF1,C1orf122,DecreaseAmount,0.79,1,0.4136699,0.0127912547026512
IRF1,HIPK1,DecreaseAmount,0.79,1,0.68820685,0.0270348061956962
IRF1,LSM6,DecreaseAmount,0.79,1,0.3794716,0.0424770498774203
IRF1,SEMA3A,DecreaseAmount,0.79,1,0.529929,0.0093885810865658
CCL2,SAMHD1,IncreaseAmount,0.65,1,0.64831704,0.0186054904183772
CCL2,TGFB1,IncreaseAmount,0.951,3,0.3564854,0.0414901091221891
CCL2,DUSP6,IncreaseAmount,0.65,1,0.32526508,0.0410054909220131
CCL2,CCL2,IncreaseAmount,0.65,1,-0.8694972,0.004177337834497
CCL2,CCL2,DecreaseAmount,0.65,1,-0.8694972,0.004177337834497
CCL2,CCL2,IncreaseAmount,0.65,1,-0.8694972,0.004177337834497
CCL2,CCL2,IncreaseAmount,0.86,2,-0.8694972,0.004177337834497
CCL2,CCL2,DecreaseAmount,0.9929999999985355,22,-0.8694972,0.004177337834497
CCL2,CCL2,IncreaseAmount,0.999082475,43,-0.8694972,0.004177337834497
CREB1,RAB1A,DecreaseAmount,0.79,1,-0.5340898,0.0028892539672896
CREB1,SRGN,IncreaseAmount,0.86,2,0.23173778,0.001499176784331
CREB1,PKM,IncreaseAmount,0.987599,2,0.21393381,0.0256476235255784
CREB1,ATF4,IncreaseAmount,0.982423455,8,0.27738303,0.0442104940624914
CREB1,DGUOK,DecreaseAmount,0.79,1,0.44724166,0.0130387663720282
CREB1,RIPOR1,DecreaseAmount,0.989936,6,-0.80884266,0.0189181684573049
CREB1,AKIRIN1,DecreaseAmount,0.989936,6,-0.5594538,0.0283702364926907
CREB1,RBM15B,DecreaseAmount,0.79,1,0.93461627,0.023337771283891
CREB1,COX8A,DecreaseAmount,0.79,1,0.16714917,0.0442918698661975
CREB1,USP48,DecreaseAmount,0.9884,4,0.42720142,0.0048667778866792
CREB1,SPAG9,DecreaseAmount,0.98968,5,0.4160189,0.0267243598058408
CREB1,CALM2,DecreaseAmount,0.982,3,-0.14880651,0.0332450174530837
CREB1,SLC38A2,DecreaseAmount,0.79,1,-0.39090374,0.0236995539531268
CREB1,TPT1,DecreaseAmount,0.982,3,-0.091309085,0.006186914939152
CREB1,SSNA1,DecreaseAmount,0.79,1,-0.49340883,0.008243829605242
CREB1,SREBF2,DecreaseAmount,0.9899872,7,0.67354107,0.0116917169962256
CREB1,CREB1,DecreaseAmount,0.9846,2,-1.3376337,0.0319993752857765
CREB1,CREB1,IncreaseAmount,0.65,1,-1.3376337,0.0319993752857765
CREB1,CREB1,DecreaseAmount,0.89,1,-1.3376337,0.0319993752857765
CREB1,CREB1,IncreaseAmount,0.99614986359681,13,-1.3376337,0.0319993752857765
KPNA2,ICAM1,IncreaseAmount,0.65,1,0.8083568,0.0162467947161725
DHCR24,DHCR24,IncreaseAmount,0.94757,5,-0.79332685,0.0008994234424679
PMAIP1,USP9X,DecreaseAmount,0.65,1,-0.55212045,0.0284456280485069
PMAIP1,TIMP1,IncreaseAmount,0.65,1,0.28804696,0.0106684119349587
PMAIP1,PMAIP1,IncreaseAmount,0.65,1,-1.3276415,0.0054602362996755
PMAIP1,PMAIP1,IncreaseAmount,0.86,2,-1.3276415,0.0054602362996755
PMAIP1,PMAIP1,IncreaseAmount,0.9499998405677,10,-1.3276415,0.0054602362996755
NRP1,NRP1,IncreaseAmount,0.65,1,-1.2174689,6.398393401994258e-10
NRP1,NRP1,IncreaseAmount,0.65,1,-1.2174689,6.398393401994258e-10
NRP1,NRP1,IncreaseAmount,0.65,1,-1.2174689,6.398393401994258e-10
NRP1,NRP1,IncreaseAmount,0.94999995217031,11,-1.2174689,6.398393401994258e-10
NRP1,NRP1,DecreaseAmount,0.9970526451,10,-1.2174689,6.398393401994258e-10
FLI1,PHLDA1,DecreaseAmount,0.9615,2,-0.7174093,0.0450820900791216
FLI1,CD99,IncreaseAmount,0.65,1,-0.10899077,0.0474090205372784
FLI1,SMAD5,DecreaseAmount,0.65,1,-0.46360576,0.0177634565891165
FLI1,SMAD1,DecreaseAmount,0.65,1,-1.0614545,9.267141942312028e-05
FLI1,JAK1,DecreaseAmount,0.65,1,-0.31356797,0.0299590336971604
FLI1,CAV1,DecreaseAmount,0.65,1,-0.21794005,0.0033872025537661
FLI1,FLI1,IncreaseAmount,0.9419,4,-0.5976909,0.034094955005109
FLI1,FLI1,IncreaseAmount,0.9996804122617841,11,-0.5976909,0.034094955005109
FLI1,FLI1,DecreaseAmount,0.9926598,6,-0.5976909,0.034094955005109
FLI1,FLI1,DecreaseAmount,0.65,1,-0.5976909,0.034094955005109
SMARCB1,SMARCB1,IncreaseAmount,0.65,1,-0.75309485,0.0095706670891052
SMARCB1,SMARCB1,DecreaseAmount,0.86,2,-0.75309485,0.0095706670891052
SMARCB1,SMARCB1,IncreaseAmount,0.949271,5,-0.75309485,0.0095706670891052
SMARCB1,SMARCB1,DecreaseAmount,0.992969382,7,-0.75309485,0.0095706670891052
TYRO3,BAX,DecreaseAmount,0.65,1,-0.21892014,0.0278602720314031
UIMC1,TP53,DecreaseAmount,0.65,1,0.61851144,0.0349120690512617
VWF,SERPINE1,DecreaseAmount,0.86,2,0.20808381,0.0244273273189866
VWF,NEU1,IncreaseAmount,0.65,1,-0.9035391,0.0475940067139432
FZD6,FZD6,IncreaseAmount,0.65,1,-2.218034,1.0723662606424533e-07
FZD6,FZD6,IncreaseAmount,0.86,1,-2.218034,1.0723662606424533e-07
IRF3,JUN,DecreaseAmount,0.65,1,0.42041352,0.0308934083139893
IRF3,STK4,IncreaseAmount,0.923,3,0.59664863,0.0131672968139664
IRF3,BST2,IncreaseAmount,0.65,1,0.21639295,0.027520903759458
IRF3,IRF3,IncreaseAmount,0.86,2,-0.9668767,0.0189898701364946
IRF3,IRF3,IncreaseAmount,0.996148484409,10,-0.9668767,0.0189898701364946
IRF3,IRF3,DecreaseAmount,0.65,1,-0.9668767,0.0189898701364946
IRF3,IRF3,DecreaseAmount,0.923,3,-0.9668767,0.0189898701364946
IRF3,IRF3,DecreaseAmount,0.9974890625980551,17,-0.9668767,0.0189898701364946
UGGT1,PSAP,DecreaseAmount,0.9419,4,-0.24515034,0.0429322698941704
UGGT1,HSPA5,DecreaseAmount,0.65,1,0.60708374,5.172430491664529e-07
UGGT1,CALR,DecreaseAmount,0.65,1,0.8130566,2.7616640781788257e-19
AGER,BAX,DecreaseAmount,0.65,1,-0.2845951,0.023645491471094
AGER,BAX,IncreaseAmount,0.86,1,-0.2845951,0.023645491471094
AGER,BAX,IncreaseAmount,0.65,1,-0.2845951,0.023645491471094
AGER,BAX,DecreaseAmount,0.86,1,-0.2845951,0.023645491471094
AGER,HSPA5,IncreaseAmount,0.65,1,-0.2459832,0.023685890116451
STAT5A,PLS3,DecreaseAmount,0.79,1,0.28458688,0.0478989787182687
STAT5A,APBB2,DecreaseAmount,0.79,1,0.7019776,0.023404352891188
STAT5A,FLI1,DecreaseAmount,0.79,1,0.54763675,0.049614876732086
STAT5A,SETD7,DecreaseAmount,0.79,1,0.8322059,0.0060794559752613
STAT5A,TINAGL1,DecreaseAmount,0.79,1,0.31805572,0.006490911911771
STAT5A,ASXL1,DecreaseAmount,0.95,2,0.57049686,0.0016788142289661
STAT5A,LETM2,DecreaseAmount,0.79,1,-0.69545716,0.02423814282829
STAT5A,CALR,DecreaseAmount,0.79,1,0.2123449,0.0146810634166021
TRAPPC6A,TRAPPC6A,DecreaseAmount,0.65,1,-0.8654032,0.0235342247005234
