source,intermediate,target,stmt_type_1,stmt_type_2,belief_1,belief_2,evidence_1,evidence_2,logfoldchange,pvalue
PVT1,hgnc:12856,EEF1A1,Complex,DecreaseAmount,0.86,0.79,2,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11892,EEF1A1,Complex,IncreaseAmount,0.65,0.951,1,3,0.09954942,4.429839848959976e-06
PVT1,hgnc:11998,EEF1A1,Complex,IncreaseAmount,0.65,0.65,1,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11998,EEF1A1,Activation,IncreaseAmount,0.65,0.65,1,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11998,EEF1A1,Complex,IncreaseAmount,0.65,0.65,1,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11998,EEF1A1,Complex,IncreaseAmount,0.923,0.65,3,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11998,EEF1A1,Complex,IncreaseAmount,0.65,0.65,1,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11766,EEF1A1,Complex,DecreaseAmount,0.65,0.65,1,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11766,EEF1A1,IncreaseAmount,DecreaseAmount,0.65,0.65,1,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11766,EEF1A1,Activation,DecreaseAmount,0.97305,0.65,4,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:11205,EEF1A1,Complex,DecreaseAmount,0.923,0.79,3,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:10474,EEF1A1,Complex,IncreaseAmount,0.65,0.65,1,1,0.09954942,4.429839848959976e-06
PVT1,hgnc:16262,RPL17,Inhibition,IncreaseAmount,0.65,0.65,1,1,0.122099414,8.698063393458072e-06
PVT1,hgnc:16262,RPL17,Complex,IncreaseAmount,0.9419,0.65,4,1,0.122099414,8.698063393458072e-06
PVT1,hgnc:16262,RPL17,Activation,IncreaseAmount,0.923,0.65,3,1,0.122099414,8.698063393458072e-06
PVT1,hgnc:11205,RPL7,Complex,DecreaseAmount,0.923,0.95,3,2,0.12611765,1.952785116785262e-05
PVT1,hgnc:2514,MT-CO2,Activation,IncreaseAmount,0.65,0.79,1,1,0.15202138,2.1970878805841792e-05
PVT1,hgnc:11892,MT-CO2,Complex,DecreaseAmount,0.65,0.65,1,1,0.15202138,2.1970878805841792e-05
PVT1,hgnc:11892,MT-CO2,Complex,IncreaseAmount,0.65,0.923,1,3,0.15202138,2.1970878805841792e-05
PVT1,fplx:TGFB,MT-CO2,Activation,IncreaseAmount,0.979665,0.65,1,1,0.15202138,2.1970878805841792e-05
PVT1,fplx:NFkappaB,MT-CO3,Complex,IncreaseAmount,0.65,0.65,1,1,0.20444518,2.2914738348282377e-05
PVT1,fplx:NFkappaB,MT-CO3,Activation,IncreaseAmount,0.65,0.65,1,1,0.20444518,2.2914738348282377e-05
PVT1,hgnc:2345,RPS3,Complex,DecreaseAmount,0.86,0.79,2,1,0.10090878,3.618415883220086e-05
PVT1,hgnc:11205,RPS3,Complex,DecreaseAmount,0.923,0.79,3,1,0.10090878,3.618415883220086e-05
PVT1,fplx:NFkappaB,RPS3,Complex,DecreaseAmount,0.65,0.65,1,1,0.10090878,3.618415883220086e-05
PVT1,fplx:NFkappaB,RPS3,Activation,DecreaseAmount,0.65,0.65,1,1,0.10090878,3.618415883220086e-05
PVT1,fplx:NFkappaB,RPS3,Complex,IncreaseAmount,0.65,0.923,1,3,0.10090878,3.618415883220086e-05
PVT1,fplx:NFkappaB,RPS3,Activation,IncreaseAmount,0.65,0.923,1,3,0.10090878,3.618415883220086e-05
PVT1,hgnc:11998,RPL5,Complex,DecreaseAmount,0.65,0.65,1,1,0.12139105,4.4223666224604774e-05
PVT1,hgnc:11998,RPL5,Activation,DecreaseAmount,0.65,0.65,1,1,0.12139105,4.4223666224604774e-05
PVT1,hgnc:11998,RPL5,Complex,DecreaseAmount,0.65,0.65,1,1,0.12139105,4.4223666224604774e-05
PVT1,hgnc:11998,RPL5,Complex,DecreaseAmount,0.923,0.65,3,1,0.12139105,4.4223666224604774e-05
PVT1,hgnc:11998,RPL5,Complex,DecreaseAmount,0.65,0.65,1,1,0.12139105,4.4223666224604774e-05
PVT1,hgnc:7553,RPS11,Complex,DecreaseAmount,0.65,0.79,1,1,0.110142894,6.989019172159477e-05
PVT1,hgnc:7553,RPS11,Activation,DecreaseAmount,0.65,0.79,1,1,0.110142894,6.989019172159477e-05
PVT1,hgnc:7553,RPS11,Complex,DecreaseAmount,0.65,0.79,1,1,0.110142894,6.989019172159477e-05
PVT1,hgnc:7553,RPS11,Inhibition,DecreaseAmount,0.98922,0.79,5,1,0.110142894,6.989019172159477e-05
PVT1,hgnc:7553,RPS11,Complex,DecreaseAmount,0.65,0.79,1,1,0.110142894,6.989019172159477e-05
PVT1,hgnc:7553,RPS11,Complex,DecreaseAmount,0.99615,0.79,145,1,0.110142894,6.989019172159477e-05
PVT1,hgnc:11998,RPS25,Complex,DecreaseAmount,0.65,0.65,1,1,0.11391317,7.042675689192809e-05
PVT1,hgnc:11998,RPS25,Activation,DecreaseAmount,0.65,0.65,1,1,0.11391317,7.042675689192809e-05
PVT1,hgnc:11998,RPS25,Complex,DecreaseAmount,0.65,0.65,1,1,0.11391317,7.042675689192809e-05
PVT1,hgnc:11998,RPS25,Complex,DecreaseAmount,0.923,0.65,3,1,0.11391317,7.042675689192809e-05
PVT1,hgnc:11998,RPS25,Complex,DecreaseAmount,0.65,0.65,1,1,0.11391317,7.042675689192809e-05
PVT1,hgnc:6973,RPS14,Complex,DecreaseAmount,0.65,0.8775000000000001,1,2,0.09511093,8.989670509928698e-05
PVT1,hgnc:11998,RPS14,Complex,IncreaseAmount,0.65,0.65,1,1,0.09511093,8.989670509928698e-05
PVT1,hgnc:11998,RPS14,Activation,IncreaseAmount,0.65,0.65,1,1,0.09511093,8.989670509928698e-05
PVT1,hgnc:11998,RPS14,Complex,IncreaseAmount,0.65,0.65,1,1,0.09511093,8.989670509928698e-05
PVT1,hgnc:11998,RPS14,Complex,IncreaseAmount,0.923,0.65,3,1,0.09511093,8.989670509928698e-05
PVT1,hgnc:11998,RPS14,Complex,IncreaseAmount,0.65,0.65,1,1,0.09511093,8.989670509928698e-05
PVT1,hgnc:11205,RPS14,Complex,DecreaseAmount,0.923,0.79,3,1,0.09511093,8.989670509928698e-05
PVT1,uniprot:Q9UHZ2,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,uniprot:Q9UHZ2,MYC,Complex,DecreaseAmount,0.65,0.9419,1,2,0.5681117,9.54609478048944e-05
PVT1,uniprot:Q9UHZ2,MYC,Complex,DecreaseAmount,0.65,0.86,1,2,0.5681117,9.54609478048944e-05
PVT1,uniprot:Q9UHZ2,MYC,Complex,IncreaseAmount,0.65,0.9419,1,3,0.5681117,9.54609478048944e-05
PVT1,uniprot:Q8L925,MYC,Complex,DecreaseAmount,0.923,0.65,3,1,0.5681117,9.54609478048944e-05
PVT1,uniprot:Q8L925,MYC,Complex,IncreaseAmount,0.923,0.65,3,1,0.5681117,9.54609478048944e-05
PVT1,uniprot:Q08193,MYC,Complex,IncreaseAmount,0.949271,0.65,6,1,0.5681117,9.54609478048944e-05
PVT1,uniprot:P32554,MYC,Complex,DecreaseAmount,0.9419,0.65,4,1,0.5681117,9.54609478048944e-05
PVT1,uniprot:P25295,MYC,Complex,IncreaseAmount,0.65,0.923,1,2,0.5681117,9.54609478048944e-05
PVT1,uniprot:P25295,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D015179,MYC,Activation,IncreaseAmount,0.923,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D013964,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D013274,MYC,Complex,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D013274,MYC,Activation,DecreaseAmount,0.8775000000000001,0.65,2,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D013274,MYC,Complex,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D013274,MYC,Complex,IncreaseAmount,0.65,0.951,1,3,0.5681117,9.54609478048944e-05
PVT1,mesh:D013274,MYC,Activation,IncreaseAmount,0.8775000000000001,0.951,2,3,0.5681117,9.54609478048944e-05
PVT1,mesh:D013274,MYC,Complex,IncreaseAmount,0.65,0.951,1,3,0.5681117,9.54609478048944e-05
PVT1,mesh:D011471,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D009361,MYC,Inhibition,IncreaseAmount,0.97305,0.65,4,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D009361,MYC,Activation,IncreaseAmount,0.9499999999651322,0.65,20,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D009369,MYC,Inhibition,DecreaseAmount,0.99916994,0.9974999975439454,1,9,0.5681117,9.54609478048944e-05
PVT1,mesh:D009369,MYC,Activation,DecreaseAmount,0.99746355,0.9974999975439454,8,9,0.5681117,9.54609478048944e-05
PVT1,mesh:D009369,MYC,Inhibition,IncreaseAmount,0.99916994,0.9974999999998431,1,24,0.5681117,9.54609478048944e-05
PVT1,mesh:D009369,MYC,Activation,IncreaseAmount,0.99746355,0.9974999999998431,8,24,0.5681117,9.54609478048944e-05
PVT1,mesh:D006528,MYC,Activation,IncreaseAmount,0.9419,0.9419,4,4,0.5681117,9.54609478048944e-05
PVT1,mesh:D006528,MYC,Activation,DecreaseAmount,0.9419,0.86,4,2,0.5681117,9.54609478048944e-05
PVT1,mesh:D005909,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D009362,MYC,Activation,IncreaseAmount,0.9497812999999999,0.65,7,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D009362,MYC,Activation,DecreaseAmount,0.9497812999999999,0.65,7,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D002583,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D002289,MYC,Inhibition,IncreaseAmount,0.86,0.65,2,1,0.5681117,9.54609478048944e-05
PVT1,mesh:D000544,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Activation,DecreaseAmount,0.65,0.94757,1,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Complex,DecreaseAmount,0.65,0.94757,1,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Activation,IncreaseAmount,0.65,0.99746022167031,1,13,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Complex,IncreaseAmount,0.65,0.99746022167031,1,13,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Activation,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Complex,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:990,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:905,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:905,MYC,Complex,IncreaseAmount,0.65,0.9497812999999999,1,6,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,IncreaseAmount,0.86,0.987599,2,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,IncreaseAmount,0.65,0.987599,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,IncreaseAmount,0.86,0.941,2,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,IncreaseAmount,0.65,0.941,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,IncreaseAmount,0.86,0.923,2,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,IncreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,DecreaseAmount,0.86,0.65,2,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,IncreaseAmount,0.86,0.996388,2,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,IncreaseAmount,0.65,0.996388,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,DecreaseAmount,0.86,0.98922,2,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,DecreaseAmount,0.65,0.98922,1,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,IncreaseAmount,0.86,0.98968,2,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,IncreaseAmount,0.65,0.98968,1,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Activation,IncreaseAmount,0.86,0.9999999901456693,2,49,0.5681117,9.54609478048944e-05
PVT1,hgnc:7881,MYC,Complex,IncreaseAmount,0.65,0.9999999901456693,1,49,0.5681117,9.54609478048944e-05
PVT1,hgnc:7782,MYC,Complex,DecreaseAmount,0.65,0.9499998405677,1,13,0.5681117,9.54609478048944e-05
PVT1,hgnc:7782,MYC,Complex,DecreaseAmount,0.65,0.9499998405677,1,13,0.5681117,9.54609478048944e-05
PVT1,hgnc:7782,MYC,Complex,IncreaseAmount,0.65,0.94993439,1,8,0.5681117,9.54609478048944e-05
PVT1,hgnc:7782,MYC,Complex,IncreaseAmount,0.65,0.94993439,1,8,0.5681117,9.54609478048944e-05
PVT1,hgnc:7559,MYC,Complex,DecreaseAmount,0.65,0.94757,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:7559,MYC,Complex,DecreaseAmount,0.65,0.86,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:7559,MYC,Complex,IncreaseAmount,0.65,0.979665,1,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:7107,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6973,MYC,Complex,IncreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:6769,MYC,Complex,DecreaseAmount,0.65,0.941,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6769,MYC,Complex,DecreaseAmount,0.65,0.99888705861,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:6769,MYC,Complex,DecreaseAmount,0.65,0.99991430351297,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:6769,MYC,Complex,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6769,MYC,Complex,DecreaseAmount,0.65,0.89,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6769,MYC,Complex,IncreaseAmount,0.65,0.97305,1,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:6125,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6125,MYC,Complex,IncreaseAmount,0.65,0.951,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:6018,MYC,IncreaseAmount,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6018,MYC,IncreaseAmount,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6018,MYC,IncreaseAmount,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:6018,MYC,IncreaseAmount,DecreaseAmount,0.65,0.949271,1,6,0.5681117,9.54609478048944e-05
PVT1,hgnc:6018,MYC,IncreaseAmount,IncreaseAmount,0.65,0.9990824749999948,1,27,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,IncreaseAmount,DecreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,Activation,DecreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,Complex,DecreaseAmount,0.94757,0.923,5,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,IncreaseAmount,IncreaseAmount,0.65,0.9497812999999999,1,7,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,Activation,IncreaseAmount,0.65,0.9497812999999999,1,7,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,Complex,IncreaseAmount,0.94757,0.9497812999999999,5,7,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,IncreaseAmount,DecreaseAmount,0.65,0.992999999397346,1,15,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,Activation,DecreaseAmount,0.65,0.992999999397346,1,15,0.5681117,9.54609478048944e-05
PVT1,hgnc:4910,MYC,Complex,DecreaseAmount,0.94757,0.992999999397346,5,15,0.5681117,9.54609478048944e-05
PVT1,hgnc:4923,MYC,Activation,IncreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:4923,MYC,Complex,IncreaseAmount,0.923,0.923,3,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:5004,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Activation,IncreaseAmount,0.65,0.99572965,1,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Complex,IncreaseAmount,0.65,0.99572965,1,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Complex,IncreaseAmount,0.94757,0.99572965,5,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Activation,DecreaseAmount,0.65,0.9804,1,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Complex,DecreaseAmount,0.65,0.9804,1,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Complex,DecreaseAmount,0.94757,0.9804,5,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:4201,MYC,Complex,IncreaseAmount,0.94757,0.65,5,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3942,MYC,IncreaseAmount,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3942,MYC,IncreaseAmount,IncreaseAmount,0.65,0.98,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3942,MYC,IncreaseAmount,DecreaseAmount,0.65,0.982497933285,1,10,0.5681117,9.54609478048944e-05
PVT1,hgnc:3942,MYC,IncreaseAmount,IncreaseAmount,0.65,0.9989999999993027,1,20,0.5681117,9.54609478048944e-05
PVT1,hgnc:3821,MYC,Complex,DecreaseAmount,0.8775000000000001,0.65,2,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3821,MYC,Complex,IncreaseAmount,0.8775000000000001,0.65,2,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3821,MYC,Complex,DecreaseAmount,0.8775000000000001,0.9419,2,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:3821,MYC,Complex,IncreaseAmount,0.8775000000000001,0.992999977679478,2,14,0.5681117,9.54609478048944e-05
PVT1,hgnc:3819,MYC,Complex,IncreaseAmount,0.65,0.9816495,1,6,0.5681117,9.54609478048944e-05
PVT1,hgnc:3819,MYC,Complex,DecreaseAmount,0.65,0.9929999998192037,1,16,0.5681117,9.54609478048944e-05
PVT1,hgnc:3819,MYC,Complex,DecreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:3818,MYC,Activation,IncreaseAmount,0.65,0.9997305,1,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:3818,MYC,Complex,IncreaseAmount,0.9824999995480095,0.9997305,18,4,0.5681117,9.54609478048944e-05
PVT1,hgnc:3818,MYC,Activation,DecreaseAmount,0.65,0.951,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:3818,MYC,Complex,DecreaseAmount,0.9824999995480095,0.951,18,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:3818,MYC,Activation,IncreaseAmount,0.65,0.95,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3818,MYC,Complex,IncreaseAmount,0.9824999995480095,0.95,18,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3778,MYC,Activation,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3778,MYC,IncreaseAmount,DecreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3778,MYC,Activation,IncreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:3778,MYC,IncreaseAmount,IncreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:37461,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3688,MYC,Activation,IncreaseAmount,0.65,0.923,1,3,0.5681117,9.54609478048944e-05
PVT1,hgnc:3541,MYC,Complex,IncreaseAmount,0.65,0.86,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Activation,IncreaseAmount,0.65,0.86,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Inhibition,IncreaseAmount,0.86,0.86,2,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.65,0.86,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.65,0.86,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.65,0.86,1,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.993875,0.86,55,2,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Activation,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Inhibition,IncreaseAmount,0.86,0.65,2,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.65,0.65,1,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,IncreaseAmount,0.993875,0.65,55,1,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Activation,DecreaseAmount,0.65,0.993609,1,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Inhibition,DecreaseAmount,0.86,0.993609,2,5,0.5681117,9.54609478048944e-05
PVT1,hgnc:3527,MYC,Complex,DecreaseAmount,0.65,0.993609,1,5,0.5681117,9.54609478048944e-05
